year,position,title,artist,pos_sentiment,neg_sentiment,neut_sentiment,compound_sentiment,f_k_grade,flesch_index,fog_index,num_syllables,difficult_words,num_dupes,num_words,num_lines,tags
1990,56,I Wish It Would Rain Down,Phil Collins,0.194,0.048,0.758,0.9919,-0.3,113.1,5.6000000000000005,323.1,13,9,323,35,"jazz, pop, rock"
1990,57,Just Between You And Me,Lou Gramm,0.123,0.124,0.753,0.923,1.3,98.21,4.800000000000001,478.8,27,25,393,53,rock
1990,58,Something Happened On The Way To Heaven,Phil Collins,0.137,0.109,0.754,0.9557,0.1,106.67,4.800000000000001,440.1,12,30,385,52,"jazz, pop, rock"
1990,59,Black Cat,Janet Jackson,0.139,0.127,0.734,0.8328,1.3,98.21,4.800000000000001,424.8,33,23,347,45,"electronic/dance, pop"
1990,61,Janie's Got A Gun,Aerosmith,0.129,0.171,0.701,-0.9677,0.9,99.23,4.4,459.0,25,34,388,63,rock
1990,62,The Humpty Dance,Digital Underground,0.147,0.055,0.798,0.9978,1.7,97.2,5.2,1006.2,89,25,850,105,
1990,63,I'll Be Your Shelter,Taylor Dayne,0.172,0.0,0.828,0.9936,0.9,99.23,4.4,360.9,21,27,293,45,"electronic/dance, pop"
1990,64,Free Fallin',Tom Petty,0.298,0.055,0.647,0.9972,0.5,100.24,4.0,297.9,28,34,250,46,rock
1990,65,Giving You The Benefit,Pebbles,0.205,0.072,0.723,0.9972,0.9,104.64,5.6000000000000005,522.0,19,16,460,47,hip-hop/rnb
1990,66,Enjoy The Silence,Depeche Mode,0.054,0.191,0.755,-0.9776,2.9,83.32,4.0,231.3,18,22,163,29,electronic/dance
1990,67,Love Song,Tesla,0.376,0.013,0.612,0.9982,1.3,98.21,4.800000000000001,230.4,15,14,194,26,
1990,68,Price Of Love,Bad English,0.204,0.079,0.718,0.991,0.9,99.23,4.4,330.3,16,21,277,45,
1990,70,King Of Wishful Thinking,Go West,0.013,0.108,0.879,-0.9705,-0.3,107.69,4.4,371.7,11,23,332,52,pop
1990,71,What Kind Of Man Would I Be?,Chicago,0.083,0.025,0.892,0.9411,0.1,106.67,4.800000000000001,364.5,17,18,319,41,"jazz, pop, rock"
1990,72,I Remember You,Skid Row,0.244,0.027,0.729,0.9976,2.5,89.75,4.800000000000001,404.1,20,15,319,40,
1990,74,Here We Are,Gloria Estefan,0.183,0.171,0.646,0.8847,0.9,99.23,4.4,296.1,25,4,239,39,"electronic/dance, pop, rock"
1990,75,Epic,Faith No More,0.137,0.08,0.783,0.9375,-1.1,115.13,4.800000000000001,344.7,14,54,340,47,rock
1990,76,Love Takes Time,Mariah Carey,0.181,0.182,0.637,0.8368,0.9,99.23,4.4,281.7,18,17,231,37,"pop, hip-hop/rnb"
1990,77,Just Like Jesse James,Cher,0.12,0.128,0.752,-0.1038,1.3,98.21,4.800000000000001,549.9,28,30,456,64,"electronic/dance, disco, folk, pop, hip-hop/rnb, rock"
1990,78,Love Shack,B-52s,0.294,0.007,0.7,0.9996,2.1,90.77,4.4,648.0,48,29,495,71,pop
1990,79,All Or Nothing,Milli Vanilli,0.114,0.0,0.886,0.9883,0.1,106.67,4.800000000000001,390.6,17,13,342,44,
1990,82,I Go To Extremes,Billy Joel,0.182,0.099,0.719,0.9816,1.3,98.21,4.800000000000001,390.6,21,21,327,43,"classical/soundtrack, pop, rock"
1990,83,Whip Appeal,Babyface,0.158,0.122,0.72,0.9423,-0.7,108.7,4.0,339.3,20,30,301,54,
1990,84,Oh Girl,Paul Young,0.136,0.09,0.774,0.9089,0.5,105.66,5.2,208.8,7,9,191,23,"pop, rock"
1990,86,(It's Just) The Way That You Love Me,Paula Abdul,0.241,0.031,0.728,0.9988,-0.3,107.69,4.4,448.2,23,33,401,62,pop
1990,88,When I'm Back On My Feet Again,Michael Bolton,0.156,0.036,0.807,0.9902,-0.3,107.69,4.4,255.6,8,16,238,35,"pop, rock"
1990,89,Make You Sweat,Keith Sweat,0.24,0.052,0.709,0.9955,0.1,106.67,4.800000000000001,332.1,9,23,309,42,hip-hop/rnb
1990,90,This One's For The Children,New Kids On The Block,0.092,0.025,0.884,0.946,0.5,100.24,4.0,285.3,20,19,229,39,pop
1990,91,What It Takes,Aerosmith,0.109,0.072,0.819,0.9688,0.5,105.66,5.2,591.3,20,37,558,64,rock
1990,92,Forever,Kiss,0.195,0.138,0.667,0.9768,2.9,88.74,5.2,315.0,20,23,250,31,pop
1990,94,Just A Friend,Biz Markie,0.162,0.016,0.822,0.9987,0.9,104.64,5.6000000000000005,758.7,68,11,669,73,hip-hop/rnb
1990,96,Without You,Motley Crue,0.096,0.093,0.811,-0.4941,0.5,100.24,4.0,320.4,18,27,265,49,
1990,97,Swing The Mood,Jive Bunny,0.091,0.084,0.825,0.689,2.9,83.32,4.0,441.9,31,21,321,54,
1990,99,Mentirosa,Mellow Man Ace,0.071,0.044,0.885,0.8629,2.5,89.75,4.800000000000001,726.3,106,6,559,75,
1991,1,(Everything I Do) I Do It For You,Bryan Adams,0.151,0.141,0.708,0.8643,-0.3,107.69,4.4,258.3,6,12,233,36,rock
1991,3,Gonna Make You Sweat,C+C Music Factory,0.085,0.005,0.91,0.9761,2.1,90.77,4.4,465.3,22,47,345,57,
1991,4,Rush Rush,Paula Abdul,0.198,0.004,0.798,0.9984,0.1,106.67,4.800000000000001,504.0,14,42,462,61,pop
1991,6,Unbelievable,EMF,0.067,0.151,0.782,-0.9867,0.9,99.23,4.4,434.7,27,58,353,52,
1991,7,More Than Words,Extreme,0.155,0.026,0.82,0.9924,0.9,99.23,4.4,306.9,7,23,249,37,rock
1991,9,The First Time,Surface,0.168,0.075,0.758,0.9792,2.5,89.75,4.800000000000001,274.5,17,15,217,29,
1991,11,Motownphilly,Boyz II Men,0.07,0.102,0.828,-0.9311,0.1,106.67,4.800000000000001,478.8,27,31,438,56,"pop, soul"
1991,12,Because I Love You,Stevie B,0.133,0.066,0.801,0.9583,1.7,97.2,5.2,242.1,9,12,207,24,"electronic/dance, pop"
1991,13,Someday,Mariah Carey,0.063,0.08,0.857,-0.6633,3.7,81.29,4.800000000000001,498.6,31,28,363,50,"pop, hip-hop/rnb"
1991,16,All The Man That I Need,Whitney Houston,0.157,0.025,0.818,0.9892,-1.4,116.15,4.4,252.9,2,20,241,37,pop
1991,17,"Right Here, Right Now",Jesus Jones,0.13,0.044,0.826,0.926,0.9,99.23,4.4,251.1,15,22,201,31,
1991,19,Love Will Never Do,Janet Jackson,0.145,0.055,0.8,0.9948,0.9,99.23,4.4,536.4,22,28,436,68,"electronic/dance, pop"
1991,20,Good Vibrations,Marky Mark and The Funky Bunch,0.217,0.033,0.75,0.9978,0.5,100.24,4.0,558.9,35,53,459,79,
1991,21,Justify My Love,Madonna,0.336,0.021,0.643,0.998,1.7,91.78,4.0,279.0,27,19,218,43,"electronic/dance, electronic/dance, pop"
1991,22,Emotions,Mariah Carey,0.234,0.01,0.756,0.9942,2.9,83.32,4.0,332.1,23,23,240,42,"pop, hip-hop/rnb"
1991,23,Joyride,Roxette,0.338,0.076,0.586,0.9979,0.5,100.24,4.0,353.7,33,22,287,49,"pop, rock"
1991,26,I Don't Wanna Cry,Mariah Carey,0.129,0.046,0.824,0.9661,0.9,99.23,4.4,375.3,27,25,305,50,"pop, hip-hop/rnb"
1991,27,You're In Love,Wilson Phillips,0.246,0.073,0.682,0.995,-0.3,107.69,4.4,341.1,13,29,298,47,pop
1991,28,Every Heartbeat,Amy Grant,0.226,0.04,0.734,0.9958,1.7,91.78,4.0,320.4,21,27,252,44,
1991,34,Coming Out Of The Dark,Gloria Estefan,0.206,0.023,0.771,0.9947,1.7,97.2,5.2,314.1,20,16,272,34,"electronic/dance, pop, rock"
1991,35,It Ain't Over 'Til It's Over,Lenny Kravitz,0.149,0.19,0.66,-0.8226,1.7,91.78,4.0,314.1,14,30,240,42,"rock, soul"
1991,36,Here We Go,C+C Music Factory,0.114,0.032,0.854,0.994,0.5,100.24,4.0,820.8,54,44,687,121,
1991,37,Where Does My Heart Beat Now,Celine Dion,0.101,0.09,0.809,0.7829,2.1,90.77,4.4,324.9,28,28,257,41,pop
1991,41,The Promise Of A New Day,Paula Abdul,0.286,0.021,0.693,0.999,2.5,89.75,4.800000000000001,644.4,17,86,490,69,pop
1991,42,I'm Your Baby Tonight,Whitney Houston,0.175,0.028,0.796,0.9966,1.7,91.78,4.0,651.6,35,50,495,94,pop
1991,43,Love Of A Lifetime,Firehouse,0.337,0.0,0.663,0.9988,2.9,88.74,5.2,361.8,10,13,273,31,
1991,44,Fading Like A Flower,Roxette,0.081,0.097,0.822,0.4404,1.7,97.2,5.2,405.9,16,21,335,39,"pop, rock"
1991,46,Hole Hearted,Extreme,0.128,0.051,0.82,0.9382,1.3,98.21,4.800000000000001,262.8,16,23,218,31,rock
1991,48,Impulsive,Wilson Phillips,0.109,0.17,0.721,-0.9307,3.3,82.31,4.4,316.8,25,20,229,34,pop
1991,49,Love Is A Wonderful Thing,Michael Bolton,0.404,0.006,0.59,0.9993,2.1,90.77,4.4,350.1,17,23,276,46,"pop, rock"
1991,50,Rhythm Of My Heart,Rod Stewart,0.133,0.081,0.786,0.9738,0.5,100.24,4.0,417.6,32,38,340,65,"pop, rock"
1991,52,I Touch Myself,Divinyls,0.17,0.11,0.72,0.8481,0.9,99.23,4.4,380.7,9,40,315,52,
1991,55,Something To Talk About,Bonnie Raitt,0.166,0.076,0.758,0.9812,2.1,90.77,4.4,289.8,24,13,216,33,"folk, rock"
1991,56,After The Rain,Nelson,0.115,0.118,0.768,0.2202,0.1,101.26,3.6,339.3,16,43,286,65,
1991,57,Play That Funky Music,Vanilla Ice,0.177,0.11,0.713,0.9964,1.3,98.21,4.800000000000001,841.5,79,20,678,88,
1991,59,Can't Stop This Thing We Started,Bryan Adams,0.118,0.173,0.709,-0.8555,-0.3,107.69,4.4,325.8,18,20,287,47,rock
1991,61,3 A.M. Eternal,KLF,0.044,0.009,0.948,0.7936,0.5,100.24,4.0,208.8,25,9,172,32,"electronic/dance, pop"
1991,62,"Time, Love And Tenderness",Michael Bolton,0.37,0.11,0.52,0.9996,1.7,91.78,4.0,681.3,18,78,519,92,"pop, rock"
1991,64,Around The Way Girl,LL Cool J,0.131,0.059,0.809,0.9945,1.3,98.21,4.800000000000001,704.7,63,15,573,72,
1991,68,Show Me The Way,Styx,0.154,0.064,0.782,0.9705,2.1,96.18,5.6000000000000005,276.3,22,12,236,26,rock
1991,69,Love Takes Time,Mariah Carey,0.181,0.182,0.637,0.8368,0.9,99.23,4.4,281.7,18,17,231,37,"pop, hip-hop/rnb"
1991,70,Cry For Help,Rick Astley,0.289,0.139,0.572,0.9948,-2.2,118.18,3.6,334.8,11,40,324,71,pop
1991,71,The Way You Do The Things You Do,UB40,0.176,0.0,0.824,0.997,0.1,106.67,4.800000000000001,441.0,12,42,409,52,"pop, reggae"
1991,72,Here I Am,UB40,0.157,0.024,0.819,0.9871,1.3,98.21,4.800000000000001,285.3,8,15,241,34,"pop, reggae"
1991,73,Signs,Tesla,0.072,0.013,0.916,0.9461,1.7,97.2,5.2,369.9,25,25,314,38,
1991,76,I'll Give All My Love To You,Keith Sweat,0.174,0.057,0.769,0.9967,2.5,95.17,6.0,622.8,22,10,512,49,hip-hop/rnb
1991,77,Place In This World,Michael W. Smith,0.086,0.0,0.914,0.9514,-1.0,109.72,3.6,246.6,18,28,226,46,"pop, rock"
1991,78,Something To Believe In,Poison,0.095,0.118,0.787,-0.8547,2.1,90.77,4.4,546.3,38,20,431,65,rock
1991,79,Wicked Game,Chris Issak,0.224,0.166,0.61,0.9829,2.1,96.18,5.6000000000000005,322.2,5,26,268,28,"pop, rock"
1991,80,Get Here,Oleta Adams,0.098,0.074,0.828,-0.3391,2.9,94.15,6.4,270.9,16,10,230,20,
1991,81,Round And Round,Tevin Campbell,0.165,0.018,0.817,0.982,0.9,104.64,5.6000000000000005,216.0,16,6,196,21,"pop, hip-hop/rnb"
1991,82,Silent Lucidity,Queensryche,0.139,0.055,0.806,0.9622,0.9,99.23,4.4,359.1,36,10,296,46,
1991,85,Real Real Real,Jesus Jones,0.17,0.013,0.817,0.9913,-0.7,108.7,4.0,267.3,8,33,253,47,
1991,87,Everybody Plays The Fool,Aaron Neville,0.167,0.207,0.626,-0.967,4.1,80.28,5.2,364.5,22,16,268,32,"country, jazz, pop, soul"
1991,90,Disappear,INXS,0.078,0.3,0.623,-0.9969,0.1,101.26,3.6,375.3,24,51,301,67,"pop, rock"
1991,91,Groove Is In The Heart,Deee-Lite,0.099,0.033,0.867,0.9753,0.5,100.24,4.0,452.7,44,21,364,64,
1991,93,The One And Only,Chesney Hawkes,0.092,0.006,0.903,0.9694,0.9,99.23,4.4,303.3,19,22,248,40,
1991,94,O.P.P.,Naughty By Nature,0.084,0.055,0.861,0.9541,0.9,104.64,5.6000000000000005,894.6,84,14,795,81,
1991,95,Freedom 90,George Michael,0.187,0.039,0.774,0.9978,0.9,99.23,4.4,637.2,27,20,523,78,"pop, rock"
1991,98,Do You Want Me,Salt-N-Pepa,0.163,0.079,0.758,0.973,0.1,106.67,4.800000000000001,408.6,23,12,356,50,
1991,99,The Motown Song,Rod Stewart,0.131,0.042,0.827,0.974,1.7,97.2,5.2,375.3,30,24,308,38,"pop, rock"
1992,1,End Of The Road,Boyz II Men,0.137,0.048,0.814,0.9938,2.5,95.17,6.0,729.9,33,22,634,63,"pop, soul"
1992,2,Baby Got Back,Sir Mix-a-Lot,0.081,0.037,0.882,0.9661,0.9,99.23,4.4,838.8,91,28,709,111,hip-hop/rnb
1992,3,Jump,Kris Kross,0.048,0.013,0.939,0.9533,1.3,98.21,4.800000000000001,700.2,48,48,588,74,
1992,6,Tears In Heaven,Eric Clapton,0.223,0.026,0.751,0.9857,0.9,104.64,5.6000000000000005,171.9,5,7,154,16,"blues, pop, reggae, rock"
1992,7,My Lovin',En Vogue,0.102,0.093,0.805,0.9292,2.1,90.77,4.4,825.3,18,97,644,96,
1992,8,Under The Bridge,Red Hot Chili Peppers,0.246,0.122,0.632,0.9927,1.7,97.2,5.2,341.1,21,17,274,34,"alternative/indie, rock"
1992,10,Just Another Day,Jon Secada,0.019,0.104,0.877,-0.9146,1.3,98.21,4.800000000000001,382.5,18,21,324,46,
1992,11,I Love Your Smile,Shanice,0.316,0.045,0.638,0.9982,0.9,99.23,4.4,327.6,27,14,279,44,"pop, hip-hop/rnb"
1992,12,To Be With You,Mr. Big,0.117,0.014,0.869,0.9867,0.5,105.66,5.2,370.8,15,17,332,41,
1992,13,I'm Too Sexy,Right Said Fred,0.349,0.055,0.596,0.9984,-0.3,107.69,4.4,279.9,11,20,247,40,pop
1992,14,Black Or White,Michael Jackson,0.148,0.114,0.738,0.9343,0.9,99.23,4.4,502.2,36,28,428,66,"disco, pop, hip-hop/rnb, rock, soul"
1992,15,Achy Breaky Heart,Billy Ray Cyrus,0.037,0.098,0.865,-0.9628,0.5,105.66,5.2,305.1,14,21,283,32,
1992,16,I'll Be There,Mariah Carey,0.282,0.0,0.718,0.9977,-0.7,108.7,4.0,283.5,10,21,253,44,"pop, hip-hop/rnb"
1992,17,November Rain,Guns N' Roses,0.105,0.072,0.823,0.9446,2.1,90.77,4.4,478.8,26,29,368,56,rock
1992,18,Life Is A Highway,Tom Cochrane,0.084,0.02,0.896,0.9721,2.1,90.77,4.4,458.1,25,25,366,54,"country, rock"
1992,19,Remember The Time,Michael Jackson,0.144,0.005,0.851,0.9961,1.3,98.21,4.800000000000001,496.8,17,32,399,56,"disco, pop, hip-hop/rnb, rock, soul"
1992,20,Finally,CeCe Peniston,0.133,0.025,0.842,0.9855,0.9,99.23,4.4,421.2,18,46,337,51,"electronic/dance, pop"
1992,21,This Used To Be My Playground,Madonna,0.079,0.07,0.85,0.0772,6.0,69.79,6.0,46.8,9,0,32,3,"electronic/dance, electronic/dance, pop"
1992,23,Can't Let Go,Mariah Carey,0.065,0.074,0.862,0.5943,0.1,106.67,4.800000000000001,272.7,10,19,238,31,"pop, hip-hop/rnb"
1992,24,Jump Around,House Of Pain,0.055,0.09,0.855,-0.9754,-0.3,107.69,4.4,576.0,35,38,506,77,
1992,26,Don't Let The Sun Go Down On Me,George Michael,0.168,0.083,0.749,0.9641,2.5,95.17,6.0,293.4,17,11,246,24,"pop, rock"
1992,27,Masterpiece,Atlantic Starr,0.342,0.02,0.638,0.9989,0.5,100.24,4.0,378.0,17,28,310,53,"disco, pop"
1992,28,If You Asked Me To,Celine Dion,0.061,0.008,0.931,0.9436,0.9,99.23,4.4,365.4,22,28,304,44,pop
1992,29,Giving Him Something He Can Feel,En Vogue,0.205,0.037,0.758,0.9828,-0.3,107.69,4.4,174.6,15,4,156,23,
1992,32,Smells Like Teen Spirit,Nirvana,0.157,0.178,0.664,0.5076,3.3,82.31,4.4,344.7,20,37,253,42,"pop, rock"
1992,33,Humpin' Around,Bobby Brown,0.157,0.109,0.735,0.9757,0.5,100.24,4.0,592.2,34,50,490,83,"pop, hip-hop/rnb"
1992,34,Damn I Wish I Was Your Lover,Sophie B. Hawkins,0.264,0.105,0.631,0.9984,1.3,98.21,4.800000000000001,622.8,44,37,519,65,"pop, rock"
1992,37,It's So Hard To Say Goodbye To Yesterday,Boyz II Men,0.129,0.08,0.792,0.8287,0.9,99.23,4.4,150.3,8,10,125,20,"pop, soul"
1992,38,Move This,Technotronic,0.041,0.087,0.872,-0.9118,1.7,91.78,4.0,732.6,23,81,585,114,
1992,40,Tennessee,Arrested Development,0.076,0.108,0.816,-0.9471,2.1,90.77,4.4,786.6,63,43,607,90,
1992,41,The Best Things In Life Are Free,Luther Vandross,0.298,0.02,0.682,0.9998,1.3,98.21,4.800000000000001,822.6,47,29,708,92,"pop, soul"
1992,42,Make It Happen,Mariah Carey,0.086,0.051,0.864,0.8454,0.5,100.24,4.0,433.8,19,47,369,71,"pop, hip-hop/rnb"
1992,43,The One,Elton John,0.18,0.112,0.708,0.9744,2.1,90.77,4.4,322.2,22,23,246,40,"pop, rock"
1992,44,Set Adrift On Memory Bliss,P.M. Dawn,0.136,0.058,0.806,0.991,0.9,99.23,4.4,581.4,49,41,482,72,
1992,45,Stay,Shakespear's Sister,0.194,0.042,0.764,0.9822,-0.3,107.69,4.4,170.1,8,8,156,26,pop
1992,48,Breakin' My Heart,Mint Condition,0.128,0.014,0.858,0.9944,2.1,90.77,4.4,535.5,43,22,426,69,"jazz, rock, soul"
1992,51,I'd Die Without You,P.M. Dawn,0.034,0.253,0.713,-0.9984,3.3,87.72,5.6000000000000005,463.5,22,12,352,36,
1992,52,Good For Me,Amy Grant,0.32,0.033,0.647,0.9982,-0.3,107.69,4.4,295.2,10,18,269,41,
1992,54,When A Man Loves A Woman,Michael Bolton,0.275,0.096,0.629,0.9925,-0.3,107.69,4.4,223.2,13,7,202,29,"pop, rock"
1992,56,Hazard,Richard Marx,0.086,0.114,0.8,-0.0258,1.3,98.21,4.800000000000001,256.5,23,10,209,28,pop
1992,57,Mysterious Ways,U2,0.224,0.032,0.744,0.9918,1.3,98.21,4.800000000000001,336.6,17,14,272,38,
1992,58,Too Funky,George Michael,0.228,0.026,0.746,0.9976,2.1,90.77,4.4,468.0,25,26,364,53,"pop, rock"
1992,59,How Do You Talk To An Angel,Heights,0.12,0.03,0.85,0.9583,0.1,106.67,4.800000000000001,226.8,4,22,205,26,
1992,60,One,U2,0.156,0.073,0.77,0.985,1.3,98.21,4.800000000000001,328.5,24,12,265,36,
1992,61,Keep On Walkin',CeCe Peniston,0.029,0.055,0.916,-0.6421,-0.7,108.7,4.0,309.6,23,24,276,54,"electronic/dance, pop"
1992,65,Warm It Up,Kris Kross,0.111,0.089,0.801,0.444,0.5,105.66,5.2,694.8,38,32,616,72,
1992,66,In The Closet,Michael Jackson,0.093,0.026,0.881,0.9872,1.3,98.21,4.800000000000001,801.0,25,58,678,85,"disco, pop, hip-hop/rnb, rock, soul"
1992,67,People Everyday,Arrested Development,0.107,0.108,0.785,-0.372,1.3,98.21,4.800000000000001,443.7,48,16,368,47,
1992,69,Wildside,Marky Mark And The Funky Bunch,0.141,0.117,0.742,0.8477,3.7,81.29,4.800000000000001,777.6,100,11,575,79,
1992,70,Do I Have To Say The Words?,Bryan Adams,0.34,0.044,0.615,0.9948,0.9,99.23,4.4,175.5,14,3,145,24,rock
1992,73,Blowing Kisses In The Wind,Paula Abdul,0.229,0.112,0.66,0.988,0.5,100.24,4.0,274.5,18,27,225,41,pop
1992,74,Thought I'd Died And Gone To Heaven,Bryan Adams,0.111,0.169,0.72,-0.9672,0.9,99.23,4.4,416.7,27,33,339,49,rock
1992,77,Missing You Now,Michael Bolton,0.063,0.201,0.736,-0.9911,1.3,98.21,4.800000000000001,356.4,22,16,305,42,"pop, rock"
1992,78,Back To The Hotel,N2Deep,0.086,0.071,0.842,0.7623,0.5,105.66,5.2,545.4,66,2,481,55,
1992,81,Take This Heart,Richard Marx,0.069,0.08,0.851,0.0963,2.1,90.77,4.4,280.8,12,16,212,34,pop
1992,82,When I Look Into Your Eyes,Firehouse,0.195,0.0,0.805,0.9773,0.9,99.23,4.4,183.6,11,4,154,25,
1992,83,I Wanna Love You,Jade,0.456,0.01,0.534,0.9994,1.7,91.78,4.0,345.6,17,32,262,44,
1992,84,Uhh Ahh,Boyz II Men,0.149,0.027,0.823,0.9926,2.5,89.75,4.800000000000001,449.1,39,21,342,48,"pop, soul"
1992,85,Real Love,Mary J. Blige,0.392,0.01,0.598,0.9996,1.3,98.21,4.800000000000001,461.7,17,24,399,57,
1992,86,Justified And Ancient,KLF,0.245,0.065,0.69,0.9944,1.3,98.21,4.800000000000001,313.2,10,34,258,36,"electronic/dance, pop"
1992,91,That's What Love Is For,Amy Grant,0.272,0.021,0.708,0.9976,0.5,100.24,4.0,300.6,24,20,250,44,
1992,92,Keep Coming Back,Richard Marx,0.09,0.115,0.795,-0.6896,0.5,105.66,5.2,237.6,16,10,210,25,pop
1992,93,Free Your Mind,En Vogue,0.141,0.076,0.783,0.9763,0.1,106.67,4.800000000000001,386.1,21,34,337,44,
1992,94,Keep It Comin',Keith Sweat,0.195,0.021,0.784,0.9896,0.9,99.23,4.4,230.4,22,10,192,30,hip-hop/rnb
1992,95,Just Take My Heart,Mr. Big,0.093,0.052,0.856,0.9128,1.7,97.2,5.2,220.5,16,10,177,22,
1992,96,I Will Remember You,Amy Grant,0.183,0.029,0.788,0.9843,0.5,100.24,4.0,213.3,17,10,172,29,
1992,97,We Got A Love Thang,CeCe Peniston,0.352,0.071,0.577,0.9992,0.5,105.66,5.2,381.6,12,33,347,41,"electronic/dance, pop"
1992,98,Let's Get Rocked,Def Leppard,0.062,0.045,0.893,0.8991,-0.3,107.69,4.4,581.4,41,36,510,73,rock
1992,99,They Want EFX,Das EFX,0.085,0.058,0.857,0.5087,2.9,88.74,5.2,814.5,107,15,610,72,
1992,100,I Can't Make You Love Me,Bonnie Raitt,0.0,0.165,0.835,-0.9838,0.5,105.66,5.2,205.2,7,9,182,22,"folk, rock"
1993,1,I Will Always Love You,Whitney Houston,0.545,0.006,0.449,0.9993,0.9,99.23,4.4,176.4,6,10,150,24,pop
1993,3,Can't Help Falling In Love,UB40,0.369,0.145,0.486,0.9919,-1.0,109.72,3.6,161.1,4,23,141,34,"pop, reggae"
1993,4,That's The Way Love Goes,Janet Jackson,0.309,0.082,0.61,0.9987,0.5,100.24,4.0,397.8,16,47,337,61,"electronic/dance, pop"
1993,6,Weak,SWV,0.175,0.154,0.672,0.972,0.5,105.66,5.2,547.2,21,42,485,60,
1993,7,If I Ever Fall In Love,Shai,0.318,0.012,0.671,0.9979,1.3,98.21,4.800000000000001,314.1,24,14,255,32,
1993,8,Dreamlover,Mariah Carey,0.157,0.091,0.752,0.9626,2.1,90.77,4.4,432.0,24,32,322,50,"pop, hip-hop/rnb"
1993,9,Rump Shaker,Wreckx-N-Effect,0.056,0.126,0.818,-0.9887,1.3,98.21,4.800000000000001,1048.5,60,90,849,119,
1993,10,Informer,Snow,0.061,0.125,0.814,-0.9956,2.1,96.18,5.6000000000000005,1033.2,62,80,869,96,reggae
1993,11,"Nuthin' But A ""G"" Thang",Dr. Dre,0.197,0.123,0.68,0.9963,2.1,96.18,5.6000000000000005,854.1,86,15,729,81,
1993,12,In The Still Of The Nite,Boyz II Men,0.209,0.0,0.791,0.9884,0.9,99.23,4.4,185.4,9,20,158,26,"pop, soul"
1993,13,Don't Walk Away,Jade,0.231,0.01,0.76,0.9957,1.3,98.21,4.800000000000001,262.8,14,18,222,31,
1993,15,Lately,Jodeci,0.197,0.077,0.726,0.9815,0.9,99.23,4.4,342.0,35,33,277,41,
1993,17,Show Me Love,Robin S.,0.297,0.037,0.666,0.999,0.5,100.24,4.0,502.2,24,44,403,69,
1993,18,A Whole New World,Peabo Bryson,0.114,0.033,0.854,0.9638,1.7,91.78,4.0,345.6,30,22,268,51,soul
1993,19,If,Janet Jackson,0.083,0.011,0.906,0.9864,-0.3,107.69,4.4,588.6,24,53,549,84,"electronic/dance, pop"
1993,20,I'm So Into You,SWV,0.105,0.042,0.853,0.9417,-0.3,107.69,4.4,300.6,9,29,270,43,
1993,22,Runaway Train,Soul Asylum,0.111,0.063,0.826,0.8508,2.1,90.77,4.4,370.8,27,17,283,43,
1993,26,The River Of Dreams,Billy Joel,0.059,0.069,0.872,-0.1904,0.9,99.23,4.4,359.1,22,20,299,47,"classical/soundtrack, pop, rock"
1993,28,Two Princes,Spin Doctors,0.144,0.003,0.853,0.9965,-0.3,107.69,4.4,588.6,20,51,522,85,
1993,30,I Have Nothing,Whitney Houston,0.121,0.018,0.861,0.9832,1.7,91.78,4.0,375.3,19,25,294,56,pop
1993,31,Mr. Wendal,Arrested Development,0.114,0.137,0.749,-0.8743,1.3,98.21,4.800000000000001,376.2,37,13,312,40,
1993,32,Have I Told You Lately,Rod Stewart,0.245,0.127,0.628,0.9883,0.9,99.23,4.4,300.6,13,26,243,36,"pop, rock"
1993,33,Saving Forever For You,Shanice,0.179,0.012,0.809,0.9917,4.1,74.86,4.0,315.0,30,23,217,43,"pop, hip-hop/rnb"
1993,36,I'd Do Anything For Love,Meat Loaf,0.233,0.046,0.721,0.9997,0.9,99.23,4.4,1100.7,42,98,923,143,rock
1993,37,Slam,Onyx,0.022,0.157,0.821,-0.9981,1.7,97.2,5.2,761.4,88,22,631,76,
1993,38,Looking Through Patient Eyes,P.M. Dawn,0.181,0.129,0.689,0.9844,1.7,97.2,5.2,620.1,50,21,500,61,
1993,39,I'm Every Woman,Whitney Houston,0.107,0.039,0.855,0.9276,1.3,92.8,3.6,366.3,21,36,278,58,pop
1993,40,Baby I'm Yours,Shai,0.186,0.027,0.786,0.9905,0.9,99.23,4.4,338.4,23,12,284,45,
1993,42,I Don't Wanna Fight,Tina Turner,0.152,0.178,0.67,-0.8639,0.5,100.24,4.0,423.0,24,34,355,63,"pop, hip-hop/rnb, rock, soul"
1993,43,I'd Die Without You,P.M. Dawn,0.034,0.253,0.713,-0.9984,3.3,87.72,5.6000000000000005,463.5,22,12,352,36,
1993,45,Hip Hop Hooray,Naughty By Nature,0.141,0.085,0.774,0.9892,0.9,99.23,4.4,724.5,75,20,584,90,
1993,46,Another Sad Love Song,Toni Braxton,0.138,0.235,0.627,-0.9874,0.5,100.24,4.0,459.9,29,37,392,73,pop
1993,47,Will You Be There,Michael Jackson,0.185,0.127,0.689,0.9663,0.9,99.23,4.4,415.8,36,20,354,52,"disco, pop, hip-hop/rnb, rock, soul"
1993,49,Good Enough,Bobby Brown,0.067,0.092,0.841,-0.8936,1.3,98.21,4.800000000000001,584.1,29,32,497,69,"pop, hip-hop/rnb"
1993,50,What's Up,4 Non Blondes,0.124,0.06,0.816,0.9286,-0.3,107.69,4.4,376.2,13,42,346,52,
