"","year","position","title","artist","pos_sentiment","neg_sentiment","neut_sentiment","compound_sentiment","f_k_grade","flesch_index","fog_index","num_syllables","difficult_words","num_dupes","num_words","num_lines","genre_tags","id","duration_ms","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","hit"
"97",1964,35,"Wishin' And Hopin'","Dusty Springfield",0.26,0,0.74,0.9974,0.1,106.67,4.8,269.1,13,20,245,34,"pop","1UBcwKIAUHo7BYAvae6yeA",176400,0.683,0.374,11,-10.084,1,0.0381,0.232,0,0.146,0.707,108.125,4,1
"98",1964,36,"You Don't Own Me","Lesley Gore",0.178,0,0.822,0.9895,-1.1,115.13,4.8,212.4,4,6,211,27,"pop","608bylbJXF0rI3pPeypyB7",148173,0.449,0.469,6,-9.631,1,0.0409,0.788,0,0.554,0.625,100.644,3,1
"99",1964,37,"Walk On By","Dionne Warwick",0.074,0.136,0.791,-0.95,-1.4,116.15,4.4,223.2,8,17,218,33,"pop, hip-hop/rnb, rock, soul","4bYc0A3yv4gc0596xuCbPU",167360,0.717,0.282,8,-10.48,1,0.0275,0.696,0.00193,0.0838,0.572,97.874,4,1
"100",1964,41,"Memphis","Johnny Rivers",0.146,0.033,0.821,0.9628,3.7,86.71,6,213.3,14,2,165,16,"","3SvsBZBnW9lELnDzoGNRpz",156760,0.617,0.821,4,-10.024,1,0.0382,0.424,0.00209,0.0867,0.911,102.842,4,1
"101",1964,51,"The Girl From Ipanema","Stan Getz",0.149,0.021,0.829,0.9804,0.9,99.23,4.4,260.1,46,8,212,33,"jazz","6gfKHUGFBRiGe3bqmnOqFR",324600,0.661,0.123,5,-19.353,0,0.0451,0.893,0.000338,0.114,0.374,130.055,4,1
"102",1964,52,"Can't Buy Me Love","Beatles",0.108,0.274,0.618,-0.9918,-0.3,107.69,4.4,245.7,5,26,218,36,"pop, rock","5vYaPM8QBn0JIbIyharjHQ",157200,0.514,0.814,0,-6.124,1,0.0912,0.798,0,0.297,0.774,75.824,4,1
"103",1964,55,"Do You Want To Know A Secret","Beatles",0.229,0,0.771,0.9852,-0.3,107.69,4.4,144.9,4,18,130,19,"pop, rock","7lWMlQuUeTTj8AmBdKh6zx",162720,0.611,0.294,3,-17.887,1,0.0369,0.973,0.205,0.116,0.359,102.788,4,1
"104",1964,66,"Today","New Christy Minstrels",0.149,0.068,0.783,0.9557,1.7,97.2,5.2,218.7,14,8,177,20,"","51LazY4piOq7dw5AARunow",163800,0.415,0.242,0,-15.81,1,0.028,0.904,0,0.096,0.364,98.759,3,1
"105",1964,70,"The Way You Do The Things You Do","Temptations",0.127,0,0.873,0.991,0.1,106.67,4.8,340.2,14,21,320,42,"hip-hop/rnb, soul","3496rr5XSGD6n1Z1OKXovb",165744,0.618,0.704,4,-4.686,1,0.0321,0.159,0.000262,0.358,0.741,124.218,4,1
"106",1964,71,"Anyone Who Had A Heart","Dionne Warwick",0.277,0.076,0.647,0.9964,0.9,99.23,4.4,304.2,8,23,260,43,"pop, hip-hop/rnb, rock, soul","5JCC393sxo9xj7oQQY0Deo",177093,0.48,0.507,10,-6.667,0,0.0276,0.89,0.000169,0.508,0.411,80.106,3,1
"107",1964,91,"Do You Love Me","Dave Clark Five",0.312,0.012,0.675,0.9989,0.5,105.66,5.2,342,7,23,319,38,"","5iuy1Yn37uXKzPSkig5dps",133400,0.299,0.799,9,-10.708,0,0.0515,0.0407,7.59e-06,0.0632,0.895,173.462,4,1
"108",1964,98,"There! I've Said It Again","Bobby Vinton",0.324,0.035,0.641,0.9937,2.1,90.77,4.4,171.9,12,8,137,22,"","3mwiyHBHfAzOe89MwqJeEb",144947,0.26,0.355,2,-7.955,1,0.03,0.776,0,0.136,0.338,78.464,4,1
"109",1964,99,"Louie Louie","Kingsmen",0.205,0.078,0.716,0.9742,0.1,106.67,4.8,208.8,10,14,193,27,"","3vwqigHwHd0GMaAtUo7PNH",177480,0.574,0.659,9,-7.657,1,0.0512,0.0902,0,0.081,0.504,58.864,4,1
"110",1965,3,"(I Can't Get No) Satisfaction","Rolling Stones",0.208,0.126,0.667,0.8763,0.1,106.67,4.8,296.1,18,22,260,37,"blues, country, reggae, hip-hop/rnb, rock","4mgXXQe8XAHSChLOBoffWz",164653,0.772,0.729,4,-7.934,1,0.114,0.628,0.0169,0.0959,0.867,146.537,4,1
"111",1965,6,"Downtown","Petula Clark",0.186,0.107,0.707,0.9803,2.5,89.75,4.8,340.2,33,17,253,34,"","2Sd9Vtu81ZkahOIokkciib",169000,0.433,0.555,3,-8.897,1,0.0379,0.803,0,0.149,0.575,131.325,4,1
"112",1965,9,"Crying In The Chapel","Elvis Presley",0.274,0.058,0.668,0.9944,0.9,99.23,4.4,231.3,15,7,201,32,"blues, country, pop, rock","5VXpLSWsDVI0a0so4MU2O9",185627,0.273,0.31,10,-12.31,1,0.0318,0.618,0.227,0.238,0.382,67.633,4,1
"113",1965,10,"My Girl","Temptations",0.121,0.012,0.867,0.9547,-0.7,108.7,4,186.3,12,17,172,31,"hip-hop/rnb, soul","745H5CctFr12Mo7cqa1BMH",165000,0.572,0.418,0,-10.738,1,0.0349,0.635,0,0.0961,0.694,104.566,4,1
"114",1965,12,"King Of The Road","Roger Miller",0.007,0.194,0.799,-0.9885,2.1,96.18,5.6,238.5,14,11,205,22,"","3XG7bMVcMWLIn2k9jLAaAt",147307,0.67,0.272,11,-13.699,1,0.0704,0.717,0,0.178,0.613,117.996,4,1
"115",1965,15,"Shotgun","Jr. Walker and The All Stars",0.014,0.2,0.786,-0.9817,-0.7,108.7,4,179.1,7,20,158,29,"","6VzM9C7CXyn1BQdgTJVqDx",176627,0.751,0.683,1,-5.771,1,0.0338,0.155,7.85e-06,0.0611,0.631,120.983,4,1
"116",1965,16,"I Got You Babe","Sonny and Cher",0.133,0.038,0.828,0.9603,-0.3,107.69,4.4,243,9,21,230,35,"pop","4SGBuq37Ol4HJr7pQqFMKa",190080,0.629,0.795,6,-6.02,1,0.0278,0.136,5.44e-06,0.132,0.6,110.583,3,1
"117",1965,17,"This Diamond Ring","Gary Lewis and The Playboys",0.34,0,0.66,0.9974,1.3,98.21,4.8,234,7,14,188,26,"pop, rock","44zDLad2CZrhWg2lg9nfuy",132400,0.645,0.649,10,-8.345,0,0.031,0.253,0,0.107,0.567,133.652,4,1
"118",1965,23,"I'll Never Find Another You","Seekers",0.088,0.06,0.853,0.6996,0.9,99.23,4.4,207,11,5,173,28,"folk","0jvXcu6I7sL5WxPLh2oF8n",190707,0.512,0.516,0,-10.339,1,0.0311,0.649,0,0.292,0.78,117.887,4,1
"119",1965,25,"Mr. Tambourine Man","Byrds",0.14,0.016,0.844,0.9357,1.7,97.2,5.2,171,12,6,141,17,"folk, rock","3RkQ3UwOyPqpIiIvGVewuU",330533,0.39,0.31,5,-14.545,1,0.0676,0.794,0,0.379,0.584,177.515,4,1
"120",1965,35,"The Name Game","Shirley Ellis",0.086,0.031,0.883,0.9308,1.7,97.2,5.2,339.3,40,5,281,35,"","1wQjtqCtUqvaV6CjPKIGdc",164867,0.753,0.822,5,-7.441,0,0.0805,0.229,5.26e-06,0.165,0.939,81.551,4,1
"121",1965,37,"Back In My Arms Again","Supremes",0.28,0.016,0.704,0.9973,1.3,98.21,4.8,297.9,19,24,242,34,"","2WjW8DjQru6Ic4KvYDqLys",174307,0.696,0.521,0,-11.168,1,0.0273,0.0182,1.47e-05,0.404,0.479,121.215,4,1
"122",1965,48,"For Your Love","Yardbirds",0.258,0,0.742,0.9937,0.5,100.24,4,195.3,5,24,165,33,"rock","4tTUOHoNICuo2JZOj2hQOj",167840,0.646,0.426,0,-8.861,1,0.0314,0.199,0,0.205,0.722,97.527,3,1
"123",1965,50,"Go Now","Moody Blues",0.225,0.064,0.711,0.9912,0.1,106.67,4.8,198.9,5,11,178,25,"","3zSEdDEEJqswcJWdn81odS",192507,0.346,0.608,5,-7.881,0,0.0375,0.465,0,0.0833,0.671,118.63,3,1
"124",1965,51,"Goldfinger","Shirley Bassey",0.176,0.151,0.673,0.6463,-0.3,107.69,4.4,156.6,13,14,137,21,"pop","6XtTb7HqUC70WDFxJukfyX",136333,0.711,0.672,5,-7.712,1,0.0353,0.369,0.454,0.113,0.838,128.152,4,1
"125",1965,59,"Save Your Heart For Me","Gary Lewis and The Playboys",0.232,0.012,0.756,0.9874,0.9,99.23,4.4,163.8,10,6,136,20,"pop, rock","06oBmaDk2mQDe6kIE4aXYX",119187,0.622,0.223,2,-12.4,1,0.0277,0.629,0,0.0718,0.617,106.873,4,1
"126",1965,61,"Count Me In","Gary Lewis and The Playboys",0.114,0.055,0.831,0.8689,-1.8,117.16,4,171,6,14,165,30,"pop, rock","6AxrqcdIE5lSjXxKUyBAU0",142067,0.562,0.525,5,-13.038,1,0.0338,0.298,0,0.0691,0.786,80.508,4,1
"127",1965,62,"All Day And All Of The Night","Kinks",0.087,0.013,0.9,0.8481,0.5,105.66,5.2,193.5,5,14,182,21,"pop, rock","5j6kCeJ9gIDDLB0lgDVoxI",114800,0.636,0.879,9,-6.782,0,0.0622,0.134,0.00309,0.0326,0.898,140.038,4,1
"128",1965,63,"What The World Needs Now Is Love","Jackie DeShannon",0.403,0.023,0.574,0.9991,2.1,96.18,5.6,255.6,14,14,209,23,"pop, soul","1fjOO2k5k2vjg6TrvPJ2NS",186400,0.445,0.407,1,-9.501,1,0.0302,0.814,0,0.0964,0.531,105.7,4,1
"129",1965,64,"It's Not Unusual","Tom Jones",0.119,0.153,0.729,-0.7744,4.1,80.28,5.2,193.5,15,3,143,16,"","3TlIt0ReIxPsVZcOEivT5U",119800,0.476,0.722,0,-10.017,1,0.0646,0.598,0,0.184,0.909,92.966,4,1
"130",1965,66,"Shake","Sam Cooke",0.104,0.155,0.741,-0.5312,0.9,99.23,4.4,325.8,22,32,268,41,"soul","13snzJGKyzUtWxyXsfhk5t",161667,0.576,0.555,0,-9.634,1,0.0774,0.323,0.000185,0.107,0.863,164.788,4,1
"131",1965,67,"Wonderful World","Herman's Hermits",0.227,0,0.773,0.994,-0.3,107.69,4.4,217.8,9,14,193,28,"","61xW0GqeX38uF0elO3jjql",210280,0.86,0.498,3,-9.026,1,0.0415,0.641,0.000964,0.31,0.963,105.693,4,1
"132",1965,68,"Nowhere To Run","Martha and The Vandellas",0.141,0.129,0.73,-0.3699,2.9,88.74,5.2,337.5,13,16,267,31,"","1WPqawIF9HCKfSOt7mN6X0",181640,0.606,0.815,2,-9.377,0,0.0485,0.104,0.00566,0.0515,0.877,129.34,4,1
"133",1965,79,"Too Many Rivers","Brenda Lee",0.142,0.091,0.767,0.7678,1.3,98.21,4.8,165.6,8,3,135,18,"country, pop, rock","0L80ND6Ujhj2J0ip34YHCF",155107,0.478,0.327,10,-12.471,1,0.0292,0.802,1.51e-06,0.156,0.388,117.024,3,1
"134",1965,83,"It's The Same Old Song","Four Tops",0.148,0.054,0.798,0.985,2.5,89.75,4.8,385.2,21,9,301,41,"soul","7d1ustAIlXG7ht5Q4IOv7s",166400,0.704,0.678,2,-9.121,0,0.0295,0.143,0,0.119,0.977,125.185,4,1
"135",1965,90,"All I Really Want To Do","Cher",0.197,0.066,0.737,0.978,0.9,99.23,4.4,245.7,24,20,210,35,"electronic/dance, disco, folk, pop, hip-hop/rnb, rock","7mkhdRep3PFme6KECigXsS",178147,0.549,0.256,3,-15.933,1,0.034,0.253,0,0.226,0.244,124.332,4,1
"136",1965,99,"Keep Searchin'","Del Shannon",0.017,0.096,0.887,-0.8653,2.9,88.74,5.2,208.8,12,10,167,20,"country, pop","2qNOZsUV66PV2TUIaRwSbI",118160,0.494,0.623,7,-7.496,1,0.0301,0.221,0.000529,0.283,0.844,156.038,4,1
"137",1966,2,"Cherish","Association",0.16,0.022,0.818,0.9895,0.9,99.23,4.4,373.5,20,18,317,49,"pop","7uGeDI6nJEdUYMsMd7mQyl",207133,0.51,0.544,5,-8.308,1,0.0282,0.776,0,0.144,0.598,110.197,4,1
"138",1966,8,"You Can't Hurry Love","Supremes",0.296,0.059,0.645,0.9983,0.5,100.24,4,403.2,14,31,330,61,"","1OppEieGNdItZbE14gLBEv",167933,0.63,0.711,10,-9.34,1,0.0472,0.299,0,0.0813,0.659,96.912,4,1
"139",1966,13,"These Boots Are Made For Walkin'","Nancy Sinatra",0.091,0,0.909,0.9574,1.7,97.2,5.2,225,18,11,185,22,"","2nwCO1PqpvyoFIvq3Vrj8N",166008,0.74,0.392,9,-11.996,1,0.0824,0.483,1.11e-06,0.0965,0.387,82.742,4,1
"140",1966,15,"Strangers In The Night","Frank Sinatra",0.239,0.013,0.747,0.9916,1.7,91.78,4,206.1,22,9,161,29,"jazz, pop, swing","74VR3AkGPhbYXnxcOYa16x",157867,0.259,0.473,5,-8.275,1,0.0295,0.592,0,0.201,0.539,90.348,4,1
"141",1966,17,"Good Lovin'","Young Rascals",0.397,0.025,0.578,0.9984,1.3,98.21,4.8,259.2,18,18,213,29,"","4kCskOtTBPbJS4ndXqsWBc",142338,0.485,0.643,2,-8.835,1,0.0298,0.282,2.81e-05,0.272,0.968,95.501,4,1
"142",1966,24,"Wild Thing","Troggs",0.128,0.034,0.838,0.891,0.9,99.23,4.4,116.1,2,15,97,16,"pop, rock","7jGzYUZ2Bgg8BDfYlQRfn8",155333,0.453,0.658,9,-13.472,1,0.0539,0.741,0.0288,0.135,0.761,203.871,4,1
"143",1966,27,"Sunny","Bobby Hebb",0.479,0.009,0.512,0.9986,1.7,97.2,5.2,199.8,13,4,164,20,"","5BaDwxvxYqV0lMDfkXFxhm",169000,0.595,0.853,5,-2.137,0,0.0479,0.513,0,0.313,0.691,129.294,4,1
"144",1966,35,"You Don't Have To Say You Love Me","Dusty Springfield",0.181,0.076,0.743,0.9778,1.7,91.78,4,208.8,10,14,167,29,"pop","3BJgIlFhG9c3DbtcYu62pg",164733,0.348,0.316,5,-12.316,0,0.0398,0.895,0.75,0.104,0.306,197.014,3,1
"145",1966,41,"Daydream","Lovin' Spoonful",0.101,0.057,0.842,0.8545,1.7,97.2,5.2,232.2,17,6,194,24,"folk","3c06k9x6MHHdPQi3ix68yF",139093,0.822,0.332,1,-11.369,1,0.0506,0.834,0,0.11,0.834,110.802,4,1
"146",1966,47,"I'm So Lonesome I Could Cry","B.J. Thomas",0.016,0.308,0.677,-0.9899,0.9,99.23,4.4,145.8,6,5,124,20,"country, pop, rock","4tj7IsJrn4MvesuhoY0JBy",169067,0.524,0.258,4,-14.827,1,0.0287,0.829,0.00164,0.328,0.349,111.937,3,1
"147",1966,48,"Ain't Too Proud To Beg","Temptations",0.162,0.125,0.714,0.9558,0.5,105.66,5.2,303.3,14,14,274,33,"hip-hop/rnb, soul","4CoGNqLap7UGU5Q3VdKug0",156173,0.763,0.656,0,-6.86,1,0.0417,0.549,0,0.125,0.926,118.394,4,1
"148",1966,49,"Dirty Water","Standells",0.283,0.18,0.537,0.9887,2.1,90.77,4.4,265.5,27,8,202,29,"","3NINDFPIYnyT26cWWRomOQ",167253,0.62,0.781,9,-5.938,1,0.0379,0.181,0,0.187,0.864,144.707,4,1
"149",1966,53,"Secret Agent Man","Johnny Rivers",0.109,0.078,0.813,0.25,3.3,82.31,4.4,207.9,18,12,151,24,"","1ktbWc33IVFlkwbNOv28Sv",125013,0.627,0.748,4,-8.342,0,0.0263,0.0153,0.516,0.296,0.964,88.486,4,1
"150",1966,56,"Homeward Bound","Simon and Garfunkel",0.17,0.076,0.754,0.969,4.1,80.28,5.2,265.5,28,14,193,22,"folk, rock","4Xl2PrS3DJqqSKXCo6Uhv9",149613,0.485,0.38,3,-11.773,1,0.034,0.829,0,0.103,0.531,92.933,4,1
"151",1966,60,"Bang Bang","Cher",0.068,0.102,0.829,-0.7243,-0.3,107.69,4.4,181.8,7,14,168,26,"electronic/dance, disco, folk, pop, hip-hop/rnb, rock","4BYi4l9ne8ieIYLis4kBOP",145707,0.475,0.608,8,-6.251,0,0.0317,0.239,0,0.0841,0.663,97.17,4,1
"152",1966,72,"Almost Persuaded","David Houston",0.121,0.04,0.839,0.9109,1.7,97.2,5.2,165.6,15,2,136,16,"","2Krnm3qWdy4VG5vTkT0cDn",176360,0.251,0.338,8,-11.897,1,0.0382,0.861,0,0.144,0.353,81.642,3,1
"153",1966,81,"My World Is Empty Without You","Supremes",0.111,0.16,0.729,-0.1553,1.3,92.8,3.6,225,15,15,178,36,"","1kFCFfR5q4VO02KtYguXgh",154427,0.466,0.676,6,-9.378,0,0.112,0.248,3.22e-06,0.103,0.845,88.688,4,1
"154",1966,94,"The More I See You","Chris Montez",0.11,0.097,0.793,0.1501,2.1,96.18,5.6,130.5,5,8,112,12,"","2FqVUZc8DSxibYFtTiOI26",163920,0.716,0.412,3,-12.064,1,0.0354,0.869,0,0.0624,0.51,124.251,4,1
"155",1966,100,"634-5789","Wilson Pickett",0.035,0.057,0.909,-0.7472,-0.3,107.69,4.4,216.9,16,22,194,32,"soul","5Ju2ZF0o78C89oFrAhvDIC",178586,0.647,0.388,2,-11.92,1,0.0407,0.31,0.000701,0.792,0.765,103.246,4,1
"156",1967,1,"To Sir With Love","Lulu",0.197,0.066,0.737,0.9789,-0.3,107.69,4.4,158.4,10,5,145,22,"","1C1dPegkqX6HMoWcAY5LWA",165800,0.549,0.335,4,-11.421,1,0.026,0.394,1.38e-05,0.182,0.33,97.171,4,1
"157",1967,2,"The Letter","Box Tops",0.045,0.074,0.882,-0.738,3.7,81.29,4.8,250.2,13,21,184,25,"","6RJK553YhstRzyKA4mug09",112800,0.638,0.428,9,-12.156,0,0.0687,0.252,0,0.132,0.901,139.434,4,1
"158",1967,3,"Ode To Billie Joe","Bobby Gentry",0.037,0.043,0.92,-0.2168,3.7,86.71,6,470.7,51,3,359,33,"country","4FdDorlbJTVHcH3djLbIfn",255002,0.637,0.189,7,-10.726,1,0.0471,0.721,0,0.0939,0.695,120.142,4,1
"159",1967,4,"Windy","Association",0.123,0.023,0.854,0.9646,3.3,82.31,4.4,319.5,17,34,230,38,"pop","2dUCI2pj2CmMem7v8Ul8BO",142867,0.772,0.4,10,-12.464,1,0.0348,0.671,0.0142,0.0821,0.673,134.239,4,1
"160",1967,5,"I'm A Believer","Monkees",0.237,0.153,0.61,0.9653,1.3,98.21,4.8,253.8,9,17,216,30,"pop, rock","0SGhH0wrVkmJ2k9ovGxMlm",170333,0.519,0.802,0,-6.376,1,0.0342,0.686,9.48e-06,0.265,0.941,79.982,4,1
"161",1967,6,"Light My Fire","Doors",0.052,0.252,0.696,-0.9904,0.9,99.23,4.4,243.9,5,26,207,31,"rock","5uvosCdMlFdTXhoazkTI5R",429760,0.413,0.725,3,-5.787,0,0.0324,0.369,2.16e-05,0.0905,0.44,124.618,4,1
"162",1967,7,"Somethin' Stupid","Nancy Sinatra",0.131,0.073,0.797,0.8934,1.7,97.2,5.2,209.7,11,3,173,20,"","4feXcsElKIVsGwkbnTHAfV",162493,0.257,0.338,4,-12.902,1,0.0357,0.736,0,0.252,0.544,207.356,4,1
"163",1967,9,"Groovin'","Young Rascals",0.104,0.147,0.749,-0.257,2.1,90.77,4.4,187.2,17,10,145,24,"","3c2kMiSB86tVq1J4oULmvL",151289,0.605,0.455,5,-8.903,0,0.0301,0.595,0,0.0816,0.678,106.825,4,1
"164",1967,10,"Can't Take My Eyes Off You","Frankie Valli",0.401,0.029,0.57,0.999,-0.3,107.69,4.4,303.3,11,28,266,42,"","1lLRi0LvCwKaKONxzoeJfj",193387,0.642,0.421,0,-10.137,1,0.0349,0.332,4.69e-06,0.631,0.556,124.447,4,1
"165",1967,13,"Respect","Aretha Franklin",0.095,0.034,0.871,0.9488,-0.3,107.69,4.4,391.5,21,16,358,58,"jazz, pop, hip-hop/rnb, rock, soul","7s25THrKz86DM225dOYwnr",147600,0.805,0.558,0,-5.226,1,0.041,0.164,2.2e-05,0.0546,0.965,114.95,4,1
"166",1967,14,"I Was Made To Love Her","Stevie Wonder",0.262,0,0.738,0.9979,0.5,100.24,4,331.2,27,19,278,47,"pop, soul","2aCKBrLn7rbhStk5k4FwnF",156440,0.371,0.613,7,-6.685,0,0.0452,0.0589,0,0.0479,0.873,203.732,4,1
"167",1967,19,"Soul Man","Sam and Dave",0.222,0.008,0.77,0.9884,-0.7,108.7,4,187.2,8,16,178,32,"","4eGHlplaq1ME8oetnTuFFf",159000,0.79,0.41,0,-13.241,1,0.0343,0.263,0.00314,0.174,0.815,112.345,4,1
"168",1967,20,"Never My Love","Association",0.316,0.062,0.622,0.9905,0.5,100.24,4,127.8,6,11,105,20,"pop","1JumslLgbnS9MXiv9jGvwa",199000,0.61,0.606,6,-6.66,1,0.0286,0.0718,0.0364,0.226,0.582,94.557,4,1
"169",1967,23,"Incense And Peppermints","Strawberry Alarm Clock",0.223,0.124,0.654,0.9594,4.8,72.83,4.8,245.7,27,23,165,22,"","16iApoNZYaN6gbMtRRVV6B",167453,0.484,0.655,4,-11.118,1,0.0316,0.033,0,0.0885,0.634,133.158,4,1
"170",1967,24,"Ruby Tuesday","Rolling Stones",0.074,0.129,0.797,-0.7425,0.5,100.24,4,224.1,13,17,187,34,"blues, country, reggae, hip-hop/rnb, rock","4hupcimlg3UBbW1kAQ6vrT",196493,0.524,0.553,0,-10.767,1,0.0292,0.831,0,0.174,0.517,104.578,4,1
"171",1967,25,"It Must Be Him","Vicki Carr",0.21,0.16,0.63,0.4671,-0.7,108.7,4,230.4,11,11,219,43,"pop","0TepCB1npldYLV9vWk8L2F",171760,0.499,0.472,4,-10.033,1,0.0527,0.802,4.97e-05,0.672,0.723,108.638,4,1
"172",1967,26,"Gimme Little Sign","Brenton Wood",0.132,0,0.868,0.979,0.1,106.67,4.8,252.9,7,31,230,32,"pop, soul","1h4XVjt26ZCDKmeEoHxT07",141329,0.742,0.663,10,-5.06,0,0.0321,0.154,0,0.197,0.913,113.005,4,1
"173",1967,27,"For What It's Worth","Buffalo Springfield",0.045,0.156,0.799,-0.952,1.7,91.78,4,239.4,23,22,182,35,"rock","4la9jiqXYHQlEwbRhqYsd7",144320,0.763,0.621,2,-9.908,1,0.0374,0.655,0,0.158,0.825,103.309,4,1
"174",1967,28,"Love Is Here And Now You're Gone","Supremes",0.322,0.046,0.632,0.9985,0.5,100.24,4,308.7,22,20,249,44,"","4KUGhh0lsJ8GxQJ1Um8UrB",167907,0.575,0.643,5,-7.744,0,0.0504,0.383,0,0.0925,0.846,113.958,4,1
"175",1967,29,"The Happening","Supremes",0.207,0.074,0.719,0.9917,2.1,90.77,4.4,348.3,27,14,275,41,"","5GMfNHbVqqARUWEszyXtsx",147040,0.667,0.454,1,-11.735,1,0.0545,0.593,0.306,0.108,0.702,172.077,4,1
"176",1967,31,"Release Me","Engelbert Humperdinck",0.096,0.265,0.639,-0.9794,1.3,98.21,4.8,148.5,5,4,120,17,"pop","0Si6MQzSdOyfWTy0LP5ojD",204413,0.205,0.299,5,-11.076,1,0.0293,0.839,1.06e-05,0.105,0.275,87.107,4,1
"177",1967,32,"Your Precious Love","Marvin Gaye and Tammi Terrell",0.341,0.008,0.651,0.9975,2.9,88.74,5.2,230.4,21,9,182,22,"pop, hip-hop/rnb, soul","3uMJcNcxcp801NLwgYrj9k",187267,0.429,0.265,10,-14.701,1,0.0359,0.245,0,0.0884,0.663,203.018,3,1
"178",1967,35,"Brown Eyed Girl","Van Morrison",0.055,0.013,0.932,0.918,-0.3,107.69,4.4,306,24,17,280,43,"blues, country, folk, jazz, hip-hop/rnb, rock","3yrSvpt2l1xhsV9Em88Pul",183307,0.491,0.583,7,-10.964,1,0.0376,0.182,0,0.407,0.907,150.572,4,1
"179",1967,38,"A Whiter Shade Of Pale","Procol Harum",0.04,0.011,0.949,0.5423,0.9,99.23,4.4,237.6,25,16,196,32,"rock","69nXkB0djDH6C78d86wRRT",216707,0.442,0.279,0,-13.345,1,0.0277,0.518,0.807,0.109,0.315,131.223,4,1
"180",1967,39,"Don't You Care","Buckinghams",0.029,0.317,0.654,-0.9937,0.1,101.26,3.6,191.7,10,17,165,37,"","7qWwWg1oIczYhL3kVyabG3",148800,0.41,0.566,6,-11.073,0,0.0443,0.0967,0,0.263,0.669,142.037,4,1
"181",1967,44,"Alfie","Dionne Warwick",0.212,0.055,0.733,0.9805,2.5,89.75,4.8,181.8,12,4,141,20,"pop, hip-hop/rnb, rock, soul","4Pp8iSXQblfBSlQODDrQCz",185400,0.318,0.217,0,-18.665,1,0.0481,0.732,0.793,0.308,0.242,78.204,4,1
"182",1967,52,"This Is My Song","Petula Clark",0.356,0.015,0.629,0.9938,0.5,100.24,4,133.2,11,4,113,20,"","5c8LI0ylftXRXj6G07Nwoa",205880,0.218,0.411,2,-11.752,1,0.0317,0.763,5.66e-06,0.312,0.298,167.36,3,1
"183",1967,55,"Penny Lane","Beatles",0.087,0.037,0.876,0.9191,2.5,89.75,4.8,297,25,14,234,30,"pop, rock","1sjmKmR4u9xDeJHjDCn2bZ",182053,0.633,0.385,9,-9.967,1,0.0358,0.411,8.72e-05,0.095,0.647,113.956,4,1
"184",1967,56,"You're My Everything","Temptations",0.178,0.04,0.782,0.9899,3.7,81.29,4.8,371.7,21,15,274,39,"hip-hop/rnb, soul","2imeCEVWpza2OheK2KoANa",180533,0.582,0.377,0,-10.414,1,0.0286,0.629,0,0.0922,0.675,96.783,4,1
"185",1967,57,"Georgy Girl","Seekers",0.048,0.05,0.902,0.31,1.7,91.78,4,259.2,20,21,200,40,"folk","09WMsGVawZQr61lzFrLcMz",188880,0.484,0.413,7,-12.57,0,0.0279,0.078,0.797,0.144,0.723,73.426,4,1
"186",1967,61,"California Nights","Lesley Gore",0.213,0.018,0.769,0.9833,1.3,98.21,4.8,180.9,15,4,146,20,"pop","361voLkTmDFBk0Wb6JPg9q",164000,0.322,0.341,7,-10.788,1,0.0304,0.369,3.44e-06,0.358,0.226,125.482,4,1
"187",1967,73,"Funky Broadway","Wilson Pickett",0.039,0.14,0.821,-0.8548,1.3,92.8,3.6,201.6,22,14,158,32,"soul","4Kj7BJGxHXqNiAGXVD2xAH",156893,0.705,0.349,9,-16.017,1,0.0411,0.0702,0.00181,0.0786,0.95,121.064,4,1
"188",1967,76,"Tell It Like It Is","Aaron Neville",0.195,0.071,0.734,0.9562,1.3,98.21,4.8,183.6,11,5,155,22,"country, jazz, pop, soul","2ClfhEMRWE7LrEwsDIYoXe",177413,0.528,0.388,5,-9.08,0,0.0285,0.177,7.1e-06,0.14,0.291,90.637,3,1
"189",1967,81,"White Rabbit","Jefferson Airplane",0,0.066,0.934,-0.836,0.5,100.24,4,157.5,19,4,130,24,"folk, rock","4vpeKl0vMGdAXpZiQB2Dtd",150640,0.551,0.293,2,-12.503,1,0.0272,0.486,0.000273,0.0864,0.322,106.798,4,1
"190",1967,83,"The Beat Goes On","Sonny and Cher",0.014,0.053,0.933,-0.8316,0.5,105.66,5.2,216,18,12,197,24,"pop","6WIh0P8aupqSHeqUULThF0",208160,0.665,0.487,10,-10.529,1,0.0442,0.282,0,0.169,0.437,126.137,4,1
"191",1967,87,"Ain't No Mountain High Enough","Marvin Gaye and Tammi Terrell",0.233,0.034,0.733,0.99,0.5,100.24,4,300.6,19,21,246,46,"pop, hip-hop/rnb, soul","7tqhbajSfrz2F7E1Z75ASX",151667,0.663,0.6,7,-10.87,1,0.032,0.43,0,0.184,0.8,129.991,4,1
"192",1967,89,"Here Comes My Baby","Tremeloes",0.081,0.088,0.831,-0.3953,3.3,82.31,4.4,137.7,14,3,101,16,"","4jKq3767lb2mWKCvas6E7Z",184107,0.514,0.882,7,-5.306,1,0.0491,0.0154,0,0.389,0.942,92.147,4,1
