"title","year","position","artist","pos_sentiment","neg_sentiment","neut_sentiment","compound_sentiment","f_k_grade","flesch_index","fog_index","num_syllables","difficult_words","num_dupes","num_words","num_lines","tags","id","popularity","duration_ms","explicit","artists","id_artists","release_date","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature"
"Freedom 90",1991,95,"George Michael",0.187,0.039,0.774,0.9978,0.9,99.23,4.4,637.2,27,20,523,78,"pop, rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Freek-a-Leek",2004,14,"Petey Pablo",0.166,0.027,0.807,0.9967,2.1,96.18,5.6,702,59,30,576,60,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"From The Bottom Of My Broken Heart",2000,77,"Britney Spears",0.215,0.099,0.686,0.986,0.5,100.24,4,249.3,22,13,207,35,"electronic/dance, pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Frontin'",2003,34,"Pharrell",0.148,0.077,0.775,0.9837,0.5,105.66,5.2,516.6,29,26,455,52,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Get It Poppin'",2005,50,"Fat Joe",0.08,0.113,0.808,-0.9865,0.1,106.67,4.8,789.3,54,37,693,90,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ghetto Cowboy",1999,87,"Mo Thugs Family",0.131,0.073,0.796,0.9943,2.1,96.18,5.6,950.4,112,24,773,80,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gin And Juice",1994,52,"Snoop Doggy Dogg",0.055,0.143,0.802,-0.9947,1.7,97.2,5.2,566.1,64,17,473,56,"hip-hop/rnb, reggae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Girl I'm Gonna Miss You",1989,16,"Milli Vanilli",0.147,0.125,0.728,0.8515,-0.3,107.69,4.4,427.5,21,39,374,56,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Girl On Fire",2013,49,"Alicia Keys",0.066,0.199,0.735,-0.9874,-0.3,107.69,4.4,273.6,19,19,242,38,"pop, hip-hop/rnb, soul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Give It Up, Turn It Loose",1993,84,"En Vogue",0.15,0.158,0.692,0.9438,0.5,100.24,4,536.4,46,18,437,74,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Give Your Heart A Break",2012,39,"Demi Lovato",0.07,0.156,0.774,-0.9897,-0.3,107.69,4.4,489.6,21,40,427,66,"pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Giving You The Best That I Got",1989,10,"Anita Baker",0.276,0.015,0.709,0.9978,1.3,98.21,4.8,351.9,16,8,287,36,"jazz, hip-hop/rnb, soul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Glory Of Love",1986,14,"Peter Cetera",0.305,0.061,0.634,0.9975,0.9,99.23,4.4,309.6,20,18,250,37,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"God Must Have Spent A Little More Time On You",1999,100,"Alabama",0.195,0.071,0.734,0.9887,1.7,97.2,5.2,365.4,23,15,308,36,"country, rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gonna Make You Sweat",1991,3,"C+C Music Factory",0.085,0.005,0.91,0.9761,2.1,90.77,4.4,465.3,22,47,345,57,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Good Girls Go Bad",2009,43,"Cobra Starship",0.24,0.206,0.554,0.9002,-0.7,108.7,4,398.7,12,38,367,65,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Goodies",2004,9,"Ciara",0.098,0.112,0.79,-0.9681,-0.3,107.69,4.4,671.4,45,39,586,90,"electronic/dance, pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Got My Mind Set On You",1988,3,"George Harrison",0.032,0,0.968,0.9022,-0.3,107.69,4.4,398.7,8,53,373,61,"electronic/dance, folk, pop, rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gotta Get Thru This",2002,61,"Daniel Bedingfield",0.177,0.008,0.816,0.9954,1.3,98.21,4.8,419.4,8,35,364,50,"electronic/dance, pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Groove Is In The Heart",1991,91,"Deee-Lite",0.099,0.033,0.867,0.9753,0.5,100.24,4,452.7,44,21,364,64,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grown Men Don't Cry",2001,78,"Tim McGraw",0.106,0.011,0.883,0.9778,0.5,105.66,5.2,333.9,23,10,305,36,"country",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Habits",2015,77,"Tove Lo",0.068,0.132,0.801,-0.9443,2.9,94.15,6.4,404.1,30,15,337,30,"pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Habits",2014,32,"Tove Lo",0.068,0.132,0.801,-0.9443,2.9,94.15,6.4,404.1,30,15,337,30,"pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hall Of Fame",2013,85,"Script",0.182,0.026,0.792,0.9969,0.1,106.67,4.8,462.6,25,50,412,56,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Have You Ever?",1999,14,"Brandy",0.088,0.069,0.843,0.8663,3.7,86.71,6,510.3,19,23,407,39,"pop, hip-hop/rnb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hazy Shade Of Winter",1988,35,"Bangles",0.112,0.016,0.871,0.9583,1.7,91.78,4,249.3,23,26,194,37,"pop, rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"He Loves U Not",2001,28,"Dream",0.212,0.046,0.743,0.9986,0.1,106.67,4.8,549,25,33,490,66,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Here And Now",1990,43,"Luther Vandross",0.372,0,0.628,0.9988,0.5,100.24,4,315.9,12,16,265,45,"pop, soul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Here is Gone",2002,78,"Goo Goo Dolls",0.081,0.115,0.804,-0.832,0.1,106.67,4.8,358.2,17,23,313,44,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Here's To The Night",2001,90,"Eve 6",0.108,0.115,0.777,-0.4115,0.9,99.23,4.4,257.4,13,24,216,36,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hit 'Em Up Style",2001,11,"Blu Cantrell",0.065,0.057,0.877,0.7752,0.5,105.66,5.2,622.8,31,38,552,69,"hip-hop/rnb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hold Me, Thrill Me, Kiss Me, Kill Me",1995,81,"U2",0.18,0.166,0.654,-0.5638,-0.3,107.69,4.4,211.5,17,20,190,31,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Holding Back The Years",1986,22,"Simply Red",0.12,0.187,0.693,-0.9381,0.5,100.24,4,189.9,18,16,154,30,"pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"How Am I Supposed To Live Without You",1990,12,"Michael Bolton",0.081,0.017,0.902,0.9643,2.1,96.18,5.6,373.5,15,20,315,34,"pop, rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"How Can I Fall?",1989,27,"Breathe",0.047,0.056,0.897,-0.4055,0.1,106.67,4.8,321.3,5,28,299,42,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"How Do You Talk To An Angel",1992,59,"Heights",0.12,0.03,0.85,0.9583,0.1,106.67,4.8,226.8,4,22,205,26,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"How Do You Talk To An Angel",1993,80,"Heights",0.12,0.03,0.85,0.9583,0.1,106.67,4.8,226.8,4,22,205,26,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"How's It Going To Be",1998,11,"Third Eye Blind",0.07,0.061,0.869,0.3387,0.1,106.67,4.8,294.3,19,11,259,35,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I Can't Sleep Baby",1996,27,"R. Kelly",0.044,0.056,0.9,-0.1168,0.9,104.64,5.6,352.8,16,14,307,31,"hip-hop/rnb, pop, hip-hop/rnb, soul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I Do Not Hook Up",2009,91,"Kelly Clarkson",0.15,0.094,0.757,0.9654,0.1,106.67,4.8,350.1,15,21,329,42,"pop, rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I Don't F**k With You",2015,47,"Big Sean",0.159,0.234,0.607,-0.9984,2.1,96.18,5.6,1018.8,72,23,876,90,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I Don't Want To Be",2005,58,"Gavin DeGraw",0.042,0.105,0.853,-0.9027,2.1,90.77,4.4,389.7,22,25,302,47,"pop, rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I Don't Want To Live Without You",1988,86,"Foreigner",0.107,0.178,0.715,-0.9819,0.5,100.24,4,297,15,23,238,41,"rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I Don't Want To Wait",1998,10,"Paula Cole",0.105,0.09,0.805,0.9536,0.5,105.66,5.2,437.4,22,26,395,47,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I Feel For You",1985,5,"Chaka Khan",0.147,0.01,0.843,0.9958,0.1,106.67,4.8,489.6,21,41,440,61,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I Go To Extremes",1990,82,"Billy Joel",0.182,0.099,0.719,0.9816,1.3,98.21,4.8,390.6,21,21,327,43,"classical/soundtrack, pop, rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I Hate Myself For Loving You",1988,85,"Joan Jett and The Blackhearts",0.184,0.242,0.574,-0.9789,0.5,105.66,5.2,362.7,20,24,322,39,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I Heard A Rumour",1987,53,"Bananarama",0.131,0.103,0.765,0.5574,-0.7,108.7,4,227.7,16,13,202,36,"electronic/dance, electronic/dance, pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I Just Wanna Love U",2001,56,"Jay-Z",0.176,0.101,0.723,0.9931,0.9,99.23,4.4,729.9,61,39,623,90,"hip-hop/rnb, religious",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I Knew You Were Trouble",2013,16,"Taylor Swift",0.016,0.321,0.663,-0.9991,1.3,98.21,4.8,458.1,25,33,392,52,"country, pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I Knew You Were Waiting",1987,36,"Aretha Franklin",0.165,0.061,0.774,0.9881,1.3,98.21,4.8,450,34,19,381,54,"jazz, pop, hip-hop/rnb, rock, soul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I Know What You Want",2003,17,"Busta Rhymes",0.112,0.042,0.846,0.9935,0.9,99.23,4.4,1032.3,86,97,891,148,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I Know You Want Me",2009,17,"Pitbull",0.139,0.038,0.823,0.9899,-0.3,107.69,4.4,705.6,42,97,621,97,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I Made It",2010,80,"Kevin Rudolf",0.1,0.09,0.81,0.6493,1.3,98.21,4.8,498.6,56,25,417,58,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I Need To Know",1999,79,"Marc Anthony",0.06,0.024,0.917,0.8553,1.3,98.21,4.8,413.1,12,37,359,49,"pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I Need To Know",2000,23,"Marc Anthony",0.06,0.024,0.917,0.8553,1.3,98.21,4.8,413.1,12,37,359,49,"pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I Think They Like Me",2006,85,"Dem Franchize Boyz",0.147,0.132,0.72,0.3272,2.1,96.18,5.6,568.8,65,12,483,51,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I Want Your Sex",1987,24,"George Michael",0.193,0.074,0.733,0.9929,0.5,100.24,4,422.1,24,28,364,65,"pop, rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I Wish It Would Rain Down",1990,56,"Phil Collins",0.194,0.048,0.758,0.9919,-0.3,113.1,5.6,323.1,13,9,323,35,"jazz, pop, rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I Write Sins not Tragedies",2006,20,"Panic! At The Disco",0.199,0.156,0.644,0.9495,2.5,89.75,4.8,385.2,18,30,302,42,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I'd Do Anything For Love",1993,36,"Meat Loaf",0.233,0.046,0.721,0.9997,0.9,99.23,4.4,1100.7,42,98,923,143,"rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I'd Do Anything For Love",1994,38,"Meat Loaf",0.233,0.046,0.721,0.9997,0.9,99.23,4.4,1100.7,42,98,923,143,"rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I'll Be Missing You",1997,3,"Puff Daddy",0.124,0.095,0.781,0.953,1.7,91.78,4,673.2,44,37,538,91,"hip-hop/rnb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I'll Give All My Love To You",1991,76,"Keith Sweat",0.174,0.057,0.769,0.9967,2.5,95.17,6,622.8,22,10,512,49,"hip-hop/rnb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I'm Gonna Be Alright",2002,29,"Jennifer Lopez",0.104,0.04,0.856,0.9795,0.9,104.64,5.6,514.8,17,23,459,47,"electronic/dance, pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I'm N Luv",2006,41,"T-Pain",0.059,0.042,0.899,0.8572,-0.3,107.69,4.4,689.4,37,60,636,100,"pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I'm Your Angel",1999,16,"R. Kelly",0.08,0.099,0.821,-0.8957,0.1,106.67,4.8,508.5,13,39,466,60,"hip-hop/rnb, pop, hip-hop/rnb, soul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"If I could Go!",2002,69,"Angie Martinez",0.099,0.059,0.842,0.9879,2.1,96.18,5.6,891,50,34,769,85,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"If I Were A Boy",2009,48,"Beyonce",0.121,0.138,0.741,-0.5305,0.5,100.24,4,362.7,18,16,304,51,"pop, hip-hop/rnb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"If You Leave",1986,53,"Orchestral Manoeuvres In The Dark",0.117,0.054,0.829,0.9613,0.9,99.23,4.4,274.5,13,16,229,37,"alternative/indie, electronic/dance, pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"If Your Girl Only Knew",1996,69,"Aaliyah",0.126,0.129,0.745,0.2392,0.1,106.67,4.8,262.8,8,20,234,33,"pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"In Love With A Girl",2008,87,"Gavin DeGraw",0.273,0.07,0.657,0.9988,1.3,98.21,4.8,519.3,28,35,431,56,"pop, rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"In The Ayer",2008,59,"Flo Rida",0.092,0.054,0.854,0.9534,0.1,106.67,4.8,463.5,30,12,423,58,"electronic/dance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"In The Closet",1992,66,"Michael Jackson",0.093,0.026,0.881,0.9872,1.3,98.21,4.8,801,25,58,678,85,"disco, pop, hip-hop/rnb, rock, soul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"In The Still Of The Nite",1993,12,"Boyz II Men",0.209,0,0.791,0.9884,0.9,99.23,4.4,185.4,9,20,158,26,"pop, soul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Independent Women Part I",2000,97,"Destiny's Child",0.127,0.024,0.849,0.9955,1.3,98.21,4.8,682.2,45,52,589,78,"pop, hip-hop/rnb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Independent Women Part I",2001,10,"Destiny's Child",0.127,0.024,0.849,0.9955,1.3,98.21,4.8,682.2,45,52,589,78,"pop, hip-hop/rnb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Insane In The Brain",1993,65,"Cypress Hill",0.052,0.249,0.699,-0.9981,1.7,91.78,4,612.9,46,54,471,88,"hip-hop/rnb, religious",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Inside Your Heaven",2005,71,"Carrie Underwood",0.167,0.074,0.759,0.9808,0.9,99.23,4.4,331.2,22,27,273,43,"country, pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"It'S Not My Time",2008,52,"3 Doors Down",0.086,0.018,0.897,0.9612,-0.7,108.7,4,369.9,15,31,328,57,"rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Izzo",2001,52,"Jay-Z",0.118,0.098,0.785,0.8815,1.7,97.2,5.2,594.9,73,23,517,60,"hip-hop/rnb, religious",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jesus, take the Wheel",2006,78,"Carrie Underwood",0.085,0.054,0.861,0.8675,0.9,99.23,4.4,337.5,20,13,291,46,"country, pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Justified And Ancient",1992,86,"KLF",0.245,0.065,0.69,0.9944,1.3,98.21,4.8,313.2,10,34,258,36,"electronic/dance, pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Keep On, Keepin' On",1996,77,"Mc Lyte",0.131,0.124,0.745,-0.5258,1.3,98.21,4.8,658.8,68,4,543,75,"hip-hop/rnb, hip-hop/rnb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Key West Intermezzo",1996,71,"John Mellencamp",0.104,0.028,0.868,0.9598,2.1,96.18,5.6,327.6,29,11,274,30,"pop, rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"King Of Anything",2010,95,"Sara Bareilles",0.105,0.075,0.82,0.8945,0.9,99.23,4.4,416.7,24,39,349,57,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"King Of Wishful Thinking",1990,70,"Go West",0.013,0.108,0.879,-0.9705,-0.3,107.69,4.4,371.7,11,23,332,52,"pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kissing A Fool",1988,91,"George Michael",0.179,0.134,0.687,0.9765,1.3,98.21,4.8,369.9,18,9,317,44,"pop, rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Last Friday Night",2011,14,"Katy Perry",0.139,0.067,0.794,0.9816,0.5,100.24,4,489.6,38,76,413,80,"pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Like A Boy",2007,68,"Ciara",0.208,0.047,0.745,0.9982,-0.7,108.7,4,663.3,28,66,597,116,"electronic/dance, pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Like A Stone",2003,96,"Audioslave",0.12,0.15,0.73,-0.7906,0.5,100.24,4,254.7,25,18,212,39,"rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Like A Virgin",1985,2,"Madonna",0.26,0.041,0.699,0.9949,0.5,100.24,4,274.5,17,19,227,43,"electronic/dance, electronic/dance, pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lips of an Angel",2006,30,"Hinder",0.155,0.075,0.771,0.9822,-0.3,107.69,4.4,325.8,12,26,285,41,"alternative/indie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Live To Tell",1986,35,"Madonna",0.143,0.092,0.765,0.9221,1.3,98.21,4.8,336.6,8,23,285,40,"electronic/dance, electronic/dance, pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Livin' it Up",2002,76,"Ja Rule",0.103,0.129,0.768,-0.9631,1.3,98.21,4.8,660.6,72,23,564,79,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Livin' La Vida Loca",1999,10,"Ricky Martin",0.049,0.082,0.869,-0.936,1.7,91.78,4,492.3,27,52,376,69,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Living and Living Well",2002,93,"George Strait",0.184,0.029,0.787,0.9847,1.7,91.78,4,294.3,18,19,225,44,"country",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Living In America",1986,65,"James Brown",0.127,0.034,0.839,0.9829,2.9,83.32,4,428.4,52,22,300,58,"hip-hop/rnb, soul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Locked Out Of Heaven",2013,11,"Bruno Mars",0.419,0,0.581,0.9993,0.5,100.24,4,357.3,13,50,306,57,"pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Looking Through Your Eyes",1998,60,"LeAnn Rimes",0.139,0,0.861,0.9719,0.1,101.26,3.6,213.3,26,9,184,37,"country, pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Loungin",1996,21,"LL Cool J",0.12,0.043,0.837,0.9919,0.5,105.66,5.2,620.1,56,20,564,69,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Love Don't Cost A Thing",2001,26,"Jennifer Lopez",0.127,0.075,0.798,0.9857,-0.3,107.69,4.4,533.7,26,38,470,69,"electronic/dance, pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Love In An Elevator",1989,81,"Aerosmith",0.206,0.018,0.776,0.999,-0.3,107.69,4.4,591.3,36,55,521,80,"rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Love In This Club",2008,8,"Usher",0.172,0.028,0.8,0.9981,2.1,96.18,5.6,649.8,49,23,564,60,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Love Is A Wonderful Thing",1991,49,"Michael Bolton",0.404,0.006,0.59,0.9993,2.1,90.77,4.4,350.1,17,23,276,46,"pop, rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Love Remains The Same",2008,94,"Gavin Rossdale",0.132,0.044,0.825,0.9754,1.7,91.78,4,409.5,19,32,318,59,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
