"title","year","position","artist","pos_sentiment","neg_sentiment","neut_sentiment","compound_sentiment","f_k_grade","flesch_index","fog_index","num_syllables","difficult_words","num_dupes","num_words","num_lines","tags","id","popularity","duration_ms","explicit","artists","id_artists","release_date","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature"
"Time, Love And Tenderness",1991,62,"Michael Bolton",0.37,0.11,0.52,0.9996,1.7,91.78,4,681.3,18,78,519,92,"pop, rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tonite's Tha Night",1996,64,"Kris Kross",0.089,0.086,0.825,0.7166,1.7,97.2,5.2,439.2,47,17,369,43,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Too Funky",1992,58,"George Michael",0.228,0.026,0.746,0.9976,2.1,90.77,4.4,468,25,26,364,53,"pop, rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Turn Down For What",2014,15,"DJ Snake",0,0.139,0.861,-0.9385,-1,109.72,3.6,113.4,1,28,108,27,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Turn Off the Light",2002,92,"Nelly Furtado",0.099,0.036,0.864,0.9868,0.5,105.66,5.2,590.4,22,27,543,62,"folk, pop, rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Turn The Beat Around",1995,87,"Gloria Estefan",0.241,0.019,0.74,0.9982,0.9,99.23,4.4,385.2,16,38,328,50,"electronic/dance, pop, rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Two Is Better Than One",2010,72,"Boys Like Girls",0.117,0.011,0.872,0.9835,2.5,89.75,4.8,357.3,14,11,280,36,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Two Of Hearts",1986,51,"Stacey Q",0.099,0.048,0.853,0.9577,0.5,105.66,5.2,398.7,19,33,347,40,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"U and Dat",2006,52,"E-40",0.078,0.091,0.831,-0.7731,2.1,96.18,5.6,778.5,74,35,675,72,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"U Don't have to Call",2002,16,"Usher",0.229,0.042,0.729,0.9919,0.5,100.24,4,252.9,29,22,210,40,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"U Got it Bad",2002,9,"Usher",0.075,0.201,0.723,-0.9961,0.1,106.67,4.8,536.4,27,36,468,63,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Under The Bridge",1992,8,"Red Hot Chili Peppers",0.246,0.122,0.632,0.9927,1.7,97.2,5.2,341.1,21,17,274,34,"alternative/indie, rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Underneath it All",2002,71,"No Doubt",0.292,0.055,0.653,0.9984,2.5,84.34,3.6,460.8,36,40,326,72,"rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Waiting For Tonight",2000,99,"Jennifer Lopez",0.174,0.056,0.77,0.9928,0.9,99.23,4.4,356.4,22,29,290,47,"electronic/dance, pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wake Me Up When September Ends",2005,46,"Green Day",0.106,0.05,0.844,0.8817,2.9,88.74,5.2,241.2,11,18,181,22,"pop, rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Walk Like An Egyptian",1987,1,"Bangles",0.097,0.057,0.847,0.8387,2.1,90.77,4.4,288.9,27,13,230,35,"pop, rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wanksta",2003,63,"50 Cent",0.09,0.103,0.807,-0.9076,2.1,96.18,5.6,772.2,64,34,671,71,"hip-hop/rnb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Want To Want Me",2015,17,"Jason Derulo",0.077,0.02,0.903,0.7414,-1.1,115.13,4.8,399.6,12,34,390,49,"electronic/dance, pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"We be Burnin'",2006,81,"Sean Paul",0.152,0.01,0.838,0.996,3.3,87.72,5.6,539.1,47,20,417,45,"pop, hip-hop/rnb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"We Didn't Start The Fire",1990,35,"Billy Joel",0.07,0.093,0.837,-0.9433,2.5,84.34,3.6,697.5,134,66,509,106,"classical/soundtrack, pop, rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"We Thuggin'",2002,83,"Fat Joe",0.138,0.156,0.706,-0.7997,0.1,106.67,4.8,655.2,64,37,578,73,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Welcome To The Black Parade",2007,59,"My Chemical Romance",0.05,0.174,0.776,-0.9969,0.9,99.23,4.4,570.6,36,31,482,72,"alternative/indie, rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"What A Girl Wants",2000,19,"Christina Aguilera",0.235,0.031,0.734,0.9987,0.5,105.66,5.2,574.2,36,27,505,59,"pop, rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"What Have I Done To Deserve This?",1988,50,"Pet Shop Boys",0.044,0.016,0.94,0.9328,1.7,97.2,5.2,838.8,25,48,677,78,"disco, electronic/dance, pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"What Hurts the Most",2006,26,"Rascal Flatts",0.052,0.153,0.794,-0.977,-0.3,107.69,4.4,298.8,18,19,265,40,"country",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"What Kind Of Man Would I Be?",1990,71,"Chicago",0.083,0.025,0.892,0.9411,0.1,106.67,4.8,364.5,17,18,319,41,"jazz, pop, rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"What The Hell",2011,62,"Avril Lavigne",0.184,0.188,0.628,-0.8391,-0.3,107.69,4.4,371.7,12,39,327,47,"rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"What's It Gonna Be?!",1999,27,"Busta Rhymes",0.104,0.053,0.843,0.9904,2.9,88.74,5.2,1171.8,68,47,925,105,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"What's Luv?",2002,8,"Fat Joe",0.225,0.044,0.731,0.9995,0.9,104.64,5.6,832.5,59,40,726,80,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"When A Woman's Fed Up",1999,83,"R. Kelly",0.096,0.057,0.847,0.9535,-0.3,107.69,4.4,534.6,25,20,469,69,"hip-hop/rnb, pop, hip-hop/rnb, soul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"When You Love A Woman",1997,57,"Journey",0.266,0.033,0.701,0.9956,0.5,100.24,4,260.1,16,18,211,36,"rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Where Have All The Cowboys Gone?",1997,38,"Paula Cole",0.079,0.039,0.882,0.9081,0.5,100.24,4,331.2,23,21,268,48,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Where My Girls At?",1999,11,"702",0.066,0.124,0.811,-0.9439,-0.7,108.7,4,286.2,12,30,250,47,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"White Walls",2014,92,"Macklemore & Ryan Lewis",0.118,0.084,0.798,0.9679,1.7,97.2,5.2,792.9,102,20,636,78,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Who Says you can't Go Home",2006,71,"Bon Jovi",0.195,0.007,0.798,0.9973,1.7,97.2,5.2,585.9,22,37,483,55,"rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Who's Holding Donna Now",1985,85,"Debarge",0.052,0,0.948,0.9002,0.5,100.24,4,322.2,17,29,263,50,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Who's Zoomin' Who",1985,94,"Aretha Franklin",0.061,0.004,0.935,0.9525,0.1,101.26,3.6,480.6,23,45,399,85,"jazz, pop, hip-hop/rnb, rock, soul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wiggle",2014,40,"Jason Derulo",0.044,0.078,0.878,-0.9125,0.5,100.24,4,441.9,33,40,356,65,"electronic/dance, pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"With Every Beat Of My Heart",1990,48,"Taylor Dayne",0.102,0.038,0.86,0.926,0.5,100.24,4,228.6,13,7,189,35,"electronic/dance, pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Words Get In The Way",1986,47,"Miami Sound Machine",0.113,0.029,0.858,0.9672,1.3,98.21,4.8,261,12,13,226,32,"pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"You And Tequila",2011,98,"Kenny Chesney",0.088,0.22,0.692,-0.9856,2.1,90.77,4.4,248.4,16,13,187,29,"country",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"You Belong To The City",1985,30,"Glenn Frey",0.023,0.033,0.943,-0.4019,0.9,99.23,4.4,328.5,21,23,276,44,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"You Make Me Feel...",2011,48,"Cobra Starship",0.053,0.027,0.92,0.8271,-0.3,107.69,4.4,499.5,13,70,474,75,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"You Mean The World To Me",1994,17,"Toni Braxton",0.156,0.027,0.817,0.9961,1.7,97.2,5.2,618.3,40,12,498,56,"pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"You Remind Me Of Something",1996,83,"R. Kelly",0.159,0.028,0.813,0.9948,1.7,97.2,5.2,552.6,19,28,454,51,"hip-hop/rnb, pop, hip-hop/rnb, soul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"You Should Be Mine",1997,86,"Brian McKnight",0.216,0.048,0.737,0.9984,0.1,106.67,4.8,584.1,35,11,514,72,"pop, hip-hop/rnb, soul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"You Used To Love Me",1995,79,"Faith Evans",0.228,0.031,0.74,0.9955,2.1,90.77,4.4,315.9,27,10,251,38,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"You're The Inspiration",1985,37,"Chicago",0.211,0,0.789,0.9966,2.1,90.77,4.4,366.3,10,35,286,43,"jazz, pop, rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
