year,position,title,artist,pos_sentiment,neg_sentiment,neut_sentiment,compound_sentiment,f_k_grade,flesch_index,fog_index,num_syllables,difficult_words,num_dupes,num_words,num_lines,tags,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
1992,66,In The Closet,Michael Jackson,0.093,0.026,0.881,0.9872,1.3,98.21,4.8,801,25,58,678,85,"disco, pop, hip-hop/rnb, rock, soul",0.807,0.498,10,-9.91,0,0.0756,0.259,3.04E-05,0.0618,0.857,99.001,audio_features,0AcLrSfAEBQcUnHOTm5pXg,spotify:track:0AcLrSfAEBQcUnHOTm5pXg,https://api.spotify.com/v1/tracks/0AcLrSfAEBQcUnHOTm5pXg,https://api.spotify.com/v1/audio-analysis/0AcLrSfAEBQcUnHOTm5pXg,277413,4
1992,67,People Everyday,Arrested Development,0.107,0.108,0.785,-0.372,1.3,98.21,4.8,443.7,48,16,368,47,,0.746,0.443,1,-7.693,0,0.0771,0.282,0,0.14,0.272,119.311,audio_features,3w8Mw9GHYepoTWOSdiyosj,spotify:track:3w8Mw9GHYepoTWOSdiyosj,https://api.spotify.com/v1/tracks/3w8Mw9GHYepoTWOSdiyosj,https://api.spotify.com/v1/audio-analysis/3w8Mw9GHYepoTWOSdiyosj,274227,4
1992,69,Wildside,Marky Mark And The Funky Bunch,0.141,0.117,0.742,0.8477,3.7,81.29,4.8,777.6,100,11,575,79,,0.593,0.642,2,-7.284,1,0.0299,0.313,0.000582,0.0804,0.736,76.403,audio_features,5TAf4lnZCZTLlZHNZMLFLi,spotify:track:5TAf4lnZCZTLlZHNZMLFLi,https://api.spotify.com/v1/tracks/5TAf4lnZCZTLlZHNZMLFLi,https://api.spotify.com/v1/audio-analysis/5TAf4lnZCZTLlZHNZMLFLi,239440,4
1992,70,Do I Have To Say The Words?,Bryan Adams,0.34,0.044,0.615,0.9948,0.9,99.23,4.4,175.5,14,3,145,24,rock,0.634,0.886,9,-5.424,1,0.0434,0.154,0,0.118,0.577,93.04,audio_features,5s4catxeZsaWFnOrvrXZHf,spotify:track:5s4catxeZsaWFnOrvrXZHf,https://api.spotify.com/v1/tracks/5s4catxeZsaWFnOrvrXZHf,https://api.spotify.com/v1/audio-analysis/5s4catxeZsaWFnOrvrXZHf,241373,4
1992,73,Blowing Kisses In The Wind,Paula Abdul,0.229,0.112,0.66,0.988,0.5,100.24,4,274.5,18,27,225,41,pop,0.63,0.625,6,-5.088,0,0.0252,0.231,0,0.0765,0.683,167.998,audio_features,3BsaRV5QIulYz2lV9WWa8T,spotify:track:3BsaRV5QIulYz2lV9WWa8T,https://api.spotify.com/v1/tracks/3BsaRV5QIulYz2lV9WWa8T,https://api.spotify.com/v1/audio-analysis/3BsaRV5QIulYz2lV9WWa8T,234960,4
1992,77,Missing You Now,Michael Bolton,0.063,0.201,0.736,-0.9911,1.3,98.21,4.8,356.4,22,16,305,42,"pop, rock",0.634,0.677,5,-7.278,0,0.0304,0.0117,0.00103,0.126,0.558,135.012,audio_features,4Y8q64VnhD0vFYy9g2WFpi,spotify:track:4Y8q64VnhD0vFYy9g2WFpi,https://api.spotify.com/v1/tracks/4Y8q64VnhD0vFYy9g2WFpi,https://api.spotify.com/v1/audio-analysis/4Y8q64VnhD0vFYy9g2WFpi,240867,4
1992,78,Back To The Hotel,N2Deep,0.086,0.071,0.842,0.7623,0.5,105.66,5.2,545.4,66,2,481,55,,0.69,0.871,1,-5.484,0,0.0329,0.0359,0.000843,0.0347,0.561,121.984,audio_features,1lZ4j5WBURBwZ0M5TT46wP,spotify:track:1lZ4j5WBURBwZ0M5TT46wP,https://api.spotify.com/v1/tracks/1lZ4j5WBURBwZ0M5TT46wP,https://api.spotify.com/v1/audio-analysis/1lZ4j5WBURBwZ0M5TT46wP,220160,4
1992,81,Take This Heart,Richard Marx,0.069,0.08,0.851,0.0963,2.1,90.77,4.4,280.8,12,16,212,34,pop,0.829,0.915,8,-3.205,1,0.106,0.226,1.25E-05,0.246,0.779,118.903,audio_features,7A0apkTSTvMbSI7yplcmlh,spotify:track:7A0apkTSTvMbSI7yplcmlh,https://api.spotify.com/v1/tracks/7A0apkTSTvMbSI7yplcmlh,https://api.spotify.com/v1/audio-analysis/7A0apkTSTvMbSI7yplcmlh,203333,4
1992,82,When I Look Into Your Eyes,Firehouse,0.195,0,0.805,0.9773,0.9,99.23,4.4,183.6,11,4,154,25,,0.434,0.897,0,-4.918,1,0.0488,0.0103,0,0.612,0.684,148.726,audio_features,2m1hi0nfMR9vdGC8UcrnwU,spotify:track:2m1hi0nfMR9vdGC8UcrnwU,https://api.spotify.com/v1/tracks/2m1hi0nfMR9vdGC8UcrnwU,https://api.spotify.com/v1/audio-analysis/2m1hi0nfMR9vdGC8UcrnwU,167067,4
1992,83,I Wanna Love You,Jade,0.456,0.01,0.534,0.9994,1.7,91.78,4,345.6,17,32,262,44,,0.627,0.716,2,-7.175,1,0.0352,0.127,0,0.0344,0.734,101.99,audio_features,6vgN6KGstss0GnBbKlMNK9,spotify:track:6vgN6KGstss0GnBbKlMNK9,https://api.spotify.com/v1/tracks/6vgN6KGstss0GnBbKlMNK9,https://api.spotify.com/v1/audio-analysis/6vgN6KGstss0GnBbKlMNK9,186067,4
1992,84,Uhh Ahh,Boyz II Men,0.149,0.027,0.823,0.9926,2.5,89.75,4.8,449.1,39,21,342,48,"pop, soul",0.599,0.47,1,-8.356,1,0.0376,0.38,0,0.111,0.298,127.177,audio_features,4Do68W4FWO2hRAJCzG1lus,spotify:track:4Do68W4FWO2hRAJCzG1lus,https://api.spotify.com/v1/tracks/4Do68W4FWO2hRAJCzG1lus,https://api.spotify.com/v1/audio-analysis/4Do68W4FWO2hRAJCzG1lus,273707,4
1992,85,Real Love,Mary J. Blige,0.392,0.01,0.598,0.9996,1.3,98.21,4.8,461.7,17,24,399,57,,0.728,0.94,4,-5.034,1,0.0368,0.0814,0.000162,0.109,0.967,113.76,audio_features,1sxUaLi0G2vB7dl4ogtCxH,spotify:track:1sxUaLi0G2vB7dl4ogtCxH,https://api.spotify.com/v1/tracks/1sxUaLi0G2vB7dl4ogtCxH,https://api.spotify.com/v1/audio-analysis/1sxUaLi0G2vB7dl4ogtCxH,237240,4
1992,85,Real Love,Mary J. Blige,0.392,0.01,0.598,0.9996,1.3,98.21,4.8,461.7,17,24,399,57,,0.677,0.52,4,-6.255,0,0.334,0.00277,0,0.0532,0.768,203.862,audio_features,2SLZ2rX5773RS16mcqBxG7,spotify:track:2SLZ2rX5773RS16mcqBxG7,https://api.spotify.com/v1/tracks/2SLZ2rX5773RS16mcqBxG7,https://api.spotify.com/v1/audio-analysis/2SLZ2rX5773RS16mcqBxG7,193093,4
1993,58,Real Love,Mary J. Blige,0.392,0.01,0.598,0.9996,1.3,98.21,4.8,461.7,17,24,399,57,,0.728,0.94,4,-5.034,1,0.0368,0.0814,0.000162,0.109,0.967,113.76,audio_features,1sxUaLi0G2vB7dl4ogtCxH,spotify:track:1sxUaLi0G2vB7dl4ogtCxH,https://api.spotify.com/v1/tracks/1sxUaLi0G2vB7dl4ogtCxH,https://api.spotify.com/v1/audio-analysis/1sxUaLi0G2vB7dl4ogtCxH,237240,4
1993,58,Real Love,Mary J. Blige,0.392,0.01,0.598,0.9996,1.3,98.21,4.8,461.7,17,24,399,57,,0.677,0.52,4,-6.255,0,0.334,0.00277,0,0.0532,0.768,203.862,audio_features,2SLZ2rX5773RS16mcqBxG7,spotify:track:2SLZ2rX5773RS16mcqBxG7,https://api.spotify.com/v1/tracks/2SLZ2rX5773RS16mcqBxG7,https://api.spotify.com/v1/audio-analysis/2SLZ2rX5773RS16mcqBxG7,193093,4
1992,86,Justified And Ancient,KLF,0.245,0.065,0.69,0.9944,1.3,98.21,4.8,313.2,10,34,258,36,"electronic/dance, pop",0.478,0.736,7,-7.124,1,0.0367,0.02,9.58E-05,0.118,0.564,144.705,audio_features,046MBhhgQJJghnbgZCkaAR,spotify:track:046MBhhgQJJghnbgZCkaAR,https://api.spotify.com/v1/tracks/046MBhhgQJJghnbgZCkaAR,https://api.spotify.com/v1/audio-analysis/046MBhhgQJJghnbgZCkaAR,229827,4
1992,92,Keep Coming Back,Richard Marx,0.09,0.115,0.795,-0.6896,0.5,105.66,5.2,237.6,16,10,210,25,pop,0.852,0.694,1,-6.765,1,0.0653,0.0121,0,0.126,0.789,109.906,audio_features,18CODOzJ5DWzWh6kAeKiSC,spotify:track:18CODOzJ5DWzWh6kAeKiSC,https://api.spotify.com/v1/tracks/18CODOzJ5DWzWh6kAeKiSC,https://api.spotify.com/v1/audio-analysis/18CODOzJ5DWzWh6kAeKiSC,249040,4
1992,93,Free Your Mind,En Vogue,0.141,0.076,0.783,0.9763,0.1,106.67,4.8,386.1,21,34,337,44,,0.77,0.475,7,-9.512,1,0.159,0.0561,4.72E-06,0.0607,0.473,82.511,audio_features,1ckU1EhAO0Nr73QYw24SWJ,spotify:track:1ckU1EhAO0Nr73QYw24SWJ,https://api.spotify.com/v1/tracks/1ckU1EhAO0Nr73QYw24SWJ,https://api.spotify.com/v1/audio-analysis/1ckU1EhAO0Nr73QYw24SWJ,261573,4
1992,95,Just Take My Heart,Mr. Big,0.093,0.052,0.856,0.9128,1.7,97.2,5.2,220.5,16,10,177,22,,0.822,0.969,7,-11.471,0,0.0582,0.259,0.000153,0.39,0.765,128.007,audio_features,2yAVzRiEQooPEJ9SYx11L3,spotify:track:2yAVzRiEQooPEJ9SYx11L3,https://api.spotify.com/v1/tracks/2yAVzRiEQooPEJ9SYx11L3,https://api.spotify.com/v1/audio-analysis/2yAVzRiEQooPEJ9SYx11L3,283748,4
1992,96,I Will Remember You,Amy Grant,0.183,0.029,0.788,0.9843,0.5,100.24,4,213.3,17,10,172,29,,0.949,0.661,5,-4.244,0,0.0572,0.0302,0,0.0454,0.76,104.504,audio_features,3yfqSUWxFvZELEM4PmlwIR,spotify:track:3yfqSUWxFvZELEM4PmlwIR,https://api.spotify.com/v1/tracks/3yfqSUWxFvZELEM4PmlwIR,https://api.spotify.com/v1/audio-analysis/3yfqSUWxFvZELEM4PmlwIR,284200,4
1992,97,We Got A Love Thang,CeCe Peniston,0.352,0.071,0.577,0.9992,0.5,105.66,5.2,381.6,12,33,347,41,"electronic/dance, pop",0.514,0.817,7,-6.489,1,0.05,0.0118,8.25E-06,0.346,0.734,186.765,audio_features,0WHOPmOuQKuu05k4g3UTvk,spotify:track:0WHOPmOuQKuu05k4g3UTvk,https://api.spotify.com/v1/tracks/0WHOPmOuQKuu05k4g3UTvk,https://api.spotify.com/v1/audio-analysis/0WHOPmOuQKuu05k4g3UTvk,280813,4
1992,99,They Want EFX,Das EFX,0.085,0.058,0.857,0.5087,2.9,88.74,5.2,814.5,107,15,610,72,,0.59,0.666,4,-4.047,0,0.0244,0.156,0,0.136,0.0743,104.042,audio_features,5gZEhPrN1VLqTG1nIAXeNK,spotify:track:5gZEhPrN1VLqTG1nIAXeNK,https://api.spotify.com/v1/tracks/5gZEhPrN1VLqTG1nIAXeNK,https://api.spotify.com/v1/audio-analysis/5gZEhPrN1VLqTG1nIAXeNK,263800,4
1993,1,I Will Always Love You,Whitney Houston,0.545,0.006,0.449,0.9993,0.9,99.23,4.4,176.4,6,10,150,24,pop,0.458,0.795,0,-3.265,1,0.0574,0.00316,0.000202,0.0756,0.513,123.229,audio_features,64BbK9SFKH2jk86U3dGj2P,spotify:track:64BbK9SFKH2jk86U3dGj2P,https://api.spotify.com/v1/tracks/64BbK9SFKH2jk86U3dGj2P,https://api.spotify.com/v1/audio-analysis/64BbK9SFKH2jk86U3dGj2P,255373,4
1993,6,Weak,SWV,0.175,0.154,0.672,0.972,0.5,105.66,5.2,547.2,21,42,485,60,,0.798,0.48,0,-5.564,1,0.0276,0.247,0,0.237,0.643,108.241,audio_features,5S0cvScXb33JVpjTiY9Ivi,spotify:track:5S0cvScXb33JVpjTiY9Ivi,https://api.spotify.com/v1/tracks/5S0cvScXb33JVpjTiY9Ivi,https://api.spotify.com/v1/audio-analysis/5S0cvScXb33JVpjTiY9Ivi,255600,4
1993,7,If I Ever Fall In Love,Shai,0.318,0.012,0.671,0.9979,1.3,98.21,4.8,314.1,24,14,255,32,,0.854,0.543,8,-6.166,0,0.0844,0.0402,5.73E-05,0.0419,0.868,103.032,audio_features,5PMKzsUsTpZZGsCcJBuhP2,spotify:track:5PMKzsUsTpZZGsCcJBuhP2,https://api.spotify.com/v1/tracks/5PMKzsUsTpZZGsCcJBuhP2,https://api.spotify.com/v1/audio-analysis/5PMKzsUsTpZZGsCcJBuhP2,243733,4
1993,8,Dreamlover,Mariah Carey,0.157,0.091,0.752,0.9626,2.1,90.77,4.4,432,24,32,322,50,"pop, hip-hop/rnb",0.628,0.749,4,-5.18,1,0.03,0.0569,0.00204,0.134,0.31,129.2,audio_features,1rAzW6aco1ZtxLRx4XOagB,spotify:track:1rAzW6aco1ZtxLRx4XOagB,https://api.spotify.com/v1/tracks/1rAzW6aco1ZtxLRx4XOagB,https://api.spotify.com/v1/audio-analysis/1rAzW6aco1ZtxLRx4XOagB,327667,4
1993,9,Rump Shaker,Wreckx-N-Effect,0.056,0.126,0.818,-0.9887,1.3,98.21,4.8,1048.5,60,90,849,119,,0.914,0.607,7,-5.658,1,0.32,0.0626,0,0.0515,0.666,98.054,audio_features,1jRzdY7oUBOhrylNtiMtBD,spotify:track:1jRzdY7oUBOhrylNtiMtBD,https://api.spotify.com/v1/tracks/1jRzdY7oUBOhrylNtiMtBD,https://api.spotify.com/v1/audio-analysis/1jRzdY7oUBOhrylNtiMtBD,256973,4
1993,10,Informer,Snow,0.061,0.125,0.814,-0.9956,2.1,96.18,5.6,1033.2,62,80,869,96,reggae,0.724,0.416,5,-8.964,0,0.0841,0.365,0,0.0969,0.578,151.181,audio_features,7BgUcOjSOlKJXASLgJ6bx1,spotify:track:7BgUcOjSOlKJXASLgJ6bx1,https://api.spotify.com/v1/tracks/7BgUcOjSOlKJXASLgJ6bx1,https://api.spotify.com/v1/audio-analysis/7BgUcOjSOlKJXASLgJ6bx1,348893,4
1993,12,In The Still Of The Nite,Boyz II Men,0.209,0,0.791,0.9884,0.9,99.23,4.4,185.4,9,20,158,26,"pop, soul",0.51,0.931,11,-3.302,1,0.347,0.0738,0,0.5,0.53,201.936,audio_features,0LWkaEyQRkF0XAms8Bg1fC,spotify:track:0LWkaEyQRkF0XAms8Bg1fC,https://api.spotify.com/v1/tracks/0LWkaEyQRkF0XAms8Bg1fC,https://api.spotify.com/v1/audio-analysis/0LWkaEyQRkF0XAms8Bg1fC,268867,4
1993,15,Lately,Jodeci,0.197,0.077,0.726,0.9815,0.9,99.23,4.4,342,35,33,277,41,,0.488,0.923,2,-3.697,1,0.103,0.129,0,0.158,0.818,183.891,audio_features,296XGtH5MeGisqD3uAz6Q6,spotify:track:296XGtH5MeGisqD3uAz6Q6,https://api.spotify.com/v1/tracks/296XGtH5MeGisqD3uAz6Q6,https://api.spotify.com/v1/audio-analysis/296XGtH5MeGisqD3uAz6Q6,202253,4
1993,17,Show Me Love,Robin S.,0.297,0.037,0.666,0.999,0.5,100.24,4,502.2,24,44,403,69,,0.626,0.532,9,-7.205,1,0.0275,0.296,0,0.122,0.33,130.071,audio_features,4ekWUsmWMaT5EI3VL0epBk,spotify:track:4ekWUsmWMaT5EI3VL0epBk,https://api.spotify.com/v1/tracks/4ekWUsmWMaT5EI3VL0epBk,https://api.spotify.com/v1/audio-analysis/4ekWUsmWMaT5EI3VL0epBk,248240,4
1993,18,A Whole New World,Peabo Bryson,0.114,0.033,0.854,0.9638,1.7,91.78,4,345.6,30,22,268,51,soul,0.922,0.909,10,-2.429,0,0.27,0.0281,0,0.0856,0.309,95.295,audio_features,4LwU4Vp6od3Sb08CsP99GC,spotify:track:4LwU4Vp6od3Sb08CsP99GC,https://api.spotify.com/v1/tracks/4LwU4Vp6od3Sb08CsP99GC,https://api.spotify.com/v1/audio-analysis/4LwU4Vp6od3Sb08CsP99GC,161507,4
1993,19,If,Janet Jackson,0.083,0.011,0.906,0.9864,-0.3,107.69,4.4,588.6,24,53,549,84,"electronic/dance, pop",0.677,0.665,7,-5.171,1,0.0305,0.56,1.01E-06,0.338,0.706,74.981,audio_features,70XtWbcVZcpaOddJftMcVi,spotify:track:70XtWbcVZcpaOddJftMcVi,https://api.spotify.com/v1/tracks/70XtWbcVZcpaOddJftMcVi,https://api.spotify.com/v1/audio-analysis/70XtWbcVZcpaOddJftMcVi,312533,4
1993,22,Runaway Train,Soul Asylum,0.111,0.063,0.826,0.8508,2.1,90.77,4.4,370.8,27,17,283,43,,0.647,0.49,9,-5.044,1,0.0288,0.676,0,0.231,0.298,132.336,audio_features,5ApdBBa3MtTzpF0MbpB2NG,spotify:track:5ApdBBa3MtTzpF0MbpB2NG,https://api.spotify.com/v1/tracks/5ApdBBa3MtTzpF0MbpB2NG,https://api.spotify.com/v1/audio-analysis/5ApdBBa3MtTzpF0MbpB2NG,204067,4
1993,26,The River Of Dreams,Billy Joel,0.059,0.069,0.872,-0.1904,0.9,99.23,4.4,359.1,22,20,299,47,"classical/soundtrack, pop, rock",0.664,0.396,5,-9.131,0,0.0298,0.52,0,0.268,0.453,102.053,audio_features,2uZwyxrg6VPvlVsvclIfel,spotify:track:2uZwyxrg6VPvlVsvclIfel,https://api.spotify.com/v1/tracks/2uZwyxrg6VPvlVsvclIfel,https://api.spotify.com/v1/audio-analysis/2uZwyxrg6VPvlVsvclIfel,253627,4
1993,28,Two Princes,Spin Doctors,0.144,0.003,0.853,0.9965,-0.3,107.69,4.4,588.6,20,51,522,85,,0.648,0.667,0,-8.986,1,0.0311,0.0534,6.94E-06,0.0908,0.669,109.609,audio_features,7rDcULv8vV16vetBjPJhuE,spotify:track:7rDcULv8vV16vetBjPJhuE,https://api.spotify.com/v1/tracks/7rDcULv8vV16vetBjPJhuE,https://api.spotify.com/v1/audio-analysis/7rDcULv8vV16vetBjPJhuE,209067,4
1993,30,I Have Nothing,Whitney Houston,0.121,0.018,0.861,0.9832,1.7,91.78,4,375.3,19,25,294,56,pop,0.444,0.484,9,-8.311,1,0.0289,0.12,0,0.135,0.263,147.715,audio_features,5BeY2wY4rGFD1Q3aXO83Bv,spotify:track:5BeY2wY4rGFD1Q3aXO83Bv,https://api.spotify.com/v1/tracks/5BeY2wY4rGFD1Q3aXO83Bv,https://api.spotify.com/v1/audio-analysis/5BeY2wY4rGFD1Q3aXO83Bv,279867,4
1993,31,Mr. Wendal,Arrested Development,0.114,0.137,0.749,-0.8743,1.3,98.21,4.8,376.2,37,13,312,40,,0.527,0.878,11,-5.704,1,0.0424,0.000555,0,0.0852,0.757,132.791,audio_features,0RZuCBV900eNA2FXCQ3uUM,spotify:track:0RZuCBV900eNA2FXCQ3uUM,https://api.spotify.com/v1/tracks/0RZuCBV900eNA2FXCQ3uUM,https://api.spotify.com/v1/audio-analysis/0RZuCBV900eNA2FXCQ3uUM,238533,4
1993,32,Have I Told You Lately,Rod Stewart,0.245,0.127,0.628,0.9883,0.9,99.23,4.4,300.6,13,26,243,36,"pop, rock",0.385,0.443,7,-9.627,0,0.0295,0.0632,0,0.0898,0.275,151.278,audio_features,65B1tEOv5W294uCKbmEcFV,spotify:track:65B1tEOv5W294uCKbmEcFV,https://api.spotify.com/v1/tracks/65B1tEOv5W294uCKbmEcFV,https://api.spotify.com/v1/audio-analysis/65B1tEOv5W294uCKbmEcFV,294533,4
1993,33,Saving Forever For You,Shanice,0.179,0.012,0.809,0.9917,4.1,74.86,4,315,30,23,217,43,"pop, hip-hop/rnb",0.671,0.882,8,-6.149,0,0.0552,0.00181,0.667,0.285,0.787,136.955,audio_features,5XVjNRubJUW0iPhhSWpLCj,spotify:track:5XVjNRubJUW0iPhhSWpLCj,https://api.spotify.com/v1/tracks/5XVjNRubJUW0iPhhSWpLCj,https://api.spotify.com/v1/audio-analysis/5XVjNRubJUW0iPhhSWpLCj,214883,4
1993,37,Slam,Onyx,0.022,0.157,0.821,-0.9981,1.7,97.2,5.2,761.4,88,22,631,76,,,,,,,,,,,,,,,,,,,
1993,38,Looking Through Patient Eyes,P.M. Dawn,0.181,0.129,0.689,0.9844,1.7,97.2,5.2,620.1,50,21,500,61,,0.707,0.514,9,-7.286,0,0.0355,0.517,0,0.286,0.687,130.02,audio_features,5J1LBuPcII426fjeXy8Bv1,spotify:track:5J1LBuPcII426fjeXy8Bv1,https://api.spotify.com/v1/tracks/5J1LBuPcII426fjeXy8Bv1,https://api.spotify.com/v1/audio-analysis/5J1LBuPcII426fjeXy8Bv1,256560,4
1993,45,Hip Hop Hooray,Naughty By Nature,0.141,0.085,0.774,0.9892,0.9,99.23,4.4,724.5,75,20,584,90,,0.481,0.638,0,-5.862,1,0.0276,0.153,0,0.154,0.497,79.064,audio_features,2hKdd3qO7cWr2Jo0Bcs0MA,spotify:track:2hKdd3qO7cWr2Jo0Bcs0MA,https://api.spotify.com/v1/tracks/2hKdd3qO7cWr2Jo0Bcs0MA,https://api.spotify.com/v1/audio-analysis/2hKdd3qO7cWr2Jo0Bcs0MA,259933,4
1993,46,Another Sad Love Song,Toni Braxton,0.138,0.235,0.627,-0.9874,0.5,100.24,4,459.9,29,37,392,73,pop,0.708,0.587,11,-7.93,0,0.151,0.273,0,0.0718,0.554,83.46,audio_features,6MLsahMK3VvH9NUwXOktdS,spotify:track:6MLsahMK3VvH9NUwXOktdS,https://api.spotify.com/v1/tracks/6MLsahMK3VvH9NUwXOktdS,https://api.spotify.com/v1/audio-analysis/6MLsahMK3VvH9NUwXOktdS,262133,4
1993,47,Will You Be There,Michael Jackson,0.185,0.127,0.689,0.9663,0.9,99.23,4.4,415.8,36,20,354,52,"disco, pop, hip-hop/rnb, rock, soul",0.544,0.659,9,-7.191,1,0.0298,0.427,1.33E-06,0.126,0.361,109.933,audio_features,2f5N826udWfjT9iomeaBJt,spotify:track:2f5N826udWfjT9iomeaBJt,https://api.spotify.com/v1/tracks/2f5N826udWfjT9iomeaBJt,https://api.spotify.com/v1/audio-analysis/2f5N826udWfjT9iomeaBJt,274933,4
1993,49,Good Enough,Bobby Brown,0.067,0.092,0.841,-0.8936,1.3,98.21,4.8,584.1,29,32,497,69,"pop, hip-hop/rnb",0.55,0.804,2,-5.218,1,0.0271,0.0148,4.33E-05,0.105,0.789,79.166,audio_features,5c1QJAiC3773EwiZLwHf5x,spotify:track:5c1QJAiC3773EwiZLwHf5x,https://api.spotify.com/v1/tracks/5c1QJAiC3773EwiZLwHf5x,https://api.spotify.com/v1/audio-analysis/5c1QJAiC3773EwiZLwHf5x,231667,4
1993,51,All That She Wants,Ace Of Base,0.037,0.02,0.942,0.6369,2.1,90.77,4.4,306,16,34,244,40,"electronic/dance, pop",0.667,0.773,5,-4.983,0,0.0586,0.201,0,0.404,0.667,89.976,audio_features,4zYTZvtcww7OWKie7fxA9E,spotify:track:4zYTZvtcww7OWKie7fxA9E,https://api.spotify.com/v1/tracks/4zYTZvtcww7OWKie7fxA9E,https://api.spotify.com/v1/audio-analysis/4zYTZvtcww7OWKie7fxA9E,250707,4
1993,51,All That She Wants,Ace Of Base,0.037,0.02,0.942,0.6369,2.1,90.77,4.4,306,16,34,244,40,"electronic/dance, pop",0.589,0.687,2,-6.222,1,0.097,0.0778,0.000289,0.419,0.649,180.215,audio_features,4gM2BugovNf4bvXdjZODzG,spotify:track:4gM2BugovNf4bvXdjZODzG,https://api.spotify.com/v1/tracks/4gM2BugovNf4bvXdjZODzG,https://api.spotify.com/v1/audio-analysis/4gM2BugovNf4bvXdjZODzG,276067,4
1994,9,All That She Wants,Ace Of Base,0.037,0.02,0.942,0.6369,2.1,90.77,4.4,306,16,34,244,40,"electronic/dance, pop",0.667,0.773,5,-4.983,0,0.0586,0.201,0,0.404,0.667,89.976,audio_features,4zYTZvtcww7OWKie7fxA9E,spotify:track:4zYTZvtcww7OWKie7fxA9E,https://api.spotify.com/v1/tracks/4zYTZvtcww7OWKie7fxA9E,https://api.spotify.com/v1/audio-analysis/4zYTZvtcww7OWKie7fxA9E,250707,4
1994,9,All That She Wants,Ace Of Base,0.037,0.02,0.942,0.6369,2.1,90.77,4.4,306,16,34,244,40,"electronic/dance, pop",0.589,0.687,2,-6.222,1,0.097,0.0778,0.000289,0.419,0.649,180.215,audio_features,4gM2BugovNf4bvXdjZODzG,spotify:track:4gM2BugovNf4bvXdjZODzG,https://api.spotify.com/v1/tracks/4gM2BugovNf4bvXdjZODzG,https://api.spotify.com/v1/audio-analysis/4gM2BugovNf4bvXdjZODzG,276067,4
1993,53,Dre Day,Dr. Dre,0.121,0.153,0.726,-0.9948,1.7,97.2,5.2,842.4,85,21,700,83,,0.853,0.606,0,-4.596,1,0.0713,0.0561,0,0.313,0.654,94.759,audio_features,3WkibOpDF7cQ5xntM1epyf,spotify:track:3WkibOpDF7cQ5xntM1epyf,https://api.spotify.com/v1/tracks/3WkibOpDF7cQ5xntM1epyf,https://api.spotify.com/v1/audio-analysis/3WkibOpDF7cQ5xntM1epyf,227600,4
1993,54,One Last Cry,Brian McKnight,0.086,0.183,0.731,-0.9634,0.5,100.24,4,268.2,15,14,225,39,"pop, hip-hop/rnb, soul",0.509,0.774,6,-4.054,1,0.0338,0.00189,0.000549,0.143,0.0824,116.529,audio_features,25CMmGsl22APKhfuj4Tp7j,spotify:track:25CMmGsl22APKhfuj4Tp7j,https://api.spotify.com/v1/tracks/25CMmGsl22APKhfuj4Tp7j,https://api.spotify.com/v1/audio-analysis/25CMmGsl22APKhfuj4Tp7j,264707,4
1993,56,I Get Around,2Pac,0.102,0.074,0.824,0.9602,0.9,104.64,5.6,654.3,58,8,589,64,,0.74,0.766,6,-2.939,1,0.178,0.116,0,0.0406,0.807,170.531,audio_features,7FDV5ELOJHCGLe52AnttEd,spotify:track:7FDV5ELOJHCGLe52AnttEd,https://api.spotify.com/v1/tracks/7FDV5ELOJHCGLe52AnttEd,https://api.spotify.com/v1/audio-analysis/7FDV5ELOJHCGLe52AnttEd,235133,4
1993,57,Bed Of Roses,Bon Jovi,0.088,0.077,0.834,0.5976,0.1,106.67,4.8,468,39,22,416,53,rock,0.817,0.585,5,-4.688,1,0.0301,0.439,0,0.147,0.916,105.014,audio_features,4KoecuyOpZaNFZ0UqVsllc,spotify:track:4KoecuyOpZaNFZ0UqVsllc,https://api.spotify.com/v1/tracks/4KoecuyOpZaNFZ0UqVsllc,https://api.spotify.com/v1/audio-analysis/4KoecuyOpZaNFZ0UqVsllc,218440,4
1993,64,Hey Mr. D.J.,Zhane,0.116,0.004,0.879,0.9942,1.3,98.21,4.8,576,22,49,500,68,,0.514,0.911,1,-2.027,0,0.41,0.0559,0,0.775,0.619,161.109,audio_features,2Mpj1Ul5OFPyyP4wB62Rvi,spotify:track:2Mpj1Ul5OFPyyP4wB62Rvi,https://api.spotify.com/v1/tracks/2Mpj1Ul5OFPyyP4wB62Rvi,https://api.spotify.com/v1/audio-analysis/2Mpj1Ul5OFPyyP4wB62Rvi,254027,4
1993,65,Insane In The Brain,Cypress Hill,0.052,0.249,0.699,-0.9981,1.7,91.78,4,612.9,46,54,471,88,"hip-hop/rnb, religious",0.843,0.806,4,-5.946,0,0.269,0.143,0,0.0771,0.613,94.948,audio_features,0I3q5fE6wg7LIfHGngUTnV,spotify:track:0I3q5fE6wg7LIfHGngUTnV,https://api.spotify.com/v1/tracks/0I3q5fE6wg7LIfHGngUTnV,https://api.spotify.com/v1/audio-analysis/0I3q5fE6wg7LIfHGngUTnV,270507,4
