"title","year","position","artist","pos_sentiment","neg_sentiment","neut_sentiment","compound_sentiment","f_k_grade","flesch_index","fog_index","num_syllables","difficult_words","num_dupes","num_words","num_lines","tags","id","popularity","duration_ms","explicit","artists","id_artists","release_date","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature"
"I've Been In Love Before",1987,97,"Cutting Crew",0.3,0.038,0.662,0.9962,2.9,83.32,4,232.2,8,20,170,31,"","7yQNqjXp9BAGAppPGkTbYf",58,308133,0,"['Cutting Crew']","['3cniTumSiUysiPWXapGx1i']","1986-01-01",0.489,0.568,2,-13.329,1,0.0281,0.0562,0.0107,0.21,0.86,146.009,4
"Ice Box",2007,45,"Omarion",0.146,0.076,0.778,0.988,2.5,95.17,6,773.1,24,66,671,63,"","1Bv0Yl01xBDZD4OQP93fyl",46,256427,0,"['Omarion']","['0f5nVCcR06GX8Qikz0COtT']","2006-01-03",0.775,0.731,8,-5.446,1,0.134,0.189,0,0.129,0.821,131.103,4
"Ice Ice Baby",1990,45,"Vanilla Ice",0.111,0.097,0.792,0.8177,2.5,89.75,4.8,790.2,92,38,612,87,"","11d9oUiwHuYt216EFA2tiz",63,271467,0,"['Vanilla Ice']","['7GXXMm3DB1VswVcuGyInUd']","1990-01-01",0.98,0.535,2,-16.035,1,0.058,0.027,1.68e-06,0.104,0.675,115.744,4
"If",1993,19,"Janet Jackson",0.083,0.011,0.906,0.9864,-0.3,107.69,4.4,588.6,24,53,549,84,"electronic/dance, pop","2xuBN0fRuej1zwaWmWKAp6",15,169733,0,"['Dean Martin']","['49e4v89VmlDcFCMyDv9wQ9']","1951",0.244,0.196,6,-14.678,0,0.0356,0.957,0.865,0.113,0.147,126.187,3
"If Everyone Cared",2007,50,"Nickelback",0.221,0.164,0.615,0.9628,3.3,82.31,4.4,413.1,19,30,285,44,"rock","4qWQPFK9AtqqxJqGicATHv",49,218013,0,"['Nickelback']","['6deZN1bslXzeGvOLaLMOIF']","2005-09-26",0.519,0.85,6,-4.678,0,0.0354,0.000246,0.014,0.279,0.211,132.022,4
"If I Ain't Got You",2004,3,"Alicia Keys",0.227,0.028,0.745,0.9934,2.1,90.77,4.4,330.3,17,25,260,43,"pop, hip-hop/rnb, soul","2c5bXV6mlCHtIv68ayx7si",48,228707,0,"['Alicia Keys']","['3DiDSECUqqY1AuBP8qtaIa']","2003-12-02",0.618,0.445,7,-9.159,1,0.107,0.59,1.44e-05,0.104,0.157,118.344,3
"If I Could Turn Back Time",1989,35,"Cher",0.177,0.134,0.689,0.9636,-0.3,107.69,4.4,384.3,13,32,358,52,"electronic/dance, disco, folk, pop, hip-hop/rnb, rock","6mYrhCAGWzTdF8QnKuchXM",73,239827,0,"['Cher']","['72OaDtakiy6yFqkt4TsiFt']","1989-01-01",0.658,0.575,11,-10.365,1,0.0267,0.243,0,0.122,0.504,108.329,4
"If I Ever Fall In Love",1993,7,"Shai",0.318,0.012,0.671,0.9979,1.3,98.21,4.8,314.1,24,14,255,32,"","6qFgnBl61gOLopro18g1SH",26,289067,0,"['Shai']","['72y3ZI95ctkQC2O4mjBaU3']","2001-01-01",0.632,0.299,10,-12.242,0,0.0347,0.1,0,0.289,0.179,128.064,4
"If It Isn't Love",1988,67,"New Edition",0.043,0.293,0.664,-0.9983,-0.7,108.7,4,329.4,20,24,295,52,"pop, hip-hop/rnb","7JmPqImeW3kLoYVNBA9v11",59,309840,0,"['New Edition']","['1mFX1QlezK1lNPKQJkhwWb']","1988-01-01",0.588,0.856,5,-12.418,0,0.0378,0.0915,2.62e-05,0.365,0.781,97.968,4
"If It Makes You Happy",1997,55,"Sheryl Crow",0.227,0.097,0.675,0.9856,0.9,99.23,4.4,281.7,24,21,234,37,"country, folk, pop, rock","0lfPPoWG4b3OmhieJ2YDF0",61,324840,0,"['Sheryl Crow']","['4TKTii6gnOnUXQHyuo9JaD']","1996-09-24",0.541,0.692,7,-7.056,1,0.0278,0.0409,0.000178,0.108,0.303,95.446,4
"If It Makes You Happy",1996,75,"Sheryl Crow",0.227,0.097,0.675,0.9856,0.9,99.23,4.4,281.7,24,21,234,37,"country, folk, pop, rock","0lfPPoWG4b3OmhieJ2YDF0",61,324840,0,"['Sheryl Crow']","['4TKTii6gnOnUXQHyuo9JaD']","1996-09-24",0.541,0.692,7,-7.056,1,0.0278,0.0409,0.000178,0.108,0.303,95.446,4
"If Today Was Your Last Day",2009,70,"Nickelback",0.146,0.051,0.803,0.9868,2.1,90.77,4.4,458.1,22,24,356,56,"rock","4QJLKU75Rg4558f4LbDBRi",68,249067,0,"['Nickelback']","['6deZN1bslXzeGvOLaLMOIF']","2008-10-28",0.485,0.911,3,-5.749,1,0.0355,8.67e-05,0,0.092,0.568,89.956,4
"If U Seek Amy",2009,74,"Britney Spears",0.108,0.059,0.832,0.9801,0.9,104.64,5.6,614.7,22,40,554,57,"electronic/dance, pop","2hdy9Wt9qp7M7d0U3ossu2",71,216520,0,"['Britney Spears']","['26dSoYclwsYLMAKD3tpOr4']","2008-12-02",0.717,0.587,4,-7.296,0,0.0339,0.0192,0,0.0523,0.544,129.954,4
"If Wishes Came True",1990,25,"Sweet Sensation",0.378,0.063,0.559,0.9991,1.3,98.21,4.8,351,18,26,288,40,"pop","5gAdATsfINRIljv4LbrKX2",36,315160,0,"['Sweet Sensation']","['0DSE3n3008wiKzfd8vNhWy']","1990",0.493,0.453,3,-10.878,1,0.0248,0.0944,0.00467,0.1,0.188,143.725,4
"If You Asked Me To",1992,28,"Celine Dion",0.061,0.008,0.931,0.9436,0.9,99.23,4.4,365.4,22,28,304,44,"pop","2BvBND9pWHh0EDUgcEdXfy",41,239827,0,"['Patti LaBelle']","['0ty0xha1dbprYIUAQufkFn']","1989-01-01",0.484,0.441,5,-10.63,1,0.0254,0.453,0.000327,0.276,0.275,173.18,4
"If You Go",1994,23,"Jon Secada",0.105,0.042,0.853,0.9492,0.9,99.23,4.4,411.3,21,24,344,51,"","6fA7vZD7BZ9BqZm4DTbU4s",36,259490,0,"['Barry & Eileen']","['1daWV98hmrdIYNmryQsF1z']","1975-03-01",0.664,0.329,7,-15.817,1,0.0252,0.563,6.43e-05,0.117,0.685,97.632,4
"If You Had My Love",1999,12,"Jennifer Lopez",0.257,0.016,0.728,0.9989,-0.7,108.7,4,468,10,44,433,76,"electronic/dance, pop","3wvg3Jpee5NzpSBZhBqFdE",55,264893,0,"['Jennifer Lopez']","['2DlGxzQSjYe5N6G9nkYghR']","1999-04-20",0.686,0.622,11,-7.007,0,0.0369,0.0655,6.32e-05,0.11,0.807,94.008,4
"If You Love Me",1995,34,"Brownstone",0.214,0.025,0.761,0.9977,0.1,106.67,4.8,450,17,52,408,57,"","3VZMAx8GdrO73kvTZDD8rU",42,385720,0,"['Mint Condition']","['4MT97VeycuegSicrrphisJ']","1999-10-22",0.442,0.585,6,-6.012,1,0.0305,0.606,5.85e-05,0.185,0.233,118.736,4
"If You're Gone",2001,6,"matchbox twenty",0.052,0.146,0.803,-0.9861,0.5,100.24,4,429.3,17,26,350,61,"rock","4P9yoK135FP3FBCTRNY32U",23,165000,0,"['The Byrds']","['1PCZpxHJz7WAMF8EEq8bfc']","1965-12-06",0.368,0.446,7,-10.477,1,0.0281,0.221,3.31e-05,0.0764,0.539,160.245,3
"If You're Not The One",2003,60,"Daniel Bedingfield",0.149,0.048,0.803,0.9912,1.7,102.61,6.4,414.9,9,15,383,32,"electronic/dance, pop","6B6aCxSBsECsulzOkJRxGv",60,257027,0,"['Daniel Bedingfield']","['11hIqBsGRPztdjBHCSLClX']","2002",0.688,0.538,10,-7.608,1,0.0292,0.504,0,0.111,0.27,119.998,4
"Ignition",2003,2,"R. Kelly",0.042,0.022,0.936,0.8095,0.9,99.23,4.4,628.2,36,52,534,83,"hip-hop/rnb, pop, hip-hop/rnb, soul","29pIgBybQFDDuZEu2wMaEA",46,196240,0,"['R. Kelly']","['2mxe0TnaNL039ysAj51xPQ']","2003",0.802,0.325,10,-9.762,0,0.15,0.338,0,0.0897,0.73,66.493,4
"Imma Be",2010,20,"Black Eyed Peas",0.16,0.038,0.802,0.9983,2.1,90.77,4.4,890.1,88,46,666,96,"pop","5OiLJ8tjUPFiPX2gVM8fxJ",69,257560,0,"['Black Eyed Peas']","['1yxSLGMDHlW21z4YXirZDS']","2009-01-01",0.597,0.517,0,-6.963,1,0.365,0.179,0,0.307,0.412,92.035,4
"Impulsive",1991,48,"Wilson Phillips",0.109,0.17,0.721,-0.9307,3.3,82.31,4.4,316.8,25,20,229,34,"pop","2lxfnTyWxW381PXDm9Mg77",40,274267,0,"['Wilson Phillips']","['1yMYjh77WgOVafRkI50mim']","1990-05-08",0.657,0.76,4,-8.613,1,0.0298,0.171,0.00551,0.224,0.71,107.872,4
"In Da Club",2003,1,"50 Cent",0.097,0.125,0.778,-0.9862,1.3,103.63,6,753.3,44,32,663,65,"hip-hop/rnb","3deUegCTzY5SH15lFlTbUP",48,193467,1,"['50 Cent']","['3q7HBObVc0L8jNeTe5Gofh']","2003-02-06",0.902,0.72,6,-2.776,0,0.347,0.26,0,0.0749,0.805,90.059,4
"In My Head",2010,14,"Jason Derulo",0.104,0.044,0.852,0.9821,0.1,106.67,4.8,432,23,30,404,53,"electronic/dance, pop","7bxwzsBFJFhtMZVbdcduzm",44,187613,0,"['Tommy Guerrero']","['5qnkHpjyS6CUxH1UUy82B7']","1997-03-01",0.678,0.882,6,-6.511,0,0.0463,0.581,0.689,0.0596,0.889,88.561,4
"In My House",1985,63,"Mary Jane Girls",0.121,0.028,0.851,0.9863,2.5,89.75,4.8,387.9,15,28,293,39,"","11vItFXykyMe5BNKmItbo2",50,302200,0,"['Mary Jane Girls']","['7vRMMs8yrKf4PKUpUllMkr']","1985-01-01",0.793,0.637,10,-11.037,0,0.0309,0.0155,0.219,0.0765,0.943,116.832,4
"In The Dark",2011,83,"Dev",0.025,0.05,0.925,-0.7236,0.1,106.67,4.8,367.2,12,32,329,46,"","7HNhsMpyZt7mliaDMIlFgm",11,224484,0,"['Andrew Rayel', 'HALIENE']","['1UtBjqMZBAmqIPlDrKu7Tr', '1sKIizVYeHkGy7Tjmn9QRj']","2018-12-14",0.495,0.893,9,-3.714,0,0.0613,0.00308,0,0.659,0.0687,130.079,4
"In the End",2002,7,"Linkin Park",0.051,0.103,0.846,-0.8469,1.3,98.21,4.8,439.2,26,23,381,49,"rock","7q115ia4fQn9zonjpexWsY",46,216880,0,"['Linkin Park']","['6XyY86QOPPrYVGvF9ch6wz']","2000-10-24",0.556,0.864,3,-5.87,0,0.0584,0.00958,0,0.209,0.4,105.143,4
"In Those Jeans",2003,50,"Ginuwine",0.232,0.056,0.712,0.9963,0.9,99.23,4.4,388.8,25,18,327,51,"","5ojJNnX5ND2gMGojPd3NiO",62,243307,1,"['Ginuwine']","['7r8RF1tN2A4CiGEplkp1oP']","2003-04-08",0.691,0.541,1,-5.873,1,0.0776,0.508,0,0.0753,0.319,127.683,4
"In Your Room",1989,66,"Bangles",0.24,0.014,0.746,0.9866,-0.3,107.69,4.4,170.1,6,7,152,24,"pop, rock","7l5XWtUfIclO2xCTFvts8V",49,566467,0,"['Airiel']","['1WOhabhnnH1k6KcD81xGD1']","2004-02-10",0.187,0.945,11,-6.332,1,0.0398,0.000256,0.241,0.104,0.461,104.974,4
"Incomplete",2000,25,"Sisqo",0.098,0.068,0.835,0.8613,2.1,90.77,4.4,588.6,40,33,450,65,"","3w8Mw9GHYepoTWOSdiyosj",61,274227,1,"['Sisqo']","['6x9QLdzo6eBZxJ1bHsDkjg']","1999-01-01",0.746,0.443,1,-7.693,0,0.0771,0.282,0,0.14,0.272,119.311,4
"Incomplete",2005,64,"Backstreet Boys",0.092,0.061,0.846,0.8126,1.7,97.2,5.2,246.6,19,12,202,24,"pop","3w8Mw9GHYepoTWOSdiyosj",61,274227,1,"['Sisqo']","['6x9QLdzo6eBZxJ1bHsDkjg']","1999-01-01",0.746,0.443,1,-7.693,0,0.0771,0.282,0,0.14,0.272,119.311,4
"Indian Outlaw",1994,90,"Tim McGraw",0.112,0.034,0.853,0.947,0.5,100.24,4,304.2,23,18,248,42,"country","1fYypIR0kaFzaSRbzvtjl9",65,182120,0,"['Tim McGraw']","['6roFdX1y5BYSbp60OTJWMd']","1994-03-22",0.664,0.739,9,-7.229,1,0.0415,0.0364,4.99e-05,0.282,0.759,110.101,4
"Informer",1993,10,"Snow",0.061,0.125,0.814,-0.9956,2.1,96.18,5.6,1033.2,62,80,869,96,"reggae","2LjiPAQOVazT8sRyXL3XRs",65,268910,0,"['Snow']","['3uZFBSsMiooimnprFL9jD1']","1993",0.763,0.742,6,-10.975,0,0.188,0.0984,0,0.38,0.483,98.145,4
"Insensitive",1996,22,"Jann Arden",0.102,0.082,0.817,0.8156,2.5,89.75,4.8,319.5,16,16,250,34,"pop","0yx00RNuvZY5Vn8nlpUnMk",52,255893,0,"['Jann Arden']","['1aftUCES5zD5xXI7O9ZF9F']","1994-01-01",0.512,0.429,2,-9.931,1,0.0256,0.154,8.81e-05,0.101,0.332,178.669,4
"International Love",2012,48,"Pitbull",0.213,0.062,0.724,0.9986,3.3,82.31,4.4,690.3,63,54,494,71,"","2O282x8rik9PMihQAx6bAq",51,246400,0,"['Fidel Nadal']","['7l2wptrNdI4wEHxTlWa6SS']","2008-08-01",0.699,0.699,8,-6.936,0,0.0618,0.0163,0,0.0651,0.745,175.971,4
"Into You",2003,23,"Fabolous",0.149,0.063,0.787,0.9948,1.3,98.21,4.8,761.4,74,31,635,87,"","76FZM38RC8XaAjJ77CVTNe",73,244453,0,"['Ariana Grande']","['66CXWjxzNUsdJxJ2JdwvnR']","2016-04-01",0.623,0.734,9,-5.95,1,0.107,0.0162,1.9e-06,0.145,0.372,107.853,4
"Invisible Man",1997,45,"98 Degrees",0.216,0.021,0.763,0.9941,0.5,100.24,4,267.3,27,11,219,39,"pop, hip-hop/rnb, soul","5EOGZmuU56m3fFhqr4HCLe",44,283267,0,"['98º']","['6V03b3Y36lolYP2orXn8mV']","1998-01-01",0.694,0.552,9,-10.452,0,0.0278,0.202,0,0.176,0.573,89.904,4
"Iris",1999,94,"Goo Goo Dolls",0.073,0.129,0.798,-0.6266,0.1,106.67,4.8,284.4,14,21,255,32,"","0KoOjfEWunxYIF4YTNlPPC",47,248267,0,"['Ronan Keating']","['3nlHsNqwCSvT988ZfSW1Yh']","2006-01-01",0.44,0.581,1,-7.052,1,0.0284,0.0231,0.000996,0.103,0.252,155.051,3
"Ironic",1996,13,"Alanis Morissette",0.234,0.044,0.722,0.9952,1.3,98.21,4.8,378.9,24,17,304,41,"alternative/indie, pop, rock","29YBihzQOmat0U74k4ukdx",62,228573,0,"['Alanis Morissette']","['6ogn9necmbUdCppmNnGOdi']","2005-11-11",0.456,0.635,11,-5.731,1,0.0573,0.245,0,0.194,0.293,170.652,4
"Irreplaceable",2007,1,"Beyonce",0.049,0.024,0.928,0.8195,1.3,98.21,4.8,647.1,34,45,551,70,"pop, hip-hop/rnb","7oWTmPMjySEf0PujE1m2V3",0,229000,0,"['Sassydee']","['2Voym2yJawg9ChaAiybFJv']","2017-03-31",0.764,0.713,5,-4.286,0,0.189,0.197,0,0.113,0.517,87.969,4
"Irresistible",2001,63,"Jessica Simpson",0.187,0.034,0.779,0.9922,2.9,83.32,4,424.8,26,20,296,50,"","6I6hvKYz9xpn7r9b3HmWqY",53,225840,0,"['La Fe Norteña De Toño Aranda']","['6MMoDGT2Mm3lz5sfVcd3Ck']","2010-02-19",0.803,0.594,5,-4.792,1,0.0362,0.736,0.000609,0.318,0.844,110.806,4
"Is This Love",1988,17,"Whitesnake",0.314,0.013,0.673,0.9991,1.3,98.21,4.8,367.2,14,25,319,44,"blues, rock","4h0Lc2sgVxRa9ICugb5IjA",47,197547,0,"['Groove Da Praia']","['0wf8Rn6bjZgEkKp0eV9omw']","2007",0.924,0.487,9,-11.861,1,0.0865,0.216,0.682,0.386,0.663,119.978,4
"Is This Love",1987,78,"Survivor",0.314,0.063,0.622,0.9988,0.9,99.23,4.4,351,25,24,291,46,"","4h0Lc2sgVxRa9ICugb5IjA",47,197547,0,"['Groove Da Praia']","['0wf8Rn6bjZgEkKp0eV9omw']","2007",0.924,0.487,9,-11.861,1,0.0865,0.216,0.682,0.386,0.663,119.978,4
"It Ain't Over 'Til It's Over",1991,35,"Lenny Kravitz",0.149,0.19,0.66,-0.8226,1.7,91.78,4,314.1,14,30,240,42,"rock, soul","3aZPzF7Sr0zy3K0EkKyEzk",53,242640,0,"['Lenny Kravitz']","['5gznATMVO85ZcLTkE9ULU7']","2000",0.663,0.748,6,-5.83,1,0.0462,0.277,0.003,0.312,0.926,159.719,4
"It Ends Tonight",2007,55,"All-American Rejects",0.052,0.138,0.81,-0.9235,0.9,99.23,4.4,303.3,16,16,257,37,"alternative/indie, pop","1FMHNVeJ9s1x1l1WlaRs2I",61,244827,0,"['The All-American Rejects']","['3vAaWhdBR38Q02ohXqaNHT']","2005-01-01",0.454,0.636,0,-4.731,1,0.0273,0.00228,0,0.154,0.313,87.89,4
"It Feels So Good",2000,34,"Sonique",0.215,0.021,0.764,0.9885,-0.7,108.7,4,188.1,13,12,164,30,"","4Y8q64VnhD0vFYy9g2WFpi",64,240867,0,"['Sonique']","['5xtqw2B8z8JGfDYi2eAZHI']","2000-08-24",0.634,0.677,5,-7.278,0,0.0304,0.0117,0.00103,0.126,0.558,135.012,4
"It Goes Like This",2013,90,"Thomas Rhett",0.13,0.008,0.862,0.9855,1.3,103.63,6,325.8,16,12,294,29,"country","6GsAD8PgHxmEuIPTG8GP3M",65,186080,0,"['Thomas Rhett']","['6x2LnllRG5uGarZMsD4iO8']","2013-01-01",0.543,0.837,11,-6.448,1,0.0608,0.117,0,0.0872,0.506,168.056,4
"It Must Have Been Love",1990,2,"Roxette",0.207,0.056,0.737,0.9959,1.7,97.2,5.2,343.8,15,19,282,35,"pop, rock","3viORbKD3U7qHOc62eU44P",50,192679,0,"['RÅNDA']","['4id5VIPgURo2I3SYw1ApFa']","2018-01-24",0.487,0.614,7,-10.332,1,0.0316,0.0385,5.06e-05,0.204,0.315,104.842,4
"It Was A Good Day",1993,78,"Ice Cube",0.068,0.232,0.7,-0.9986,1.7,97.2,5.2,611.1,78,14,512,63,"hip-hop/rnb","2GrOq1y5gksYrqkc8Jzl9T",71,260080,1,"['Ice Cube']","['3Mcii5XWf6E0lrY3Uky4cA']","2001-12-04",0.797,0.779,7,-4.719,0,0.141,0.319,0.000142,0.266,0.82,82.37,4
"It Wasn't Me",2001,12,"Shaggy",0.033,0.051,0.917,-0.8239,1.3,98.21,4.8,711,45,44,609,79,"reggae","1lxTOuziljMBXcqwBjvrzI",9,229195,0,"['Shaggy', 'Ricardo Ducent']","['5EvFsr3kj42KNv97ZEnqij', '2A34tPohQbyzuaroohYFXP']","2020-12-16",0.851,0.621,0,-4.184,1,0.0675,0.0545,0,0.336,0.691,94.739,4
"It Will Rain",2012,26,"Bruno Mars",0.071,0.138,0.79,-0.9655,2.5,95.17,6,384.3,21,15,312,31,"pop","3Awljtm8xO7sQxCkxAwUyd",45,268212,0,"['Boyce Avenue']","['7CQwac16i1W5ej8YpuL3dv']","2012-07-24",0.433,0.417,9,-9.062,1,0.0451,0.484,0,0.111,0.176,74.094,4
"It's A Great Day To Be Alive",2001,88,"Travis Tritt",0.271,0.067,0.663,0.9978,1.3,98.21,4.8,378,26,24,311,43,"country","3OOyMn9wG699wYyzBmpavO",42,288670,0,"['Darrell Scott']","['1qMgGon16RoDAfujk41Em0']","1997",0.655,0.338,7,-13.26,1,0.0312,0.306,1.85e-05,0.0729,0.671,126.432,4
"It's All Coming Back To Me Now",1996,18,"Celine Dion",0.161,0.068,0.771,0.9962,0.9,99.23,4.4,738.9,31,46,638,95,"pop","2WJOBZxuMiMB6WmuGMy9Xx",45,365440,0,"['Meat Loaf', 'Marion Ravn']","['7dnB1wSxbYa8CejeVg98hz', '6yAM1PGDw9qo26YNtIHLjt']","2006-01-01",0.257,0.47,6,-8.352,1,0.0326,0.682,0,0.126,0.246,80.432,4
"It's All Coming Back To Me Now",1997,50,"Celine Dion",0.161,0.068,0.771,0.9962,0.9,99.23,4.4,738.9,31,46,638,95,"pop","2WJOBZxuMiMB6WmuGMy9Xx",45,365440,0,"['Meat Loaf', 'Marion Ravn']","['7dnB1wSxbYa8CejeVg98hz', '6yAM1PGDw9qo26YNtIHLjt']","2006-01-01",0.257,0.47,6,-8.352,1,0.0326,0.682,0,0.126,0.246,80.432,4
"It's Been Awhile",2001,14,"Staind",0.144,0.036,0.82,0.9849,3.3,87.72,5.6,334.8,13,11,265,29,"rock","25CMmGsl22APKhfuj4Tp7j",68,264707,1,"['Staind']","['5KDIH2gF0VpelTqyQS7udb']","2001-05-22",0.509,0.774,6,-4.054,1,0.0338,0.00189,0.000549,0.143,0.0824,116.529,4
"It's Five O'Clock Somewhere",2003,65,"Alan Jackson",0.123,0.115,0.762,0.4338,2.1,90.77,4.4,480.6,47,28,365,55,"country","5oHHMDcVOmPSFrCgdbHPdb",67,230133,0,"['Alan Jackson', 'Jimmy Buffett']","['4mxWe1mtYIYfP040G38yvS', '28AyklUmMECPwdfo8NEsV0']","2010-11-19",0.713,0.772,2,-6.69,1,0.0372,0.208,0,0.211,0.88,125.202,4
"It's Like That",2005,69,"Mariah Carey",0.124,0.175,0.701,-0.9404,0.5,100.24,4,393.3,32,32,329,61,"pop, hip-hop/rnb","0CtkjgZpkgnW7U6WmHsakD",64,250627,0,"['Run–D.M.C.', 'Jason Nevins']","['3CQIn7N5CuRDP8wEI7FiDA', '5w0ka9nPOmEH6CcZrutyP2']","2002-09-10",0.852,0.874,7,-11.208,1,0.0427,0.0168,0.45,0.133,0.666,129.029,4
"It's My Life",2004,38,"No Doubt",0.159,0.069,0.772,0.9147,0.1,101.26,3.6,186.3,12,20,156,36,"rock","2IXGIhLcTl5WsCcFYuq3Tt",48,189267,0,"['The Animals']","['3ICflSq6ZgYAIrm2CTkfVP']","1987-10-19",0.593,0.592,1,-7.75,1,0.0311,0.00226,9.36e-06,0.232,0.652,122.848,4
"It's No Crime",1989,90,"Babyface",0.177,0.126,0.697,0.968,0.5,100.24,4,358.2,21,27,289,57,"","2zFqQ0xLiMHOVUuV5zw9Gq",37,241493,0,"['Babyface']","['3aVoqlJOYx31lH1gibGDt3']","1989-07-07",0.802,0.802,2,-6.709,1,0.0513,0.0608,0.000252,0.0727,0.912,116.316,4
"It's Not Over",2007,17,"Daughtry",0.113,0.073,0.814,0.9284,0.9,99.23,4.4,342,14,24,288,45,"","1UKp5X9cPp9vMnTb39nnvg",49,215027,0,"['Daughtry']","['5P5FTygHyx2G57oszR3Wot']","2006-09-29",0.426,0.92,10,-3.243,0,0.0598,0.0559,0,0.245,0.296,145.946,4
"It's Not Right But It's Okay",1999,44,"Whitney Houston",0.064,0.107,0.829,-0.8979,0.1,101.26,3.6,587.7,11,85,480,97,"pop","7861kBrZ5aw7o4NfggcyYW",64,292400,0,"['Whitney Houston']","['6XpaIBNiVzIetEPCWDvAFP']","1998-11-17",0.806,0.802,1,-7.076,1,0.102,0.162,0.000885,0.0698,0.529,127.931,4
"It's Over Now",2001,68,"112",0.078,0.113,0.809,-0.9228,1.3,98.21,4.8,531.9,22,30,452,57,"","0wcHP38uljTHCKP9IlKVsa",37,229493,0,"['Joey Albert']","['37Aki1DpJUPf8i3vcMhU6L']","1995",0.375,0.272,5,-14.035,1,0.0403,0.754,0.000594,0.0705,0.212,67.608,4
"It's So Hard To Say Goodbye To Yesterday",1992,37,"Boyz II Men",0.129,0.08,0.792,0.8287,0.9,99.23,4.4,150.3,8,10,125,20,"pop, soul","264JdkdtNRAGL4M4PnDYHC",52,168627,0,"['Boyz II Men']","['6O74knDqdv3XaWtkII7Xjp']","2009-01-01",0.3,0.225,4,-11.079,1,0.0264,0.915,0,0.159,0.294,87.698,4
"It's Time",2013,47,"Imagine Dragons",0.079,0.062,0.859,0.7551,0.9,99.23,4.4,365.4,17,33,315,48,"","34LmQQTM1kDf6teUK3g8HI",54,237987,0,"['Imagine Dragons']","['53XhwfbYqKCa1cC15pYq2q']","2012-09-04",0.656,0.884,2,-4.748,1,0.0372,0.0162,0,0.145,0.86,105.009,4
"It's Time",2012,91,"Imagine Dragons",0.079,0.062,0.859,0.7551,0.9,99.23,4.4,365.4,17,33,315,48,"","34LmQQTM1kDf6teUK3g8HI",54,237987,0,"['Imagine Dragons']","['53XhwfbYqKCa1cC15pYq2q']","2012-09-04",0.656,0.884,2,-4.748,1,0.0372,0.0162,0,0.145,0.86,105.009,4
"It's Your Love",1997,40,"Tim McGraw",0.222,0.034,0.744,0.9957,-0.7,108.7,4,291.6,24,30,262,51,"country","503sFkc8Y2eyGnM6cu8kHm",61,227333,0,"['Tim McGraw', 'Faith Hill']","['6roFdX1y5BYSbp60OTJWMd', '25NQNriVT2YbSW80ILRWJa']","1997-06-03",0.474,0.528,7,-8.588,1,0.0276,0.526,0,0.109,0.364,144.366,4
"Jacob's Ladder",1987,41,"Huey Lewis and The News",0.123,0.033,0.844,0.9597,0.5,100.24,4,213.3,22,19,180,36,"","0huRoriGPIi0vSHFV2f3C9",43,213760,0,"['Huey Lewis & The News']","['7A9yZMTrFZcgEWAX2kBfK6']","1986-01-01",0.671,0.579,10,-13.021,1,0.0293,0.0147,0,0.116,0.659,117.68,4
"Jaded",2001,47,"Aerosmith",0.12,0.158,0.722,-0.8885,1.7,91.78,4,270,24,14,212,39,"rock","4c2xt1trwYZpMqPWY35Xi9",66,262453,1,"['Drake']","['3TVXtAsR1Inumwj472S9r4']","2018-06-29",0.764,0.271,0,-5.697,1,0.0414,0.037,0,0.175,0.0371,116.019,4
"Jamboree",1999,90,"Naughty By Nature",0.067,0.123,0.81,-0.9852,2.1,96.18,5.6,655.2,89,21,534,57,"","5hwLJtYpwrXV8XRugaHYt7",44,232867,0,"['Dublin Fair']","['6UPdvWkITHSAlaar7zPZdY']","1997-01-01",0.604,0.999,7,-6.662,1,0.0469,0.0329,0.000231,0.358,0.961,137.968,4
"Janie's Got A Gun",1990,61,"Aerosmith",0.129,0.171,0.701,-0.9677,0.9,99.23,4.4,459,25,34,388,63,"rock","23zzKOubAzAu8xlQdkVvZ2",54,329627,0,"['Aerosmith']","['7Ey4PD4MYsKc5I2dolUwbH']","1994-01-01",0.631,0.763,5,-6.749,1,0.0269,0.00786,0.0133,0.207,0.387,115.121,4
"Jar Of Hearts",2011,55,"Christina Perri",0.129,0.03,0.841,0.9867,1.7,97.2,5.2,382.5,16,22,316,36,"alternative/indie, pop","22XOtlDMd6nP3zPjVYfPDX",43,221250,0,"['Dash Berlin', 'Christina Novelli']","['1xT5p0VBpnZDrvVSjX9sri', '1dbzT291PCwwYJK0l3Tr1n']","2013-08-23",0.522,0.728,3,-4.893,1,0.0434,0.184,1.87e-05,0.163,0.206,127.94,4
"Jealousy",1996,78,"Natalie Merchant",0.137,0.178,0.685,-0.5567,1.3,92.8,3.6,143.1,13,13,112,27,"folk","3qcVyKUKAOfBoQJsxHfhmW",47,161533,0,"['Natalie Merchant']","['73JEBdDEFeVaOLg3y0HhBD']","1995",0.723,0.521,0,-9.78,1,0.028,0.296,0.0406,0.0998,0.61,101.127,4
"Jenny from the Block",2003,55,"Jennifer Lopez",0.089,0.092,0.819,-0.9347,0.5,105.66,5.2,765.9,38,42,681,82,"electronic/dance, pop","0ysxheIbgBQemSaK7Sfp1Q",1,188200,0,"['Alegra']","['26l6IOmk3uxgeKLcm2WZTG']","2020-06-09",0.63,0.662,1,-5.755,1,0.314,0.128,0,0.065,0.938,199.857,4
