"title","year","position","artist","pos_sentiment","neg_sentiment","neut_sentiment","compound_sentiment","f_k_grade","flesch_index","fog_index","num_syllables","difficult_words","num_dupes","num_words","num_lines","tags","id","popularity","duration_ms","explicit","artists","id_artists","release_date","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature"
"Body Party",2013,83,"Ciara",0.197,0.026,0.778,0.9919,0.1,106.67,4.8,262.8,18,8,239,33,"electronic/dance, pop","0rFZaQ4crlGAzuCjWCQ2xu",67,234040,0,"['Ciara']","['2NdeV5rLm47xAvogXrYhJX']","2013-07-05",0.577,0.576,2,-6.299,1,0.0563,0.0143,0,0.602,0.12,133.973,4
"Boom Boom Pow",2009,1,"Black Eyed Peas",0.02,0.064,0.915,-0.9694,-0.7,108.7,4,548.1,42,54,495,94,"pop","53e82ad7vcD7fQj6nWdCnM",52,251440,0,"['Black Eyed Peas']","['1yxSLGMDHlW21z4YXirZDS']","2009-01-01",0.867,0.857,9,-5.892,1,0.0663,0.13,0.00171,0.13,0.402,130.048,4
"Boom Clap",2014,34,"Charli XCX",0.112,0.021,0.866,0.9903,-0.7,114.12,5.2,406.8,13,40,390,47,"electronic/dance, pop","113sWqjcYyjbb4caE8wVsV",53,169866,0,"['Charli XCX']","['25uiPmTg16RbhZWAqwLBy5']","2014-12-15",0.659,0.911,4,-2.28,1,0.0786,0.154,0.000304,0.191,0.576,91.999,4
"Bootylicious",2001,42,"Destiny's Child",0.035,0.136,0.828,-0.9928,1.3,98.21,4.8,690.3,34,57,562,79,"pop, hip-hop/rnb","09mkdGhqb5ySKVsnkx9hy2",61,207733,0,"[""Destiny's Child""]","['1Y8cdNmUJH7yBTd9yOvr5i']","2001-01-01",0.835,0.833,1,-4.364,0,0.284,0.00247,0,0.171,0.586,103.358,4
"Born This Way",2011,18,"Lady Gaga",0.153,0.092,0.755,0.9924,0.9,99.23,4.4,674.1,41,70,580,95,"electronic/dance, pop","0n5iwOwzox8e9mjMhG7Rea",0,260413,0,"['Lady Gaga']","['1HY2Jd0NmPuamShAr6KMms']","2021-04-13",0.586,0.835,11,-5.117,1,0.146,0.00387,0,0.304,0.492,123.936,4
"Born To Be My Baby",1989,39,"Bon Jovi",0.081,0.022,0.897,0.9737,1.3,98.21,4.8,463.5,24,28,398,54,"rock","6ibNjXHZSgdUjtVObeL5VV",40,280107,0,"['Bon Jovi']","['58lV9VcRSjABbAbfWS6skp']","1988-09-13",0.534,0.959,7,-4.289,1,0.0379,0.0089,0,0.347,0.756,131.278,4
"Bossy",2006,64,"Kelis",0.061,0.11,0.83,-0.9939,0.5,105.66,5.2,802.8,43,56,754,90,"","7nR3jmYBf3e9TEf6zpJiZb",53,273973,0,"['Kelis', 'Too $hort']","['0IF46mUS8NXjgHabxk2MCM', '4sb7rZNN93BSS6Gqgepo4v']","2006-08-22",0.906,0.633,4,-5.316,1,0.19,0.000182,8.34e-06,0.058,0.779,84.021,4
"Bottoms Up",2011,64,"Trey Songz",0.088,0.055,0.857,0.9754,0.9,99.23,4.4,872.1,60,62,749,114,"","477pWnF7WFWb9Qs6g8rs4J",60,220200,0,"['Brantley Gilbert']","['5q8HGNo0BjLWaTAhRtbwxa']","2015-01-01",0.476,0.857,7,-5.733,1,0.0432,0.113,0,0.135,0.543,169.975,4
"Bottoms Up",2010,52,"Trey Songz",0.088,0.055,0.857,0.9754,0.9,99.23,4.4,872.1,60,62,749,114,"","477pWnF7WFWb9Qs6g8rs4J",60,220200,0,"['Brantley Gilbert']","['5q8HGNo0BjLWaTAhRtbwxa']","2015-01-01",0.476,0.857,7,-5.733,1,0.0432,0.113,0,0.135,0.543,169.975,4
"Bottoms Up",2014,68,"Brantley Gilbert",0.151,0.041,0.808,0.9926,-0.3,107.69,4.4,484.2,22,31,427,62,"country","477pWnF7WFWb9Qs6g8rs4J",60,220200,0,"['Brantley Gilbert']","['5q8HGNo0BjLWaTAhRtbwxa']","2015-01-01",0.476,0.857,7,-5.733,1,0.0432,0.113,0,0.135,0.543,169.975,4
"Boulevard Of Broken Dreams",2005,7,"Green Day",0.074,0.196,0.73,-0.9786,1.7,91.78,4,346.5,17,31,257,45,"pop, rock","2uxYXRHh4WAQWZOUabJhtX",17,242080,0,"['Hanoi Rocks']","['5CW2x4YosugZJZZCWA0kBI']","1984",0.435,0.96,9,-3.216,1,0.0657,0.00135,0.00394,0.231,0.541,138.683,4
"Boyfriend",2012,28,"Justin Bieber",0.162,0.011,0.826,0.9951,0.9,104.64,5.6,464.4,23,14,405,42,"pop","5E9CeQTevMVg2nVOomIgiE",59,201040,0,"['Big Time Rush']","['0GWCNkPi54upO9WLlwjAHd']","2011-04-18",0.614,0.854,1,-4.171,0,0.0865,0.0949,0,0.124,0.627,164.126,4
"Brave",2013,96,"Sara Bareilles",0.194,0.041,0.765,0.9938,0.5,100.24,4,415.8,25,46,353,64,"","3KOuDB3KwpNW2CmXOp1JT1",31,332507,0,"['Kate Ceberano']","['6E4eoLJTZYyIC5cZVg6fDx']","1999-06-01",0.604,0.927,0,-5.002,1,0.0367,0.139,0.00054,0.286,0.712,99.869,4
"Brave",2014,74,"Sara Bareilles",0.194,0.041,0.765,0.9938,0.5,100.24,4,415.8,25,46,353,64,"","3KOuDB3KwpNW2CmXOp1JT1",31,332507,0,"['Kate Ceberano']","['6E4eoLJTZYyIC5cZVg6fDx']","1999-06-01",0.604,0.927,0,-5.002,1,0.0367,0.139,0.00054,0.286,0.712,99.869,4
"Break Free",2014,37,"Ariana Grande",0.221,0.083,0.696,0.9868,1.3,98.21,4.8,381.6,16,34,325,45,"pop","67NbegQzVSnoa9wYgknJ51",53,214840,0,"['Ariana Grande', 'Zedd']","['66CXWjxzNUsdJxJ2JdwvnR', '2qxJFvFYMEDqd7ui6kSAcq']","2014-08-25",0.688,0.702,7,-5.324,0,0.0456,0.00655,4.28e-05,0.203,0.284,129.952,4
"Break It Down Again",1993,91,"Tears For Fears",0.174,0.086,0.74,0.989,0.5,100.24,4,439.2,31,33,361,63,"","15kc3DJyYixeEEq5kRRrOm",59,271533,0,"['Tears For Fears']","['4bthk9UfsYUYdcFyqxmSUU']","1993-06-07",0.681,0.742,5,-7,1,0.0249,0.0134,0.422,0.121,0.486,109.001,4
"Break It Off",2007,85,"Rihanna",0.063,0.033,0.904,0.9696,0.1,106.67,4.8,841.5,56,56,748,105,"electronic/dance, pop, reggae, hip-hop/rnb","4PgtB6Sul8WDTRZCe5e8St",51,213373,0,"['Rihanna', 'Sean Paul']","['5pKCCKE2ajJHZ9KAiaK11H', '3Isy6kedDrgPYoTS1dazA9']","2006-04-10",0.897,0.738,10,-5.314,0,0.228,0.0166,0,0.0573,0.798,133.966,4
"Break Your Heart",2010,10,"Taio Cruz",0.056,0.096,0.849,-0.921,-0.3,107.69,4.4,481.5,37,51,421,63,"","7mDCg8XTEyDNPzC5Jdt7mu",35,185147,0,"['Taio Cruz', 'Ludacris']","['6MF9fzBmfXghAz953czmBC', '3ipn9JLAPI5GUEo4y4jcoi']","2010-01-01",0.67,0.896,8,-4.673,1,0.0283,0.00155,0,0.188,0.65,122.047,4
"Breakaway",2005,27,"Kelly Clarkson",0.137,0.075,0.788,0.9531,0.9,99.23,4.4,377.1,18,19,323,48,"pop, rock","7DLe5d6DPmsHTsExc7Kemu",39,218333,0,"['Big Pig']","['5Z7pOsavFP8sACkWxYHMW1']","1987",0.782,0.673,1,-10.088,1,0.0278,0.222,2.51e-05,0.271,0.5,119.949,4
"Breakaway",2004,74,"Kelly Clarkson",0.137,0.075,0.788,0.9531,0.9,99.23,4.4,377.1,18,19,323,48,"pop, rock","7DLe5d6DPmsHTsExc7Kemu",39,218333,0,"['Big Pig']","['5Z7pOsavFP8sACkWxYHMW1']","1987",0.782,0.673,1,-10.088,1,0.0278,0.222,2.51e-05,0.271,0.5,119.949,4
"Breakeven",2010,27,"Script",0.197,0.204,0.6,0.9217,1.3,98.21,4.8,460.8,24,28,389,50,"","1a1i2IwXnUN0PjllVEhA4B",41,261427,0,"['The Script']","['3AQRLZ9PuTAozP28Skbq8V']","2008-08-30",0.627,0.699,10,-4.504,1,0.0244,0.174,0,0.0789,0.535,94.003,4
"Breakfast At Tiffany's",1996,39,"Deep Blue Something",0.042,0.07,0.888,-0.7953,1.3,98.21,4.8,358.2,12,32,306,40,"","1uzWOoJdADfstQuFtQFTUn",74,257373,0,"['Deep Blue Something']","['5N5RfI8FFXk4WQ8kkjE407']","1995-01-01",0.622,0.829,2,-5.548,1,0.029,0.11,0,0.0954,0.539,110.367,4
"Breaking the Habit",2004,79,"Linkin Park",0.039,0.176,0.785,-0.98,2.1,96.18,5.6,320.4,23,13,262,29,"rock","4HcDu9IGRCvSTJE4yW5Ugv",58,196907,0,"['Linkin Park']","['6XyY86QOPPrYVGvF9ch6wz']","2003-03-24",0.579,0.849,4,-5.218,0,0.0303,0.108,0,0.0909,0.581,100.021,4
"Breakout",1987,66,"Swing Out Sister",0.097,0.045,0.858,0.7176,0.9,99.23,4.4,308.7,19,37,261,43,"","0mO5fETTgf2pVbkAEs8CQA",24,283973,0,"['Bee Gees']","['1LZEQNv7sE11VDY3SdxQeN']","1977-12-13",0.796,0.575,9,-16.653,0,0.0325,0.0132,0.0197,0.0631,0.98,125.023,4
"Breathe",2000,1,"Faith Hill",0,0.037,0.963,-0.8458,0.9,99.23,4.4,294.3,15,17,254,37,"country, pop","4ZtqsOdBbS6GoedzzRGSo9",53,336280,0,"['The Prodigy']","['4k1ELeJKT1ISyDv8JivPpB']","1997-06-30",0.673,0.808,9,-6.183,1,0.0491,0.0121,0.878,0.037,0.303,130.041,4
"Breathe Again",1994,7,"Toni Braxton",0.162,0.085,0.752,0.9418,0.9,99.23,4.4,324.9,21,13,281,41,"pop","1xFliXOpcu7E89AsDAZ7JV",60,269173,0,"['Toni Braxton']","['3X458ddYA2YcVWuVIGGOYe']","1993-07-12",0.689,0.677,0,-6.36,1,0.0326,0.0704,0,0.0877,0.259,153.919,4
"Brilliant Disguise",1987,86,"Bruce Springsteen",0.2,0.085,0.715,0.9873,-0.7,108.7,4,315,24,14,277,48,"folk, rock","0nqbZ17t9v52SCemAm1QP0",59,254840,0,"['Bruce Springsteen']","['3eqjTLE0HfPfh78zjh6TqT']","1987-10-09",0.703,0.726,9,-12.438,1,0.029,0.152,1.45e-06,0.0319,0.949,126.353,4
"Bring Me To Life",2003,10,"Evanescence",0.092,0.014,0.894,0.9708,2.5,89.75,4.8,421.2,15,24,323,42,"rock","0COqiPhxzoWICwFCS4eZcp",81,235893,0,"['Evanescence']","['5nGIFgo0shDenQYSE0Sn7c']","2003-03-04",0.331,0.943,4,-3.188,0,0.0698,0.00721,2.06e-06,0.242,0.296,94.612,4
"Broadway",2000,84,"Goo Goo Dolls",0.131,0.167,0.702,-0.8784,0.9,99.23,4.4,405.9,24,33,335,54,"","4w4Kgt8CIw2gPHzb3hbyWD",18,300067,0,"['Art Pepper']","['3GpMtIOC5ZLvMBMI7IxPvA']","1988-01-01",0.713,0.348,8,-12.397,1,0.043,0.698,7.4e-05,0.0907,0.655,95.829,4
"Broken Wings",1986,5,"Mr. Mister",0.227,0.073,0.699,0.9944,-0.3,107.69,4.4,306,9,26,277,43,"","7ePjtuqKqa0ZbzznCNqiEf",53,306600,0,"['Alter Bridge']","['4DWX7u8BV0vZIQSpJQQDWU']","2004-08-10",0.449,0.72,10,-5.382,0,0.0355,0.00656,6.84e-05,0.127,0.114,138.482,4
"Brokenhearted",1995,77,"Brandy",0.058,0.312,0.63,-0.997,2.9,83.32,4,309.6,16,27,226,43,"pop, hip-hop/rnb","4urcG6Nfubqsuqy3juMjBi",65,227147,0,"['Karmin']","['4M0DLz8te9Q1lNIXBBwvfG']","2012-05-07",0.765,0.765,1,-2.732,0,0.0585,0.00765,3.82e-06,0.0527,0.886,120.001,4
"Bubbly",2007,67,"Colbie Caillat",0.153,0.01,0.837,0.9878,2.1,90.77,4.4,349.2,22,18,275,45,"pop","3TKvlWLv5U159t5QRwEQMa",0,197000,0,"['Sassydee']","['2Voym2yJawg9ChaAiybFJv']","2020-06-16",0.694,0.382,9,-9.403,1,0.0364,0.642,9.08e-05,0.114,0.188,127.887,4
"Bubbly",2008,21,"Colbie Caillat",0.153,0.01,0.837,0.9878,2.1,90.77,4.4,349.2,22,18,275,45,"pop","3TKvlWLv5U159t5QRwEQMa",0,197000,0,"['Sassydee']","['2Voym2yJawg9ChaAiybFJv']","2020-06-16",0.694,0.382,9,-9.403,1,0.0364,0.642,9.08e-05,0.114,0.188,127.887,4
"Budapest",2015,89,"George Ezra",0.141,0.068,0.791,0.9809,0.5,100.24,4,323.1,13,55,272,53,"blues, folk, rock","2ixsaeFioXJmMgkkbd4uj1",79,200733,0,"['George Ezra']","['2ysnwxxNtSgbb9t1m2Ur4j']","2014-06-30",0.717,0.455,5,-8.303,1,0.0276,0.0846,0,0.11,0.389,127.812,4
"Buffalo Stance",1989,36,"Neneh Cherry",0.192,0.124,0.683,0.9952,2.1,90.77,4.4,639.9,45,33,510,74,"electronic/dance, electronic/dance","6O1dqcICdNYfxDaiij4KZi",31,343373,0,"['Neneh Cherry']","['3JxCEqL9zjKnDJgUhRuRJD']","1989-06-05",0.714,0.75,1,-6.841,1,0.0537,0.00775,2.49e-05,0.348,0.778,107.25,4
"Bugatti",2013,91,"Ace Hood",0.072,0.161,0.767,-0.9962,3.3,87.72,5.6,849.6,95,40,667,69,"","0uFvvXbmGIXlf5ZgtHyYpf",65,269267,1,"['Ace Hood', 'Future', 'Rick Ross']","['31HjiqargV4NAw4GZqUale', '1RyvyyTE3xzB2ZywiAwp0i', '1sBkRIssrMs1AbVkOJbc7a']","2013-01-01",0.6,0.592,1,-4.947,1,0.0545,0.0191,0,0.0955,0.0663,130.205,4
"Building A Mystery",1997,63,"Sarah McLachlan",0.18,0.064,0.755,0.9816,1.3,92.8,3.6,345.6,29,28,257,57,"pop","04XLXPJiMjJgdvuo0yKLe5",42,247267,0,"['Sarah McLachlan']","['4NgNsOXSwIzXlUIJcpnNUp']","1997-07-15",0.444,0.523,2,-8.607,1,0.0247,0.408,0,0.13,0.465,161.949,4
"Burn",2004,2,"Usher",0.055,0.097,0.849,-0.9845,-0.3,107.69,4.4,675,39,45,599,90,"","0xMd5bcWTbyXS7wPrBtZA6",68,231212,0,"['Ellie Goulding']","['0X2BH1fck6amBIoJhDVmmJ']","2013-01-01",0.559,0.777,1,-5.031,1,0.0432,0.31,0,0.105,0.329,87.016,4
"Burn",2014,39,"Ellie Goulding",0.115,0.142,0.743,-0.7475,-0.3,107.69,4.4,538.2,20,56,486,73,"pop","0xMd5bcWTbyXS7wPrBtZA6",68,231212,0,"['Ellie Goulding']","['0X2BH1fck6amBIoJhDVmmJ']","2013-01-01",0.559,0.777,1,-5.031,1,0.0432,0.31,0,0.105,0.329,87.016,4
"Burn It Down",2012,100,"Linkin Park",0.061,0.018,0.921,0.8832,-0.7,108.7,4,298.8,16,30,280,50,"rock","4bcN9riyILh4IXEdmLGa8m",51,298813,1,"['Avenged Sevenfold']","['0nmQIMXWTXfhgOBdNzhGOs']","2005-06-06",0.345,0.974,2,-3.221,0,0.0607,0.0012,3.03e-05,0.362,0.571,175.027,4
"Burnin' It Down",2014,63,"Jason Aldean",0.082,0.012,0.906,0.98,0.9,99.23,4.4,449.1,23,43,388,62,"country","5HJqpDspKDKwQpLjvkcIsD",66,219160,0,"['Jason Aldean']","['3FfvYsEGaIb52QPXhg4DcH']","2014-10-07",0.681,0.795,6,-6.652,1,0.049,0.305,9.41e-06,0.109,0.64,135.939,4
"Burnin' Up",2008,73,"Jonas Brothers",0.021,0.044,0.935,-0.8349,0.5,100.24,4,356.4,24,24,291,51,"","74DrRgRZt2sXnLMLH7z1h9",28,246640,0,"['Judas Priest']","['2tRsMl4eGxwoNabM08Dm4I']","1979",0.451,0.932,9,-6.8,1,0.158,0.0255,0.000105,0.0983,0.165,110.515,4
"Burning Heart",1986,8,"Survivor",0.097,0.185,0.718,-0.9318,2.1,90.77,4.4,223.2,29,8,167,24,"","6mVJRgyXJ3eAy6EViECJyW",47,250693,0,"['Vandenberg']","['3hAv15rFpsTe7zteKhhJTx']","1982",0.438,0.546,11,-10.331,1,0.0419,0.127,0,0.182,0.486,125.221,4
"Bust A Move",1989,42,"Young M.C.",0.158,0.041,0.802,0.9967,1.3,98.21,4.8,810,85,28,679,85,"","4CYyheknaH5R2xfEndtixD",48,265667,0,"['Young MC']","['5n30a5V4ftXNMHCHChmK2h']","2000-01-01",0.954,0.614,4,-11.48,1,0.106,0.0816,9.25e-05,0.086,0.839,117.548,4
"Butterflies",2002,64,"Michael Jackson",0.207,0.006,0.787,0.9961,2.9,94.15,6.4,388.8,12,17,321,29,"disco, pop, hip-hop/rnb, rock, soul","4W5H0sK8jh0uLbEBAmW4fY",49,226627,0,"['Kolohe Kai']","['3Je8tRazTtqZxGkbeJDGL8']","2009-09-25",0.779,0.691,9,-5.553,1,0.0405,0.323,0.00223,0.364,0.674,136.971,4
"Butterfly",2001,29,"Crazy Town",0.097,0.096,0.807,0.7501,2.5,89.75,4.8,808.2,45,65,618,87,"","4cMlzCZBELV9T1LAbUD4Fo",13,208133,0,"['Dušan Grúň']","['3taDGSK6sPgtY2J3n5uNzL']","2006-01-01",0.292,0.525,7,-7.858,1,0.0291,0.276,4.21e-06,0.297,0.568,83.002,4
"Buttons",2006,15,"Pussycat Dolls",0.092,0.007,0.902,0.9925,0.1,106.67,4.8,688.5,40,41,624,80,"pop","314QzMOrpNUqWBUozYshf6",68,225560,0,"['The Pussycat Dolls']","['6wPhSqRtPu1UhRCDX5yaDJ']","2005-01-01",0.565,0.817,2,-4.338,1,0.27,0.152,0,0.247,0.477,210.851,4
"C U When U Get There",1997,66,"Coolio",0.08,0.068,0.852,0.916,1.7,97.2,5.2,927,86,28,771,94,"","4gf05qWuOT4JmtVGBlIXRO",54,311040,1,"['Coolio', '40 Thevz']","['3y24n3XhZ96wgwRXjvS17T', '20GRegBvsJnKjeK587myg9']","1997-08-26",0.76,0.585,3,-7.307,1,0.161,0.0102,0.000476,0.308,0.455,91.179,4
"C'est La Vie",1987,6,"Robbie Nevil",0.059,0.025,0.915,0.8604,-0.3,107.69,4.4,335.7,18,36,299,48,"","73QtaLCK6MRe9odCZXTMyT",2,156640,0,"['Sarah Vaughan']","['1bgyxtWjZwA5PQlDsvs9b8']","1957-01-01",0.389,0.143,8,-12.713,1,0.0317,0.947,0,0.117,0.118,98.274,3
"California Gurls",2010,4,"Katy Perry",0.156,0.037,0.807,0.9939,1.7,91.78,4,553.5,51,35,413,71,"pop","3f7gYMirBEKuc57218BjOY",65,234653,0,"['Katy Perry', 'Snoop Dogg']","['6jJ0s89eD6GaHleKKya26X', '7hJcb9fa4alzcOq3EaNPoG']","2010-08-24",0.788,0.753,0,-3.71,1,0.0536,0.0038,0,0.18,0.403,125.005,4
"Call Me Maybe",2012,2,"Carly Rae Jepsen",0.056,0.172,0.772,-0.9949,0.1,106.67,4.8,466.2,15,37,409,54,"pop","20I6sIOMTCkB6w7ryavxtO",80,193400,0,"['Carly Rae Jepsen']","['6sFIWsNpZYqfjUpaCgueju']","2012-01-01",0.783,0.58,7,-6.548,1,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,4
"Calling All Angels",2003,45,"Train",0.11,0.038,0.851,0.9574,1.7,97.2,5.2,343.8,14,19,294,33,"alternative/indie, pop","0E29BKKGCJHcb7b9oIWgGB",60,242200,0,"['Train']","['3FUY2gzHeIiaesXtOAdB7A']","2003-06-03",0.454,0.839,3,-5.368,1,0.0441,0.0746,0,0.279,0.529,166.166,4
"Can I Get A...",1999,39,"Jay-Z",0.036,0.123,0.84,-0.9978,1.7,97.2,5.2,931.5,94,20,795,95,"hip-hop/rnb, religious","4LGMSdeKOUoy5Wf75Je0Hl",61,309773,1,"['JAY-Z', 'Amil', 'Ja Rule']","['3nFkdlSjzX9mRTtwJOzDYB', '6NzM38IkXdbQsQ4qW9CG7z', '1J2VVASYAamtQ3Bt8wGgA6']","1998-11-29",0.792,0.694,8,-8.496,0,0.33,0.0619,2.32e-05,0.25,0.804,177.094,4
"Can We Talk",1994,36,"Tevin Campbell",0.205,0.008,0.787,0.9915,0.9,99.23,4.4,279.9,15,18,242,39,"pop, hip-hop/rnb","3eRE1KwnUma75nu1HhoNY4",47,284080,0,"['Tevin Campbell']","['5VfqJBmXcf6ZqXoGij5qTE']","1993",0.66,0.646,2,-9.111,0,0.0426,0.0312,5.06e-06,0.033,0.621,172.376,4
"Can You Feel The Love Tonight",1994,18,"Elton John",0.175,0.012,0.814,0.9889,1.7,91.78,4,228.6,23,13,181,34,"pop, rock","2XOno9Ps5BHeL7MKfVl6KW",25,302773,0,"[""Keali'i Reichel""]","['5QieUEtijtUF3ABBp5JVYP']","1995-01-01",0.469,0.338,10,-10.963,1,0.0288,0.676,0.00091,0.118,0.274,138.136,4
"Can't Believe It",2008,46,"T-Pain",0.144,0.029,0.827,0.994,1.3,98.21,4.8,730.8,49,32,623,84,"pop","7B0xrkTptnM7u2t3w5aC6M",13,200653,0,"['Manfred Mann']","['5670CyWrIOA7702gNjsGMZ']","1964",0.644,0.556,1,-8.716,0,0.0243,0.199,0.000267,0.264,0.895,105.872,4
"Can't Feel My Face",2015,12,"The Weeknd",0.4,0.046,0.554,0.9997,1.3,103.63,6,454.5,7,34,419,41,"hip-hop/rnb","22VdIZQfgXJea34mQxlt81",82,213520,0,"['The Weeknd']","['1Xyo4u8uXC1ZmMpatF05PJ']","2015-08-28",0.705,0.769,9,-5.526,0,0.0425,0.113,0,0.105,0.583,107.949,4
"Can't Fight This Feeling",1985,13,"REO Speedwagon",0.142,0.079,0.779,0.9387,2.9,88.74,5.2,394.2,19,20,307,37,"rock","6oazZ0KQBdOPj9mWtrP907",42,220267,0,"['Junior Caldera', 'Sophie Ellis-Bextor']","['0uRgQor0jDWaKojnCUhR0b', '2cBh5lVMg222FFuRU7EfDE']","2014-04-28",0.597,0.832,9,-4.795,0,0.0473,0.0513,2.34e-06,0.163,0.774,125.023,4
"Can't Get You Out Of My Head",2002,45,"Kylie Minogue",0.043,0,0.957,0.9446,0.1,112.09,6,372.6,8,28,378,36,"electronic/dance, pop","51VGufKIcDTooIr4WZzegi",66,173000,0,"[""Ugg'A""]","['2eAVygHxvbYA7CtF7bv5vC']","2019-02-27",0.72,0.604,0,-6.079,1,0.0343,0.328,0.0014,0.344,0.317,126.037,4
"Can't Help Falling In Love",1993,3,"UB40",0.369,0.145,0.486,0.9919,-1,109.72,3.6,161.1,4,23,141,34,"pop, reggae","3WMszuXeSAvJJaf3HWWQTI",34,202067,0,"['Julio Iglesias']","['4etuCZVdP8yiNPn4xf0ie5']","1990",0.406,0.278,5,-14.578,1,0.0289,0.743,3.94e-05,0.113,0.0657,95.959,4
"Can't Hold Us",2013,5,"Macklemore",0.104,0.07,0.827,0.9758,1.7,97.2,5.2,759.6,60,44,657,80,"","7kiizVNhFbR9qoZuUmtOE8",4,259000,0,"['Wild Stylerz']","['1ZY4523hJlHABsolGReIwr']","2013",0.721,0.7,2,-9.061,1,0.0606,0.0103,0,0.071,0.723,146.017,4
"Can't Let Go",1992,23,"Mariah Carey",0.065,0.074,0.862,0.5943,0.1,106.67,4.8,272.7,10,19,238,31,"pop, hip-hop/rnb","0kyM6MaS573Gt9Yna1rsqd",54,208733,0,"['Lucinda Williams']","['60ht0hWRy1yjUDfNsLuHuP']","1998-01-01",0.625,0.815,7,-8.609,1,0.0759,0.275,0.0288,0.0723,0.919,94.352,4
"Can't Let You Go",2003,24,"Fabolous",0.08,0.094,0.826,-0.8998,1.7,97.2,5.2,570.6,56,14,490,61,"","2L6LeWFHYhcxisYJ9X0Adn",45,259867,0,"['Rainbow']","['6SLAMfhOi7UJI0fMztaK0m']","1983-01-01",0.491,0.551,8,-9.652,0,0.0331,0.00606,0.000256,0.127,0.349,118.657,4
"Can't Stop Lovin' You",1995,100,"Van Halen",0.195,0.052,0.753,0.9908,-0.3,107.69,4.4,296.1,19,15,269,39,"rock","72hpTHMLFrO4ErhSQl2FhZ",64,247467,0,"['Van Halen']","['2cnMpRsOVqtPMfq7YiFE6K']","1995-01-24",0.592,0.898,9,-5.194,1,0.0358,0.143,2.29e-06,0.229,0.537,118.006,4
"Can't Stop This Thing We Started",1991,59,"Bryan Adams",0.118,0.173,0.709,-0.8555,-0.3,107.69,4.4,325.8,18,20,287,47,"rock","6O83X8zjAETDfBkHYvpWcA",38,269133,0,"['Bryan Adams']","['3Z02hBLubJxuFJfhacLSDc']","1991-09-24",0.537,0.88,9,-6.873,1,0.0404,0.0256,0,0.467,0.508,113.045,4
"Can't We Try",1987,63,"Dan Hill",0.168,0.07,0.761,0.9871,0.9,99.23,4.4,374.4,19,19,307,47,"folk","2D803z4MdQ6NgKIKyqwRMM",41,237200,0,"['Dan Hill', 'Rique Franks']","['5rOhfAsK4uxq9OdREiQRKa', '5zuw7bDA3Eu8kckAZ8Bhae']","2011-01-01",0.621,0.441,9,-8.963,0,0.0289,0.457,0,0.171,0.311,119.023,4
"Can't You See",1995,66,"Total",0.123,0.059,0.818,0.986,0.9,99.23,4.4,459.9,46,31,394,65,"","3vGB7pK6KJaspU73i1M30n",53,225698,0,"['Waylon Jennings']","['7wCjDgV6nqBsHguQXPAaIM']","1976",0.637,0.528,4,-11.723,1,0.0319,0.112,0.00387,0.0679,0.505,90.821,4
"Candle In The Wind",1988,71,"Elton John",0.092,0.052,0.856,0.8885,1.7,97.2,5.2,363.6,26,18,298,37,"pop, rock","2nqVa3s6vyN10I8mjb4KwI",42,228933,0,"['Elton John']","['3PhoLpVuITZKcymswpck5b']","1995-11-06",0.596,0.468,4,-11.694,1,0.0292,0.208,5.17e-06,0.195,0.584,124.139,4
"Candy Rain",1995,25,"Soul For Real",0.241,0.023,0.736,0.9872,0.5,100.24,4,180,5,15,151,26,"","4j1Bk0BEIGCF9hR7cSwl9d",64,276067,0,"['Soul For Real']","['296LotOmbj7eOX7r9l46fK']","1995",0.59,0.699,11,-7.529,0,0.079,0.00389,4.69e-05,0.0577,0.63,188.268,4
"Candy Shop",2005,8,"50 Cent",0.094,0.024,0.882,0.986,0.5,105.66,5.2,647.1,44,41,583,68,"hip-hop/rnb","7Cw7lE5VJt4avuE1xjeM4q",59,208160,1,"['50 Cent', 'Olivia']","['3q7HBObVc0L8jNeTe5Gofh', '5YBSzuCs7WaFKNr7Bky0Uf']","2005-01-01",0.611,0.561,7,-8.568,1,0.482,0.0264,5.49e-05,0.325,0.778,127.091,5
"Carnival",1995,60,"Natalie Merchant",0.138,0.109,0.753,0.7906,2.1,90.77,4.4,292.5,31,13,221,34,"folk","2GKT9ThmvAfgrrOJWSULnl",2,167250,0,"['Les Baxter']","['35pV6EUbherudlvAftoueR']","1955-11-14",0.322,0.458,0,-11.475,0,0.0391,0.899,0.855,0.242,0.611,123.558,4
"Catch My Breath",2013,68,"Kelly Clarkson",0.054,0.035,0.91,0.888,-0.3,107.69,4.4,433.8,25,45,393,62,"pop, rock","7kAYyzVhWr3nSqAC7CUOWK",51,251507,0,"['Kelly Clarkson']","['3BmGtnKgCSGYIUhmivXKWX']","2012-10-15",0.691,0.946,9,-3.221,1,0.0678,0.0259,0,0.0897,0.517,124.021,4
"Cater 2 U",2005,66,"Destiny's Child",0.176,0.034,0.79,0.9973,1.3,98.21,4.8,557.1,44,11,469,64,"pop, hip-hop/rnb","0FZvjrHpAmLKj574M4VwrF",60,245400,0,"[""Destiny's Child""]","['1Y8cdNmUJH7yBTd9yOvr5i']","2004",0.605,0.584,11,-7.043,0,0.197,0.286,0,0.235,0.464,125.802,4
