,year,position,title,artist,pos_sentiment,neg_sentiment,neut_sentiment,compound_sentiment,f_k_grade,flesch_index,fog_index,num_syllables,difficult_words,num_dupes,num_words,num_lines,tags,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0,1985,2,Like A Virgin,Madonna,0.26,0.041,0.699,0.9949,0.5,100.24,4.0,274.5,17,19,227,43,"electronic/dance, electronic/dance, pop",0.771,0.655,3,-10.842,0.0,0.0372,0.152,0.00197,0.0685,0.97,119.747,audio_features,1ZPlNanZsJSPK5h9YZZFbZ,spotify:track:1ZPlNanZsJSPK5h9YZZFbZ,https://api.spotify.com/v1/tracks/1ZPlNanZsJSPK5h9YZZFbZ,https://api.spotify.com/v1/audio-analysis/1ZPlNanZsJSPK5h9YZZFbZ,218627.0,4.0
1,1985,4,I Want To Know What Love Is,Foreigner,0.234,0.032,0.734,0.9971,1.3,98.21,4.800000000000001,417.6,14,21,362,46,rock,0.477,0.471,6,-10.036,1.0,0.0277,0.193,1.76e-06,0.131,0.423,81.204,audio_features,1JLn8RhQzHz3qDqsChcmBl,spotify:track:1JLn8RhQzHz3qDqsChcmBl,https://api.spotify.com/v1/tracks/1JLn8RhQzHz3qDqsChcmBl,https://api.spotify.com/v1/audio-analysis/1JLn8RhQzHz3qDqsChcmBl,304787.0,4.0
2,1985,5,I Feel For You,Chaka Khan,0.147,0.01,0.843,0.9958,0.1,106.67,4.800000000000001,489.6,21,41,440,61,,0.698,0.912,11,-8.993,1.0,0.0675,0.0145,0.0225,0.279,0.797,124.917,audio_features,5yR9u8QiOt8hJaddv32oo7,spotify:track:5yR9u8QiOt8hJaddv32oo7,https://api.spotify.com/v1/tracks/5yR9u8QiOt8hJaddv32oo7,https://api.spotify.com/v1/audio-analysis/5yR9u8QiOt8hJaddv32oo7,343400.0,4.0
3,1985,6,Out Of Touch,Daryl Hall and John Oates,0.043,0.036,0.921,0.3323,0.9,99.23,4.4,435.6,22,33,367,54,,0.806,0.649,9,-9.004,0.0,0.0347,0.0391,5.55e-05,0.0557,0.897,114.834,audio_features,7o67roCVsFiCt7Cf0ZLOJq,spotify:track:7o67roCVsFiCt7Cf0ZLOJq,https://api.spotify.com/v1/tracks/7o67roCVsFiCt7Cf0ZLOJq,https://api.spotify.com/v1/audio-analysis/7o67roCVsFiCt7Cf0ZLOJq,249573.0,4.0
4,1985,7,Everybody Wants To Rule The World,Tears For Fears,0.18,0.063,0.757,0.9757,3.3,82.31,4.4,225.0,22,10,162,27,,0.645,0.795,7,-12.095,1.0,0.0527,0.347,0.00389,0.104,0.535,112.067,audio_features,4RvWPyQ5RL0ao9LPZeSouE,spotify:track:4RvWPyQ5RL0ao9LPZeSouE,https://api.spotify.com/v1/tracks/4RvWPyQ5RL0ao9LPZeSouE,https://api.spotify.com/v1/audio-analysis/4RvWPyQ5RL0ao9LPZeSouE,251489.0,4.0
5,1985,8,Money For Nothing,Dire Straits,0.147,0.0,0.853,0.9903,1.3,98.21,4.800000000000001,377.1,29,17,306,39,rock,0.667,0.655,2,-9.339,0.0,0.0367,0.0491,0.000894,0.0641,0.657,134.212,audio_features,4yqtwO7MQIIXqoiRBPHAgR,spotify:track:4yqtwO7MQIIXqoiRBPHAgR,https://api.spotify.com/v1/tracks/4yqtwO7MQIIXqoiRBPHAgR,https://api.spotify.com/v1/audio-analysis/4yqtwO7MQIIXqoiRBPHAgR,506400.0,4.0
6,1985,9,Crazy For You,Madonna,0.112,0.203,0.685,-0.975,-0.7,108.7,4.0,290.7,12,29,258,47,"electronic/dance, electronic/dance, pop",0.672,0.549,9,-11.93,1.0,0.029,0.168,0.0,0.102,0.588,95.01,audio_features,6G7PVlifniapyhDCmWS2VM,spotify:track:6G7PVlifniapyhDCmWS2VM,https://api.spotify.com/v1/tracks/6G7PVlifniapyhDCmWS2VM,https://api.spotify.com/v1/audio-analysis/6G7PVlifniapyhDCmWS2VM,225627.0,4.0
7,1985,10,Take On Me,a-ha,0.098,0.054,0.848,0.8959,0.5,100.24,4.0,245.7,18,18,205,38,"electronic/dance, pop, rock",0.573,0.902,6,-7.638,0.0,0.054,0.018,0.00125,0.0928,0.876,84.412,audio_features,2WfaOiMkCvy7F5fcp2zZ8L,spotify:track:2WfaOiMkCvy7F5fcp2zZ8L,https://api.spotify.com/v1/tracks/2WfaOiMkCvy7F5fcp2zZ8L,https://api.spotify.com/v1/audio-analysis/2WfaOiMkCvy7F5fcp2zZ8L,225280.0,4.0
8,1985,11,Everytime You Go Away,Paul Young,0.04,0.022,0.938,0.5362,2.5,89.75,4.800000000000001,314.1,15,20,248,32,"pop, rock",0.607,0.643,5,-11.493,1.0,0.0435,0.177,0.000153,0.118,0.715,164.256,audio_features,0IpfTMKENGLJcULkMnU8Rb,spotify:track:0IpfTMKENGLJcULkMnU8Rb,https://api.spotify.com/v1/tracks/0IpfTMKENGLJcULkMnU8Rb,https://api.spotify.com/v1/audio-analysis/0IpfTMKENGLJcULkMnU8Rb,321573.0,4.0
9,1985,14,We Built This City,Starship,0.058,0.045,0.897,0.5903,1.3,98.21,4.800000000000001,512.1,37,42,416,55,"pop, rock",0.661,0.908,5,-4.897,1.0,0.039,0.052,0.0,0.0708,0.656,144.091,audio_features,6OnfBiiSc9RGKiBKKtZXgQ,spotify:track:6OnfBiiSc9RGKiBKKtZXgQ,https://api.spotify.com/v1/tracks/6OnfBiiSc9RGKiBKKtZXgQ,https://api.spotify.com/v1/audio-analysis/6OnfBiiSc9RGKiBKKtZXgQ,296080.0,4.0
10,1985,15,The Power Of Love,Huey Lewis and The News,0.262,0.092,0.646,0.996,1.3,98.21,4.800000000000001,348.3,18,12,294,38,,0.768,0.829,5,-5.109,1.0,0.0313,0.0964,2.92e-05,0.097,0.962,118.773,audio_features,2olVm1lHicpveMAo4AUDRB,spotify:track:2olVm1lHicpveMAo4AUDRB,https://api.spotify.com/v1/tracks/2olVm1lHicpveMAo4AUDRB,https://api.spotify.com/v1/audio-analysis/2olVm1lHicpveMAo4AUDRB,234333.0,4.0
11,1985,17,Cherish,Kool and The Gang,0.472,0.0,0.528,0.9995,2.5,89.75,4.800000000000001,369.9,10,24,277,38,disco,0.643,0.568,1,-9.903,1.0,0.0222,0.135,0.0,0.195,0.434,95.17,audio_features,2yCAGizViD7HZXwNYxJToQ,spotify:track:2yCAGizViD7HZXwNYxJToQ,https://api.spotify.com/v1/tracks/2yCAGizViD7HZXwNYxJToQ,https://api.spotify.com/v1/audio-analysis/2yCAGizViD7HZXwNYxJToQ,238000.0,4.0
12,1985,19,The Heat Is On,Glenn Frey,0.036,0.009,0.955,0.7845,-0.3,107.69,4.4,329.4,19,29,290,42,,0.622,0.865,7,-6.369,1.0,0.0531,0.0167,2.34e-05,0.0692,0.87,149.706,audio_features,0PXw9NKvolWTo7U9JkNzmc,spotify:track:0PXw9NKvolWTo7U9JkNzmc,https://api.spotify.com/v1/tracks/0PXw9NKvolWTo7U9JkNzmc,https://api.spotify.com/v1/audio-analysis/0PXw9NKvolWTo7U9JkNzmc,227800.0,4.0
13,1985,21,Shout,Tears For Fears,0.085,0.021,0.894,0.9792,0.1,106.67,4.800000000000001,439.2,7,42,385,50,,0.511,0.942,0,-10.407,1.0,0.0429,0.174,1.87e-05,0.139,0.498,97.909,audio_features,2gQaQUhDCNGfBVXTvxAmXQ,spotify:track:2gQaQUhDCNGfBVXTvxAmXQ,https://api.spotify.com/v1/tracks/2gQaQUhDCNGfBVXTvxAmXQ,https://api.spotify.com/v1/audio-analysis/2gQaQUhDCNGfBVXTvxAmXQ,393667.0,4.0
14,1985,22,Part-Time Lover,Stevie Wonder,0.319,0.019,0.662,0.9983,0.9,99.23,4.4,293.4,17,19,237,38,"pop, soul",0.662,0.624,10,-13.606,0.0,0.0417,0.165,0.0,0.0674,0.961,174.513,audio_features,0Dm43YLUlGdePpSbI1ct8h,spotify:track:0Dm43YLUlGdePpSbI1ct8h,https://api.spotify.com/v1/tracks/0Dm43YLUlGdePpSbI1ct8h,https://api.spotify.com/v1/audio-analysis/0Dm43YLUlGdePpSbI1ct8h,252560.0,4.0
15,1985,23,Saving All My Love For You,Whitney Houston,0.277,0.055,0.668,0.996,1.3,98.21,4.800000000000001,268.2,19,7,225,29,pop,0.636,0.264,6,-14.567,0.0,0.0263,0.593,4.22e-05,0.275,0.264,99.304,audio_features,1lx8ddGT5wCD6W2xmLeRKG,spotify:track:1lx8ddGT5wCD6W2xmLeRKG,https://api.spotify.com/v1/tracks/1lx8ddGT5wCD6W2xmLeRKG,https://api.spotify.com/v1/audio-analysis/1lx8ddGT5wCD6W2xmLeRKG,238467.0,3.0
16,1985,24,Heaven,Bryan Adams,0.218,0.037,0.744,0.9955,0.9,99.23,4.4,327.6,22,23,281,46,rock,0.382,0.589,9,-7.315,0.0,0.0267,0.0465,0.0,0.122,0.335,140.059,audio_features,7Ewz6bJ97vUqk5HdkvguFQ,spotify:track:7Ewz6bJ97vUqk5HdkvguFQ,https://api.spotify.com/v1/tracks/7Ewz6bJ97vUqk5HdkvguFQ,https://api.spotify.com/v1/audio-analysis/7Ewz6bJ97vUqk5HdkvguFQ,243360.0,4.0
17,1985,26,Cool It Now,New Edition,0.204,0.046,0.75,0.9986,-0.7,108.7,4.0,673.2,23,58,597,104,"pop, hip-hop/rnb",0.871,0.532,10,-13.335,0.0,0.0677,0.126,0.00819,0.321,0.74,116.574,audio_features,5LkcAjqj5NOctNGi2qUjlw,spotify:track:5LkcAjqj5NOctNGi2qUjlw,https://api.spotify.com/v1/tracks/5LkcAjqj5NOctNGi2qUjlw,https://api.spotify.com/v1/audio-analysis/5LkcAjqj5NOctNGi2qUjlw,347667.0,4.0
18,1985,28,Loverboy,Billy Ocean,0.477,0.031,0.491,0.9991,0.5,100.24,4.0,261.0,21,13,214,42,"disco, pop",0.734,0.71,6,-9.164,0.0,0.0389,0.0915,2.28e-05,0.0635,0.715,107.901,audio_features,1rG2EZw9GJuBPleLhS64sn,spotify:track:1rG2EZw9GJuBPleLhS64sn,https://api.spotify.com/v1/tracks/1rG2EZw9GJuBPleLhS64sn,https://api.spotify.com/v1/audio-analysis/1rG2EZw9GJuBPleLhS64sn,249360.0,4.0
19,1985,29,Lover Girl,Teena Marie,0.187,0.004,0.809,0.9958,0.5,105.66,5.2,428.4,13,30,391,44,"hip-hop/rnb, rock",N,o,n,e,,,,,,,,,,,,,,
20,1985,30,You Belong To The City,Glenn Frey,0.023,0.033,0.943,-0.4019,0.9,99.23,4.4,328.5,21,23,276,44,,0.669,0.703,4,-5.789,0.0,0.0299,0.06,0.00147,0.0623,0.436,109.48,audio_features,0b8eSsBka9epA2J0wnPMax,spotify:track:0b8eSsBka9epA2J0wnPMax,https://api.spotify.com/v1/tracks/0b8eSsBka9epA2J0wnPMax,https://api.spotify.com/v1/audio-analysis/0b8eSsBka9epA2J0wnPMax,352760.0,4.0
21,1985,31,Oh Sheila,Ready For The World,0.202,0.021,0.777,0.996,0.9,99.23,4.4,376.2,20,35,315,52,,0.798,0.577,0,-10.347,1.0,0.0777,0.0234,0.00112,0.0728,0.835,128.82,audio_features,5PM96PMKMfD1lLX2lryUsG,spotify:track:5PM96PMKMfD1lLX2lryUsG,https://api.spotify.com/v1/tracks/5PM96PMKMfD1lLX2lryUsG,https://api.spotify.com/v1/audio-analysis/5PM96PMKMfD1lLX2lryUsG,240093.0,4.0
22,1985,32,Rhythm Of The Night,Debarge,0.091,0.1,0.809,0.202,2.1,96.18,5.6000000000000005,510.3,25,22,441,46,,0.707,0.759,11,-12.328,0.0,0.046,0.0769,2.84e-05,0.0775,0.955,115.142,audio_features,5yGTQzYbEdY6B9RFZJypgt,spotify:track:5yGTQzYbEdY6B9RFZJypgt,https://api.spotify.com/v1/tracks/5yGTQzYbEdY6B9RFZJypgt,https://api.spotify.com/v1/audio-analysis/5yGTQzYbEdY6B9RFZJypgt,229107.0,4.0
23,1985,33,One More Night,Phil Collins,0.036,0.025,0.94,0.2778,1.7,91.78,4.0,376.2,10,31,298,52,"jazz, pop, rock",0.534,0.442,3,-9.442,1.0,0.0308,0.788,0.000351,0.0986,0.343,136.369,audio_features,6fkvIT9KFKxO8poBeKfaEf,spotify:track:6fkvIT9KFKxO8poBeKfaEf,https://api.spotify.com/v1/tracks/6fkvIT9KFKxO8poBeKfaEf,https://api.spotify.com/v1/audio-analysis/6fkvIT9KFKxO8poBeKfaEf,288973.0,4.0
24,1985,38,Neutron Dance,Pointer Sisters,0.096,0.104,0.8,0.6801,0.1,101.26,3.6,333.9,26,40,282,64,,0.752,0.839,9,-6.879,1.0,0.0503,0.0236,0.0,0.263,0.864,104.794,audio_features,3Uyxe1fbF4zWSEwy38qgMw,spotify:track:3Uyxe1fbF4zWSEwy38qgMw,https://api.spotify.com/v1/tracks/3Uyxe1fbF4zWSEwy38qgMw,https://api.spotify.com/v1/audio-analysis/3Uyxe1fbF4zWSEwy38qgMw,253413.0,4.0
25,1985,39,We Belong,Pat Benatar,0.129,0.138,0.733,-0.3311,2.1,90.77,4.4,400.5,31,28,312,52,,0.706,0.322,5,-14.108,1.0,0.0467,0.528,2.37e-06,0.576,0.305,135.154,audio_features,665Jxlgi1HamPKbW1vwzx4,spotify:track:665Jxlgi1HamPKbW1vwzx4,https://api.spotify.com/v1/tracks/665Jxlgi1HamPKbW1vwzx4,https://api.spotify.com/v1/audio-analysis/665Jxlgi1HamPKbW1vwzx4,221133.0,4.0
26,1985,40,Nightshift,Commodores,0.153,0.019,0.828,0.9933,0.9,99.23,4.4,450.9,26,13,369,54,,0.727,0.559,8,-10.194,1.0,0.0392,0.62,0.0114,0.0629,0.393,105.06,audio_features,23IK8TF2MSiLnuEjaYPfVV,spotify:track:23IK8TF2MSiLnuEjaYPfVV,https://api.spotify.com/v1/tracks/23IK8TF2MSiLnuEjaYPfVV,https://api.spotify.com/v1/audio-analysis/23IK8TF2MSiLnuEjaYPfVV,306560.0,4.0
27,1985,41,Things Can Only Get Better,Howard Jones,0.152,0.048,0.8,0.9743,1.7,91.78,4.0,301.5,24,27,235,41,,0.752,0.743,7,-6.083,1.0,0.0331,0.0314,0.000117,0.128,0.832,108.254,audio_features,1RbOObDFn7GOseR1w529Zj,spotify:track:1RbOObDFn7GOseR1w529Zj,https://api.spotify.com/v1/tracks/1RbOObDFn7GOseR1w529Zj,https://api.spotify.com/v1/audio-analysis/1RbOObDFn7GOseR1w529Zj,235827.0,4.0
28,1985,43,Freeway Of Love,Aretha Franklin,0.256,0.03,0.714,0.9989,2.1,90.77,4.4,570.6,44,32,449,74,"jazz, pop, hip-hop/rnb, rock, soul",0.688,0.899,2,-6.328,1.0,0.0734,0.242,5.55e-06,0.0223,0.833,126.509,audio_features,0lpIVCLNQRBKffcRRNrHyh,spotify:track:0lpIVCLNQRBKffcRRNrHyh,https://api.spotify.com/v1/tracks/0lpIVCLNQRBKffcRRNrHyh,https://api.spotify.com/v1/audio-analysis/0lpIVCLNQRBKffcRRNrHyh,352093.0,4.0
29,1985,44,Never Surrender,Corey Hart,0.0,0.094,0.906,-0.9654,0.5,100.24,4.0,311.4,9,25,250,43,,0.552,0.538,2,-11.085,1.0,0.0344,0.516,0.0,0.202,0.401,104.131,audio_features,5U5p472hgeXUKvh0d8RL4K,spotify:track:5U5p472hgeXUKvh0d8RL4K,https://api.spotify.com/v1/tracks/5U5p472hgeXUKvh0d8RL4K,https://api.spotify.com/v1/audio-analysis/5U5p472hgeXUKvh0d8RL4K,295000.0,4.0
30,1985,45,Sussudio,Phil Collins,0.073,0.03,0.897,0.8589,0.9,99.23,4.4,270.9,16,16,218,33,"jazz, pop, rock",0.714,0.935,5,-5.195,1.0,0.0849,0.0529,0.0934,0.0515,0.725,121.232,audio_features,4qM461TqtpnP4GLRIXwEnW,spotify:track:4qM461TqtpnP4GLRIXwEnW,https://api.spotify.com/v1/tracks/4qM461TqtpnP4GLRIXwEnW,https://api.spotify.com/v1/audio-analysis/4qM461TqtpnP4GLRIXwEnW,263107.0,4.0
31,1985,46,Strut,Sheena Easton,0.092,0.102,0.806,-0.6511,0.9,99.23,4.4,365.4,20,30,307,48,"country, electronic/dance, pop",0.91,0.751,1,-11.29,1.0,0.039,0.295,0.00214,0.141,0.975,114.659,audio_features,6gFIFMI3tsrM5QojcvVMfZ,spotify:track:6gFIFMI3tsrM5QojcvVMfZ,https://api.spotify.com/v1/tracks/6gFIFMI3tsrM5QojcvVMfZ,https://api.spotify.com/v1/audio-analysis/6gFIFMI3tsrM5QojcvVMfZ,240960.0,4.0
32,1985,47,You Give Good Love,Whitney Houston,0.397,0.015,0.589,0.9985,0.9,99.23,4.4,236.7,14,18,192,30,pop,0.559,0.365,5,-13.654,1.0,0.0332,0.686,0.0,0.0771,0.534,74.802,audio_features,0t6DdFmFQhQYWhmfa5FJer,spotify:track:0t6DdFmFQhQYWhmfa5FJer,https://api.spotify.com/v1/tracks/0t6DdFmFQhQYWhmfa5FJer,https://api.spotify.com/v1/audio-analysis/0t6DdFmFQhQYWhmfa5FJer,277240.0,4.0
33,1985,48,The Search Is Over,Survivor,0.18,0.065,0.755,0.9877,2.1,96.18,5.6000000000000005,331.2,34,11,281,30,,0.527,0.342,3,-12.272,1.0,0.0336,0.59,0.0,0.0803,0.148,124.209,audio_features,1M3xrSPzPcKkCnXGHFPKaw,spotify:track:1M3xrSPzPcKkCnXGHFPKaw,https://api.spotify.com/v1/tracks/1M3xrSPzPcKkCnXGHFPKaw,https://api.spotify.com/v1/audio-analysis/1M3xrSPzPcKkCnXGHFPKaw,252613.0,4.0
34,1985,49,Missing You,Diana Ross,0.074,0.105,0.821,-0.7457,0.5,100.24,4.0,285.3,20,13,247,49,"disco, jazz, pop, hip-hop/rnb, soul",0.644,0.355,4,-11.41,0.0,0.0366,0.658,0.00116,0.0485,0.187,86.822,audio_features,0jVfjWK9DUc5ShqwwPADyp,spotify:track:0jVfjWK9DUc5ShqwwPADyp,https://api.spotify.com/v1/tracks/0jVfjWK9DUc5ShqwwPADyp,https://api.spotify.com/v1/audio-analysis/0jVfjWK9DUc5ShqwwPADyp,245347.0,4.0
35,1985,50,Separate Lives,Phil Collins,0.142,0.101,0.756,0.9386,1.7,97.2,5.2,247.5,17,5,202,25,"jazz, pop, rock",0.32,0.308,4,-9.118,1.0,0.0318,0.237,0.0,0.319,0.193,93.173,audio_features,6DEFVerhYVJ6ZkPJiPl5Sm,spotify:track:6DEFVerhYVJ6ZkPJiPl5Sm,https://api.spotify.com/v1/tracks/6DEFVerhYVJ6ZkPJiPl5Sm,https://api.spotify.com/v1/audio-analysis/6DEFVerhYVJ6ZkPJiPl5Sm,248907.0,4.0
36,1985,52,Suddenly,Billy Ocean,0.251,0.0,0.749,0.9952,3.7,81.29,4.800000000000001,262.8,18,13,189,27,"disco, pop",0.496,0.338,10,-9.512,0.0,0.0316,0.733,0.0,0.115,0.202,129.486,audio_features,65h7Qhxl2WfW31Bl6sjWAI,spotify:track:65h7Qhxl2WfW31Bl6sjWAI,https://api.spotify.com/v1/tracks/65h7Qhxl2WfW31Bl6sjWAI,https://api.spotify.com/v1/audio-analysis/65h7Qhxl2WfW31Bl6sjWAI,234707.0,4.0
37,1985,53,The Boys Of Summer,Don Henley,0.134,0.025,0.841,0.9877,2.5,95.17,6.0,353.7,26,13,303,28,"folk, rock",0.516,0.549,6,-13.741,1.0,0.0373,0.501,0.00572,0.184,0.907,176.941,audio_features,4gvea7UlDkAvsJBPZAd4oB,spotify:track:4gvea7UlDkAvsJBPZAd4oB,https://api.spotify.com/v1/tracks/4gvea7UlDkAvsJBPZAd4oB,https://api.spotify.com/v1/audio-analysis/4gvea7UlDkAvsJBPZAd4oB,288733.0,4.0
38,1985,54,One Night In Bangkok,Murray Head,0.102,0.126,0.772,-0.8428,2.5,89.75,4.800000000000001,541.8,63,31,410,52,rock,0.892,0.578,10,-5.025,1.0,0.15,0.112,0.000315,0.0897,0.621,108.703,audio_features,6erBowZaW6Ur3vNOWhS2zM,spotify:track:6erBowZaW6Ur3vNOWhS2zM,https://api.spotify.com/v1/tracks/6erBowZaW6Ur3vNOWhS2zM,https://api.spotify.com/v1/audio-analysis/6erBowZaW6Ur3vNOWhS2zM,236067.0,4.0
39,1985,56,Obsession,Animotion,0.086,0.175,0.739,-0.9904,1.7,91.78,4.0,542.7,42,51,427,76,pop,0.673,0.613,7,-11.997,1.0,0.0799,0.00436,0.362,0.608,0.415,114.748,audio_features,3N7GqZMpZJW69Te1bfUTc3,spotify:track:3N7GqZMpZJW69Te1bfUTc3,https://api.spotify.com/v1/tracks/3N7GqZMpZJW69Te1bfUTc3,https://api.spotify.com/v1/audio-analysis/3N7GqZMpZJW69Te1bfUTc3,337267.0,4.0
40,1985,58,Material Girl,Madonna,0.069,0.028,0.903,0.9257,2.5,89.75,4.800000000000001,445.5,14,34,341,43,"electronic/dance, electronic/dance, pop",0.742,0.883,0,-3.419,1.0,0.0329,0.333,7.51e-06,0.0964,0.978,136.506,audio_features,22sLuJYcvZOSoLLRYev1s5,spotify:track:22sLuJYcvZOSoLLRYev1s5,https://api.spotify.com/v1/tracks/22sLuJYcvZOSoLLRYev1s5,https://api.spotify.com/v1/audio-analysis/22sLuJYcvZOSoLLRYev1s5,240280.0,4.0
41,1985,59,Better Be Good To Me,Tina Turner,0.32,0.023,0.657,0.9995,-0.7,108.7,4.0,574.2,19,60,530,98,"pop, hip-hop/rnb, rock, soul",0.748,0.722,8,-6.499,1.0,0.0347,0.0344,0.0164,0.0857,0.835,120.678,audio_features,4N5HyZ1PlXuP6sryIa4hOQ,spotify:track:4N5HyZ1PlXuP6sryIa4hOQ,https://api.spotify.com/v1/tracks/4N5HyZ1PlXuP6sryIa4hOQ,https://api.spotify.com/v1/audio-analysis/4N5HyZ1PlXuP6sryIa4hOQ,312387.0,4.0
42,1985,60,Head Over Heels,Tears For Fears,0.059,0.054,0.888,0.6023,0.9,99.23,4.4,420.3,28,26,355,54,,0.623,0.739,7,-8.116,1.0,0.0244,0.338,1.88e-05,0.109,0.642,95.007,audio_features,5lwQGZYF4BXOzFtXc5zk8q,spotify:track:5lwQGZYF4BXOzFtXc5zk8q,https://api.spotify.com/v1/tracks/5lwQGZYF4BXOzFtXc5zk8q,https://api.spotify.com/v1/audio-analysis/5lwQGZYF4BXOzFtXc5zk8q,257316.0,4.0
43,1985,62,Smooth Operator,Sade,0.173,0.058,0.77,0.9818,5.2,71.82,5.2,319.5,32,29,213,26,,0.734,0.58,9,-6.619,0.0,0.0321,0.238,0.0006,0.0298,0.962,119.336,audio_features,1Hv1VTm8zeOeybub15mA2R,spotify:track:1Hv1VTm8zeOeybub15mA2R,https://api.spotify.com/v1/tracks/1Hv1VTm8zeOeybub15mA2R,https://api.spotify.com/v1/audio-analysis/1Hv1VTm8zeOeybub15mA2R,258693.0,4.0
44,1985,63,In My House,Mary Jane Girls,0.121,0.028,0.851,0.9863,2.5,89.75,4.800000000000001,387.9,15,28,293,39,,0.808,0.68,1,-9.496,1.0,0.032,0.0416,0.0339,0.064,0.962,116.724,audio_features,62EAqniDMuMIk92eoBZJ5p,spotify:track:62EAqniDMuMIk92eoBZJ5p,https://api.spotify.com/v1/tracks/62EAqniDMuMIk92eoBZJ5p,https://api.spotify.com/v1/audio-analysis/62EAqniDMuMIk92eoBZJ5p,236733.0,4.0
45,1985,65,All Through The Night,Cyndi Lauper,0.022,0.103,0.875,-0.9262,-1.0,109.72,3.6,258.3,11,31,237,48,"blues, pop",0.573,0.65,8,-5.934,1.0,0.0257,0.201,1.58e-06,0.048,0.346,95.1,audio_features,2CIDqYfIYfl9vx02wIyCG9,spotify:track:2CIDqYfIYfl9vx02wIyCG9,https://api.spotify.com/v1/tracks/2CIDqYfIYfl9vx02wIyCG9,https://api.spotify.com/v1/audio-analysis/2CIDqYfIYfl9vx02wIyCG9,272840.0,4.0
46,1985,66,Run To You,Bryan Adams,0.186,0.016,0.798,0.9944,0.1,106.67,4.800000000000001,279.9,4,24,262,36,rock,0.561,0.811,4,-6.157,1.0,0.0265,0.00515,3.6e-05,0.287,0.635,126.593,audio_features,2RWFncSWZEhSRRifqiDNVV,spotify:track:2RWFncSWZEhSRRifqiDNVV,https://api.spotify.com/v1/tracks/2RWFncSWZEhSRRifqiDNVV,https://api.spotify.com/v1/audio-analysis/2RWFncSWZEhSRRifqiDNVV,233270.0,4.0
47,1985,67,Glory Days,Bruce Springsteen,0.323,0.027,0.65,0.9987,1.3,98.21,4.800000000000001,399.6,32,31,347,44,"folk, rock",0.574,0.96,9,-4.906,1.0,0.032,0.0457,0.0,0.121,0.978,117.486,audio_features,2Y90nL1ohB4sgYELDs7uNx,spotify:track:2Y90nL1ohB4sgYELDs7uNx,https://api.spotify.com/v1/tracks/2Y90nL1ohB4sgYELDs7uNx,https://api.spotify.com/v1/audio-analysis/2Y90nL1ohB4sgYELDs7uNx,254733.0,4.0
48,1985,69,Misled,Kool and The Gang,0.232,0.05,0.718,0.9978,0.9,99.23,4.4,463.5,26,26,400,59,disco,0.827,0.643,11,-7.806,1.0,0.0455,0.012,0.00239,0.0365,0.938,122.373,audio_features,1kMInPKhtOag4FX4cMlqOT,spotify:track:1kMInPKhtOag4FX4cMlqOT,https://api.spotify.com/v1/tracks/1kMInPKhtOag4FX4cMlqOT,https://api.spotify.com/v1/audio-analysis/1kMInPKhtOag4FX4cMlqOT,246293.0,4.0
49,1985,70,Would I Lie To You?,Eurythmics,0.04,0.019,0.941,0.6868,0.5,100.24,4.0,283.5,12,37,238,45,"electronic/dance, pop, hip-hop/rnb, rock",0.613,0.912,2,-4.638,1.0,0.0328,0.0378,3.65e-05,0.52,0.733,131.968,audio_features,1lJZSsMoWEbrgaY6CxPMf8,spotify:track:1lJZSsMoWEbrgaY6CxPMf8,https://api.spotify.com/v1/tracks/1lJZSsMoWEbrgaY6CxPMf8,https://api.spotify.com/v1/audio-analysis/1lJZSsMoWEbrgaY6CxPMf8,268240.0,4.0
50,1985,72,No More Lonely Nights,Paul McCartney,0.039,0.246,0.715,-0.9889,1.7,91.78,4.0,253.8,9,17,203,34,"classical/soundtrack, folk, pop, rock",0.32,0.428,5,-14.262,1.0,0.0536,0.00349,0.000276,0.519,0.411,172.603,audio_features,3CCBwpqjdar1PG6HHulmD0,spotify:track:3CCBwpqjdar1PG6HHulmD0,https://api.spotify.com/v1/tracks/3CCBwpqjdar1PG6HHulmD0,https://api.spotify.com/v1/audio-analysis/3CCBwpqjdar1PG6HHulmD0,312733.0,4.0
51,1985,75,Walking On Sunshine,Katrina and The Waves,0.232,0.119,0.649,0.9957,0.1,106.67,4.800000000000001,423.9,13,32,395,54,,0.596,0.869,10,-11.97,1.0,0.037,0.0116,0.173,0.0678,0.944,109.902,audio_features,05wIrZSwuaVWhcv5FfqeH0,spotify:track:05wIrZSwuaVWhcv5FfqeH0,https://api.spotify.com/v1/tracks/05wIrZSwuaVWhcv5FfqeH0,https://api.spotify.com/v1/audio-analysis/05wIrZSwuaVWhcv5FfqeH0,238733.0,4.0
52,1985,80,Solid,Ashford and Simpson,0.276,0.033,0.691,0.9976,-1.0,109.72,3.6,402.3,25,50,358,76,,0.814,0.474,0,-12.017,1.0,0.0309,0.27,8.16e-06,0.599,0.956,101.241,audio_features,4sr4NdrPfds9Qfors9UkiO,spotify:track:4sr4NdrPfds9Qfors9UkiO,https://api.spotify.com/v1/tracks/4sr4NdrPfds9Qfors9UkiO,https://api.spotify.com/v1/audio-analysis/4sr4NdrPfds9Qfors9UkiO,312000.0,4.0
