,year,position,title,artist,pos_sentiment,neg_sentiment,neut_sentiment,compound_sentiment,f_k_grade,flesch_index,fog_index,num_syllables,difficult_words,num_dupes,num_words,num_lines,tags,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
344,1990,56,I Wish It Would Rain Down,Phil Collins,0.194,0.048,0.758,0.9919,-0.3,113.1,5.6000000000000005,323.1,13,9,323,35,"jazz, pop, rock",0.51,0.667,8,-4.715,1.0,0.0294,0.292,0.00683,0.313,0.356,125.887,audio_features,4F2t297QK40XFcIHqkmLHs,spotify:track:4F2t297QK40XFcIHqkmLHs,https://api.spotify.com/v1/tracks/4F2t297QK40XFcIHqkmLHs,https://api.spotify.com/v1/audio-analysis/4F2t297QK40XFcIHqkmLHs,327747.0,4.0
345,1990,57,Just Between You And Me,Lou Gramm,0.123,0.124,0.753,0.923,1.3,98.21,4.800000000000001,478.8,27,25,393,53,rock,0.773,0.617,0,-10.52,1.0,0.027,0.23,3.65e-05,0.0623,0.905,121.552,audio_features,1fMvhGvNGrumP5MKKDf61e,spotify:track:1fMvhGvNGrumP5MKKDf61e,https://api.spotify.com/v1/tracks/1fMvhGvNGrumP5MKKDf61e,https://api.spotify.com/v1/audio-analysis/1fMvhGvNGrumP5MKKDf61e,296133.0,4.0
346,1990,58,Something Happened On The Way To Heaven,Phil Collins,0.137,0.109,0.754,0.9557,0.1,106.67,4.800000000000001,440.1,12,30,385,52,"jazz, pop, rock",0.656,0.88,5,-4.137,0.0,0.0287,0.184,0.00609,0.272,0.88,114.613,audio_features,4ziqqoW1o3P5EhNqK6CPb1,spotify:track:4ziqqoW1o3P5EhNqK6CPb1,https://api.spotify.com/v1/tracks/4ziqqoW1o3P5EhNqK6CPb1,https://api.spotify.com/v1/audio-analysis/4ziqqoW1o3P5EhNqK6CPb1,291587.0,4.0
347,1990,59,Black Cat,Janet Jackson,0.139,0.127,0.734,0.8328,1.3,98.21,4.800000000000001,424.8,33,23,347,45,"electronic/dance, pop",0.705,0.913,4,-7.253,0.0,0.0484,0.103,0.00111,0.216,0.665,114.959,audio_features,4tYpYYoOI7WDxbCnPninwE,spotify:track:4tYpYYoOI7WDxbCnPninwE,https://api.spotify.com/v1/tracks/4tYpYYoOI7WDxbCnPninwE,https://api.spotify.com/v1/audio-analysis/4tYpYYoOI7WDxbCnPninwE,290573.0,4.0
348,1990,62,The Humpty Dance,Digital Underground,0.147,0.055,0.798,0.9978,1.7,97.2,5.2,1006.2,89,25,850,105,,0.813,0.693,10,-8.0,0.0,0.266,0.0343,0.0,0.121,0.618,103.508,audio_features,0YEC3pNS0uIKvZb5u4lgsu,spotify:track:0YEC3pNS0uIKvZb5u4lgsu,https://api.spotify.com/v1/tracks/0YEC3pNS0uIKvZb5u4lgsu,https://api.spotify.com/v1/audio-analysis/0YEC3pNS0uIKvZb5u4lgsu,391693.0,4.0
349,1990,65,Giving You The Benefit,Pebbles,0.205,0.072,0.723,0.9972,0.9,104.64,5.6000000000000005,522.0,19,16,460,47,hip-hop/rnb,0.706,0.8,5,-10.496,0.0,0.0468,0.144,0.00137,0.0998,0.931,103.074,audio_features,2nNKXDFRz6cog1kolC3efq,spotify:track:2nNKXDFRz6cog1kolC3efq,https://api.spotify.com/v1/tracks/2nNKXDFRz6cog1kolC3efq,https://api.spotify.com/v1/audio-analysis/2nNKXDFRz6cog1kolC3efq,341960.0,4.0
350,1990,66,Enjoy The Silence,Depeche Mode,0.054,0.191,0.755,-0.9776,2.9,83.32,4.0,231.3,18,22,163,29,electronic/dance,0.626,0.667,0,-11.817,0.0,0.0283,0.209,0.000257,0.0779,0.83,112.776,audio_features,4wGSg2Qqpt2sGCWuAZj6EN,spotify:track:4wGSg2Qqpt2sGCWuAZj6EN,https://api.spotify.com/v1/tracks/4wGSg2Qqpt2sGCWuAZj6EN,https://api.spotify.com/v1/audio-analysis/4wGSg2Qqpt2sGCWuAZj6EN,257631.0,4.0
351,1990,67,Love Song,Tesla,0.376,0.013,0.612,0.9982,1.3,98.21,4.800000000000001,230.4,15,14,194,26,,0.354,0.318,2,-9.974,1.0,0.034,0.343,0.0389,0.113,0.281,81.854,audio_features,0vJUdIefT5caKla9H8b1q4,spotify:track:0vJUdIefT5caKla9H8b1q4,https://api.spotify.com/v1/tracks/0vJUdIefT5caKla9H8b1q4,https://api.spotify.com/v1/audio-analysis/0vJUdIefT5caKla9H8b1q4,323360.0,4.0
352,1990,68,Price Of Love,Bad English,0.204,0.079,0.718,0.991,0.9,99.23,4.4,330.3,16,21,277,45,,0.348,0.444,9,-10.001,1.0,0.0288,0.0201,1.23e-05,0.0639,0.241,138.194,audio_features,56y9EmjGAAejQ6QX9blIGI,spotify:track:56y9EmjGAAejQ6QX9blIGI,https://api.spotify.com/v1/tracks/56y9EmjGAAejQ6QX9blIGI,https://api.spotify.com/v1/audio-analysis/56y9EmjGAAejQ6QX9blIGI,286040.0,4.0
353,1990,70,King Of Wishful Thinking,Go West,0.013,0.108,0.879,-0.9705,-0.3,107.69,4.4,371.7,11,23,332,52,pop,0.669,0.869,0,-7.378,1.0,0.0525,0.0331,0.0,0.0991,0.919,107.887,audio_features,0gXTCSzaCOzNoRb9FeE62N,spotify:track:0gXTCSzaCOzNoRb9FeE62N,https://api.spotify.com/v1/tracks/0gXTCSzaCOzNoRb9FeE62N,https://api.spotify.com/v1/audio-analysis/0gXTCSzaCOzNoRb9FeE62N,241760.0,4.0
354,1990,71,What Kind Of Man Would I Be?,Chicago,0.083,0.025,0.892,0.9411,0.1,106.67,4.800000000000001,364.5,17,18,319,41,"jazz, pop, rock",0.537,0.707,0,-8.104,1.0,0.0269,0.122,0.0,0.181,0.232,88.141,audio_features,6XvDozCQhTvSutezyoYgB0,spotify:track:6XvDozCQhTvSutezyoYgB0,https://api.spotify.com/v1/tracks/6XvDozCQhTvSutezyoYgB0,https://api.spotify.com/v1/audio-analysis/6XvDozCQhTvSutezyoYgB0,256200.0,4.0
355,1990,72,I Remember You,Skid Row,0.244,0.027,0.729,0.9976,2.5,89.75,4.800000000000001,404.1,20,15,319,40,,0.345,0.531,0,-12.708,1.0,0.0305,0.00642,7.28e-06,0.14,0.49,176.302,audio_features,4ZpXHlV2vQVfPXUvbDSZ92,spotify:track:4ZpXHlV2vQVfPXUvbDSZ92,https://api.spotify.com/v1/tracks/4ZpXHlV2vQVfPXUvbDSZ92,https://api.spotify.com/v1/audio-analysis/4ZpXHlV2vQVfPXUvbDSZ92,313693.0,4.0
356,1990,74,Here We Are,Gloria Estefan,0.183,0.171,0.646,0.8847,0.9,99.23,4.4,296.1,25,4,239,39,"electronic/dance, pop, rock",0.694,0.467,9,-14.437,1.0,0.0329,0.639,1.61e-05,0.0869,0.63,142.132,audio_features,4asTNYhhrp323lLp81KIKQ,spotify:track:4asTNYhhrp323lLp81KIKQ,https://api.spotify.com/v1/tracks/4asTNYhhrp323lLp81KIKQ,https://api.spotify.com/v1/audio-analysis/4asTNYhhrp323lLp81KIKQ,289707.0,4.0
357,1990,75,Epic,Faith No More,0.137,0.08,0.783,0.9375,-1.1,115.13,4.800000000000001,344.7,14,54,340,47,rock,0.358,0.893,4,-7.486,0.0,0.12,0.0222,0.0524,0.126,0.262,174.238,audio_features,4ReyTz0y3TGkX48wO3Llot,spotify:track:4ReyTz0y3TGkX48wO3Llot,https://api.spotify.com/v1/tracks/4ReyTz0y3TGkX48wO3Llot,https://api.spotify.com/v1/audio-analysis/4ReyTz0y3TGkX48wO3Llot,293653.0,4.0
358,1990,76,Love Takes Time,Mariah Carey,0.181,0.182,0.637,0.8368,0.9,99.23,4.4,281.7,18,17,231,37,"pop, hip-hop/rnb",0.403,0.338,8,-12.371,0.0,0.0322,0.727,0.0,0.0849,0.233,126.23,audio_features,48l7PNpT2fBoT4cdLW6EzP,spotify:track:48l7PNpT2fBoT4cdLW6EzP,https://api.spotify.com/v1/tracks/48l7PNpT2fBoT4cdLW6EzP,https://api.spotify.com/v1/audio-analysis/48l7PNpT2fBoT4cdLW6EzP,229227.0,4.0
359,1990,76,Love Takes Time,Mariah Carey,0.181,0.182,0.637,0.8368,0.9,99.23,4.4,281.7,18,17,231,37,"pop, hip-hop/rnb",0.403,0.338,8,-12.371,0.0,0.0322,0.727,0.0,0.0849,0.233,126.23,audio_features,48l7PNpT2fBoT4cdLW6EzP,spotify:track:48l7PNpT2fBoT4cdLW6EzP,https://api.spotify.com/v1/tracks/48l7PNpT2fBoT4cdLW6EzP,https://api.spotify.com/v1/audio-analysis/48l7PNpT2fBoT4cdLW6EzP,229227.0,4.0
360,1991,69,Love Takes Time,Mariah Carey,0.181,0.182,0.637,0.8368,0.9,99.23,4.4,281.7,18,17,231,37,"pop, hip-hop/rnb",0.403,0.338,8,-12.371,0.0,0.0322,0.727,0.0,0.0849,0.233,126.23,audio_features,48l7PNpT2fBoT4cdLW6EzP,spotify:track:48l7PNpT2fBoT4cdLW6EzP,https://api.spotify.com/v1/tracks/48l7PNpT2fBoT4cdLW6EzP,https://api.spotify.com/v1/audio-analysis/48l7PNpT2fBoT4cdLW6EzP,229227.0,4.0
361,1991,69,Love Takes Time,Mariah Carey,0.181,0.182,0.637,0.8368,0.9,99.23,4.4,281.7,18,17,231,37,"pop, hip-hop/rnb",0.403,0.338,8,-12.371,0.0,0.0322,0.727,0.0,0.0849,0.233,126.23,audio_features,48l7PNpT2fBoT4cdLW6EzP,spotify:track:48l7PNpT2fBoT4cdLW6EzP,https://api.spotify.com/v1/tracks/48l7PNpT2fBoT4cdLW6EzP,https://api.spotify.com/v1/audio-analysis/48l7PNpT2fBoT4cdLW6EzP,229227.0,4.0
362,1990,77,Just Like Jesse James,Cher,0.12,0.128,0.752,-0.1038,1.3,98.21,4.800000000000001,549.9,28,30,456,64,"electronic/dance, disco, folk, pop, hip-hop/rnb, rock",0.4,0.563,8,-10.233,1.0,0.0307,0.17,0.0,0.133,0.442,138.006,audio_features,5JGdpqo9wrRtOZtui5GShI,spotify:track:5JGdpqo9wrRtOZtui5GShI,https://api.spotify.com/v1/tracks/5JGdpqo9wrRtOZtui5GShI,https://api.spotify.com/v1/audio-analysis/5JGdpqo9wrRtOZtui5GShI,245733.0,4.0
363,1990,78,Love Shack,B-52s,0.294,0.007,0.7,0.9996,2.1,90.77,4.4,648.0,48,29,495,71,pop,0.701,0.803,5,-6.786,0.0,0.0545,0.0544,1.54e-06,0.7,0.903,133.608,audio_features,4W4wYHtsrgDiivRASVOINL,spotify:track:4W4wYHtsrgDiivRASVOINL,https://api.spotify.com/v1/tracks/4W4wYHtsrgDiivRASVOINL,https://api.spotify.com/v1/audio-analysis/4W4wYHtsrgDiivRASVOINL,320680.0,4.0
364,1990,79,All Or Nothing,Milli Vanilli,0.114,0.0,0.886,0.9883,0.1,106.67,4.800000000000001,390.6,17,13,342,44,,0.877,0.85,1,-13.03,1.0,0.0725,0.0154,0.00369,0.114,0.808,100.733,audio_features,7sS1P9f8SDyl03hqC1etWU,spotify:track:7sS1P9f8SDyl03hqC1etWU,https://api.spotify.com/v1/tracks/7sS1P9f8SDyl03hqC1etWU,https://api.spotify.com/v1/audio-analysis/7sS1P9f8SDyl03hqC1etWU,200600.0,4.0
365,1990,82,I Go To Extremes,Billy Joel,0.182,0.099,0.719,0.9816,1.3,98.21,4.800000000000001,390.6,21,21,327,43,"classical/soundtrack, pop, rock",0.592,0.918,5,-4.744,1.0,0.036,0.0143,1.25e-05,0.287,0.568,127.095,audio_features,16LYB0chkPiblx33djiNTt,spotify:track:16LYB0chkPiblx33djiNTt,https://api.spotify.com/v1/tracks/16LYB0chkPiblx33djiNTt,https://api.spotify.com/v1/audio-analysis/16LYB0chkPiblx33djiNTt,263200.0,4.0
366,1990,83,Whip Appeal,Babyface,0.158,0.122,0.72,0.9423,-0.7,108.7,4.0,339.3,20,30,301,54,,0.745,0.453,9,-9.694,1.0,0.0288,0.593,0.0,0.173,0.523,109.616,audio_features,3KwBXx4v79jKrITc0WBw6H,spotify:track:3KwBXx4v79jKrITc0WBw6H,https://api.spotify.com/v1/tracks/3KwBXx4v79jKrITc0WBw6H,https://api.spotify.com/v1/audio-analysis/3KwBXx4v79jKrITc0WBw6H,331200.0,3.0
367,1990,84,Oh Girl,Paul Young,0.136,0.09,0.774,0.9089,0.5,105.66,5.2,208.8,7,9,191,23,"pop, rock",0.57,0.575,9,-7.032,1.0,0.0318,0.267,0.0,0.0823,0.421,135.903,audio_features,0YqhqbLNpfQetrwuLaVTiK,spotify:track:0YqhqbLNpfQetrwuLaVTiK,https://api.spotify.com/v1/tracks/0YqhqbLNpfQetrwuLaVTiK,https://api.spotify.com/v1/audio-analysis/0YqhqbLNpfQetrwuLaVTiK,216373.0,4.0
368,1990,89,Make You Sweat,Keith Sweat,0.24,0.052,0.709,0.9955,0.1,106.67,4.800000000000001,332.1,9,23,309,42,hip-hop/rnb,0.65,0.805,7,-10.53,1.0,0.0455,0.0464,3.26e-06,0.123,0.639,104.965,audio_features,3iI6xZkQSWGjWx5phFVLn2,spotify:track:3iI6xZkQSWGjWx5phFVLn2,https://api.spotify.com/v1/tracks/3iI6xZkQSWGjWx5phFVLn2,https://api.spotify.com/v1/audio-analysis/3iI6xZkQSWGjWx5phFVLn2,320507.0,4.0
369,1990,91,What It Takes,Aerosmith,0.109,0.072,0.819,0.9688,0.5,105.66,5.2,591.3,20,37,558,64,rock,0.522,0.738,0,-6.423,1.0,0.031,0.0286,5.8e-06,0.4,0.461,142.702,audio_features,2fAYTT9kcUm8tnUrhD80sC,spotify:track:2fAYTT9kcUm8tnUrhD80sC,https://api.spotify.com/v1/tracks/2fAYTT9kcUm8tnUrhD80sC,https://api.spotify.com/v1/audio-analysis/2fAYTT9kcUm8tnUrhD80sC,310533.0,4.0
370,1990,92,Forever,Kiss,0.195,0.138,0.667,0.9768,2.9,88.74,5.2,315.0,20,23,250,31,pop,0.397,0.883,6,-5.503,1.0,0.0347,0.0855,0.00025,0.0847,0.6,176.636,audio_features,77CWZV2vhWN1BlfKaMeFof,spotify:track:77CWZV2vhWN1BlfKaMeFof,https://api.spotify.com/v1/tracks/77CWZV2vhWN1BlfKaMeFof,https://api.spotify.com/v1/audio-analysis/77CWZV2vhWN1BlfKaMeFof,229600.0,4.0
371,1990,94,Just A Friend,Biz Markie,0.162,0.016,0.822,0.9987,0.9,104.64,5.6000000000000005,758.7,68,11,669,73,hip-hop/rnb,0.862,0.663,0,-9.004,1.0,0.21,0.12,0.0,0.318,0.837,85.308,audio_features,1MQCTOWVfy4PcuBXkBsHVB,spotify:track:1MQCTOWVfy4PcuBXkBsHVB,https://api.spotify.com/v1/tracks/1MQCTOWVfy4PcuBXkBsHVB,https://api.spotify.com/v1/audio-analysis/1MQCTOWVfy4PcuBXkBsHVB,238267.0,4.0
372,1990,96,Without You,Motley Crue,0.096,0.093,0.811,-0.4941,0.5,100.24,4.0,320.4,18,27,265,49,,0.524,0.76,5,-4.152,1.0,0.0286,0.00595,5.61e-05,0.0652,0.284,117.99,audio_features,2Pntw3RoGXhANFihOS8XyD,spotify:track:2Pntw3RoGXhANFihOS8XyD,https://api.spotify.com/v1/tracks/2Pntw3RoGXhANFihOS8XyD,https://api.spotify.com/v1/audio-analysis/2Pntw3RoGXhANFihOS8XyD,270187.0,4.0
373,1990,97,Swing The Mood,Jive Bunny,0.091,0.084,0.825,0.689,2.9,83.32,4.0,441.9,31,21,321,54,,0.865,0.512,8,-13.376,1.0,0.0521,0.049,0.0173,0.201,0.879,92.512,audio_features,3Aimpqxpvmz7jhJlNnEd5c,spotify:track:3Aimpqxpvmz7jhJlNnEd5c,https://api.spotify.com/v1/tracks/3Aimpqxpvmz7jhJlNnEd5c,https://api.spotify.com/v1/audio-analysis/3Aimpqxpvmz7jhJlNnEd5c,259573.0,4.0
374,1990,99,Mentirosa,Mellow Man Ace,0.071,0.044,0.885,0.8629,2.5,89.75,4.800000000000001,726.3,106,6,559,75,,0.966,0.505,1,-14.762,1.0,0.111,0.0678,0.0,0.197,0.826,113.592,audio_features,3P6fS71hWhZvOnnxQojJ0Z,spotify:track:3P6fS71hWhZvOnnxQojJ0Z,https://api.spotify.com/v1/tracks/3P6fS71hWhZvOnnxQojJ0Z,https://api.spotify.com/v1/audio-analysis/3P6fS71hWhZvOnnxQojJ0Z,258533.0,4.0
375,1991,1,(Everything I Do) I Do It For You,Bryan Adams,0.151,0.141,0.708,0.8643,-0.3,107.69,4.4,258.3,6,12,233,36,rock,0.526,0.365,1,-12.605,1.0,0.028,0.0775,1.35e-05,0.0618,0.253,131.253,audio_features,6eBK3edMW7bEzecF1eCezc,spotify:track:6eBK3edMW7bEzecF1eCezc,https://api.spotify.com/v1/tracks/6eBK3edMW7bEzecF1eCezc,https://api.spotify.com/v1/audio-analysis/6eBK3edMW7bEzecF1eCezc,394133.0,4.0
376,1991,3,Gonna Make You Sweat,C+C Music Factory,0.085,0.005,0.91,0.9761,2.1,90.77,4.4,465.3,22,47,345,57,,0.806,0.936,6,-5.988,1.0,0.0624,0.00199,0.246,0.0935,0.773,113.229,audio_features,2zeGpMojbMPSmLngK2Ojf7,spotify:track:2zeGpMojbMPSmLngK2Ojf7,https://api.spotify.com/v1/tracks/2zeGpMojbMPSmLngK2Ojf7,https://api.spotify.com/v1/audio-analysis/2zeGpMojbMPSmLngK2Ojf7,299933.0,4.0
377,1991,4,Rush Rush,Paula Abdul,0.198,0.004,0.798,0.9984,0.1,106.67,4.800000000000001,504.0,14,42,462,61,pop,0.706,0.44,4,-11.577,1.0,0.0493,0.763,0.0,0.0958,0.395,90.012,audio_features,015qd1I4v00JIoK7yOUgKC,spotify:track:015qd1I4v00JIoK7yOUgKC,https://api.spotify.com/v1/tracks/015qd1I4v00JIoK7yOUgKC,https://api.spotify.com/v1/audio-analysis/015qd1I4v00JIoK7yOUgKC,292933.0,4.0
378,1991,6,Unbelievable,EMF,0.067,0.151,0.782,-0.9867,0.9,99.23,4.4,434.7,27,58,353,52,,0.636,0.848,1,-6.854,1.0,0.0362,0.000339,0.0402,0.141,0.934,104.073,audio_features,5VYTKiOnHw4iTrB9pG3yum,spotify:track:5VYTKiOnHw4iTrB9pG3yum,https://api.spotify.com/v1/tracks/5VYTKiOnHw4iTrB9pG3yum,https://api.spotify.com/v1/audio-analysis/5VYTKiOnHw4iTrB9pG3yum,209813.0,4.0
379,1991,7,More Than Words,Extreme,0.155,0.026,0.82,0.9924,0.9,99.23,4.4,306.9,7,23,249,37,rock,0.626,0.134,6,-14.898,1.0,0.0298,0.467,0.0,0.113,0.239,91.893,audio_features,1gVgkQFOKa8Wc1HYsJtPdH,spotify:track:1gVgkQFOKa8Wc1HYsJtPdH,https://api.spotify.com/v1/tracks/1gVgkQFOKa8Wc1HYsJtPdH,https://api.spotify.com/v1/audio-analysis/1gVgkQFOKa8Wc1HYsJtPdH,334107.0,4.0
380,1991,9,The First Time,Surface,0.168,0.075,0.758,0.9792,2.5,89.75,4.800000000000001,274.5,17,15,217,29,,0.63,0.369,10,-11.039,1.0,0.0278,0.262,0.0016,0.0989,0.109,126.386,audio_features,60Iwu57QTP1EyEiy3tf2nB,spotify:track:60Iwu57QTP1EyEiy3tf2nB,https://api.spotify.com/v1/tracks/60Iwu57QTP1EyEiy3tf2nB,https://api.spotify.com/v1/audio-analysis/60Iwu57QTP1EyEiy3tf2nB,256227.0,4.0
381,1991,11,Motownphilly,Boyz II Men,0.07,0.102,0.828,-0.9311,0.1,106.67,4.800000000000001,478.8,27,31,438,56,"pop, soul",0.754,0.857,2,-9.699,1.0,0.0605,0.0143,2.14e-05,0.278,0.785,114.144,audio_features,4LxIGAVfcQIw0zAQRyFhU8,spotify:track:4LxIGAVfcQIw0zAQRyFhU8,https://api.spotify.com/v1/tracks/4LxIGAVfcQIw0zAQRyFhU8,https://api.spotify.com/v1/audio-analysis/4LxIGAVfcQIw0zAQRyFhU8,235227.0,4.0
382,1991,12,Because I Love You,Stevie B,0.133,0.066,0.801,0.9583,1.7,97.2,5.2,242.1,9,12,207,24,"electronic/dance, pop",0.22,0.339,1,-8.082,1.0,0.037,0.812,0.0,0.139,0.0887,61.764,audio_features,6GWAYg3cZzizs3FAJzdydD,spotify:track:6GWAYg3cZzizs3FAJzdydD,https://api.spotify.com/v1/tracks/6GWAYg3cZzizs3FAJzdydD,https://api.spotify.com/v1/audio-analysis/6GWAYg3cZzizs3FAJzdydD,306829.0,4.0
383,1991,13,Someday,Mariah Carey,0.063,0.08,0.857,-0.6633,3.7,81.29,4.800000000000001,498.6,31,28,363,50,"pop, hip-hop/rnb",0.684,0.818,1,-8.686,0.0,0.0405,0.207,2.19e-06,0.0251,0.937,109.864,audio_features,6TSM5vkz0WzyZsNAKKYDcw,spotify:track:6TSM5vkz0WzyZsNAKKYDcw,https://api.spotify.com/v1/tracks/6TSM5vkz0WzyZsNAKKYDcw,https://api.spotify.com/v1/audio-analysis/6TSM5vkz0WzyZsNAKKYDcw,246107.0,4.0
384,1991,16,All The Man That I Need,Whitney Houston,0.157,0.025,0.818,0.9892,-1.4,116.15,4.4,252.9,2,20,241,37,pop,0.496,0.571,5,-9.958,0.0,0.0335,0.43,0.0,0.0332,0.25,150.944,audio_features,07M76e7IXxYdnC1BBiJxEX,spotify:track:07M76e7IXxYdnC1BBiJxEX,https://api.spotify.com/v1/tracks/07M76e7IXxYdnC1BBiJxEX,https://api.spotify.com/v1/audio-analysis/07M76e7IXxYdnC1BBiJxEX,251427.0,4.0
385,1991,17,"Right Here, Right Now",Jesus Jones,0.13,0.044,0.826,0.926,0.9,99.23,4.4,251.1,15,22,201,31,,0.657,0.608,2,-13.565,1.0,0.0287,0.0088,3.45e-06,0.103,0.723,106.862,audio_features,3fcGGP62sllcNEhuFJVYeC,spotify:track:3fcGGP62sllcNEhuFJVYeC,https://api.spotify.com/v1/tracks/3fcGGP62sllcNEhuFJVYeC,https://api.spotify.com/v1/audio-analysis/3fcGGP62sllcNEhuFJVYeC,189293.0,4.0
386,1991,19,Love Will Never Do,Janet Jackson,0.145,0.055,0.8,0.9948,0.9,99.23,4.4,536.4,22,28,436,68,"electronic/dance, pop",0.739,0.951,1,-8.863,1.0,0.0496,0.139,0.0062,0.462,0.551,103.17,audio_features,1SkJ8HjZUZRPYT3R2rh5sA,spotify:track:1SkJ8HjZUZRPYT3R2rh5sA,https://api.spotify.com/v1/tracks/1SkJ8HjZUZRPYT3R2rh5sA,https://api.spotify.com/v1/audio-analysis/1SkJ8HjZUZRPYT3R2rh5sA,350000.0,4.0
387,1991,20,Good Vibrations,Marky Mark and The Funky Bunch,0.217,0.033,0.75,0.9978,0.5,100.24,4.0,558.9,35,53,459,79,,0.711,0.951,1,-8.406,1.0,0.0537,0.00189,0.366,0.0229,0.903,121.656,audio_features,5hWdgGVcfTeLPAiHM6EZG9,spotify:track:5hWdgGVcfTeLPAiHM6EZG9,https://api.spotify.com/v1/tracks/5hWdgGVcfTeLPAiHM6EZG9,https://api.spotify.com/v1/audio-analysis/5hWdgGVcfTeLPAiHM6EZG9,269307.0,4.0
388,1991,21,Justify My Love,Madonna,0.336,0.021,0.643,0.998,1.7,91.78,4.0,279.0,27,19,218,43,"electronic/dance, electronic/dance, pop",0.705,0.821,1,-7.085,1.0,0.128,0.00244,0.684,0.0572,0.456,99.642,audio_features,6BWRvw630R8z2vNMok6quI,spotify:track:6BWRvw630R8z2vNMok6quI,https://api.spotify.com/v1/tracks/6BWRvw630R8z2vNMok6quI,https://api.spotify.com/v1/audio-analysis/6BWRvw630R8z2vNMok6quI,294267.0,4.0
389,1991,22,Emotions,Mariah Carey,0.234,0.01,0.756,0.9942,2.9,83.32,4.0,332.1,23,23,240,42,"pop, hip-hop/rnb",0.74,0.752,9,-7.008,0.0,0.0359,0.0409,0.00125,0.0233,0.939,114.851,audio_features,0cELvuwJW1acISUHYB6suj,spotify:track:0cELvuwJW1acISUHYB6suj,https://api.spotify.com/v1/tracks/0cELvuwJW1acISUHYB6suj,https://api.spotify.com/v1/audio-analysis/0cELvuwJW1acISUHYB6suj,248093.0,4.0
390,1991,23,Joyride,Roxette,0.338,0.076,0.586,0.9979,0.5,100.24,4.0,353.7,33,22,287,49,"pop, rock",0.631,0.77,2,-5.315,1.0,0.0267,0.0457,0.0,0.481,0.734,102.348,audio_features,4wj8ppW6nJ5hYlgfeJNBn2,spotify:track:4wj8ppW6nJ5hYlgfeJNBn2,https://api.spotify.com/v1/tracks/4wj8ppW6nJ5hYlgfeJNBn2,https://api.spotify.com/v1/audio-analysis/4wj8ppW6nJ5hYlgfeJNBn2,263093.0,4.0
391,1991,28,Every Heartbeat,Amy Grant,0.226,0.04,0.734,0.9958,1.7,91.78,4.0,320.4,21,27,252,44,,0.648,0.89,2,-3.834,1.0,0.0429,0.288,0.0,0.119,0.808,126.956,audio_features,55lX3vm1G35mUpawXHK5Te,spotify:track:55lX3vm1G35mUpawXHK5Te,https://api.spotify.com/v1/tracks/55lX3vm1G35mUpawXHK5Te,https://api.spotify.com/v1/audio-analysis/55lX3vm1G35mUpawXHK5Te,213733.0,4.0
392,1991,34,Coming Out Of The Dark,Gloria Estefan,0.206,0.023,0.771,0.9947,1.7,97.2,5.2,314.1,20,16,272,34,"electronic/dance, pop, rock",0.643,0.43,4,-11.694,1.0,0.0447,0.65,0.0,0.417,0.475,131.846,audio_features,5x9MJycRilBm2SNavzt9yF,spotify:track:5x9MJycRilBm2SNavzt9yF,https://api.spotify.com/v1/tracks/5x9MJycRilBm2SNavzt9yF,https://api.spotify.com/v1/audio-analysis/5x9MJycRilBm2SNavzt9yF,242627.0,4.0
393,1991,36,Here We Go,C+C Music Factory,0.114,0.032,0.854,0.994,0.5,100.24,4.0,820.8,54,44,687,121,,N,o,n,e,,,,,,,,,,,,,,
394,1991,37,Where Does My Heart Beat Now,Celine Dion,0.101,0.09,0.809,0.7829,2.1,90.77,4.4,324.9,28,28,257,41,pop,0.528,0.62,10,-10.419,1.0,0.0285,0.648,1.63e-06,0.0801,0.595,74.051,audio_features,0S7Vv5am0xbAXgJ2RFQR8S,spotify:track:0S7Vv5am0xbAXgJ2RFQR8S,https://api.spotify.com/v1/tracks/0S7Vv5am0xbAXgJ2RFQR8S,https://api.spotify.com/v1/audio-analysis/0S7Vv5am0xbAXgJ2RFQR8S,272867.0,4.0
395,1991,41,The Promise Of A New Day,Paula Abdul,0.286,0.021,0.693,0.999,2.5,89.75,4.800000000000001,644.4,17,86,490,69,pop,0.754,0.82,1,-8.622,1.0,0.062,0.0911,1.62e-06,0.0805,0.896,119.835,audio_features,5m8xVZhlM7E2mL9uuxZpF6,spotify:track:5m8xVZhlM7E2mL9uuxZpF6,https://api.spotify.com/v1/tracks/5m8xVZhlM7E2mL9uuxZpF6,https://api.spotify.com/v1/audio-analysis/5m8xVZhlM7E2mL9uuxZpF6,272893.0,4.0
396,1991,43,Love Of A Lifetime,Firehouse,0.337,0.0,0.663,0.9988,2.9,88.74,5.2,361.8,10,13,273,31,,0.472,0.48,1,-11.893,1.0,0.0308,0.000204,0.00275,0.0914,0.126,123.023,audio_features,2kDH08boXJyhKMl5hnZbrE,spotify:track:2kDH08boXJyhKMl5hnZbrE,https://api.spotify.com/v1/tracks/2kDH08boXJyhKMl5hnZbrE,https://api.spotify.com/v1/audio-analysis/2kDH08boXJyhKMl5hnZbrE,286573.0,4.0
